thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00866775000031339,0.009039917000336573,,,,138042,001,2024-08-18_23h29.53.797,5-32 ready-Group3 English Trained,2024.1.5,None,2024-08-18 23h29.59.079939 +0900,
,,,,0.009055416998307919,0.013263291999464855,0.013263291999464855,,,,,,,,
