thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010268541998811997,0.010644041998602916,,,,912744,001,2024-08-18_23h29.28.858,5-36 ready-Persian trained,2024.1.5,None,2024-08-18 23h29.33.232426 +0900,
,,,,0.010664583998732269,0.014908417000697227,0.014908417000697227,,,,,,,,
