thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008546958997612819,0.009760208999068709,,,,680416,001,2024-08-18_23h28.55.303,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-18 23h29.03.005518 +0900,
,,,,0.009779416999663226,0.014148166999802925,0.014148166999802925,,,,,,,,
