SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses,total_trials,FeedbackRoutine3.started,FeedbackText3.started,FeedbackRoutine3.stopped,FeedbackText3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.010637707979185507,0.010961666994262487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
,,,,,,,,,,,,,,,,,,,,,,,0.01097629198920913,0.017111875000409782,0.017111875000409782,1.1543646669888403,3,1.0966763330216054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.154394457989838,1.2177616249828134,6.151458207983524,6.157658749642239,6.151458207983524,6.211715582991019,11.15378754164364,16.137075166974682,16.137075166974682,16.15230249997694,16.153741833641348,16.15230249997694,21.15489308364728,26.142708082974423,26.142708082974423,26.142708082974423,26.154043374645212,26.142708082974423,31.158323499639906,36.13828004198149,36.13828004198149,36.1454822079977,36.154946708648154,36.1454822079977,41.16685179164439,46.13291316697723,46.13291316697723,46.13046316697728,,,,,,,,,,,,,,,,,,,,,,,,,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.13047949998872,46.15352283298853,51.22090174999903,51.13660549998167,,,,,,,,,,,,,,,,,,,,,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.13661933297408,51.13678820797941,,,,,,,,,,,,,,,,,,,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-7-En.wav,Speaker3,گوینده۳,,,,,,,,,0,0,0,46,51.22090174999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.19250474998262,51.22090174999903,51.22090174999903,51.22090174999903,51.22090174999903,51.21967308332872,51.22090174999903,51.22090174999903,54.303765749995364,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,1,3.079413667001063,None,0,1,54.30800433299737,54.32544024998788,56.31347795799957,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-2-En.wav,Speaker4,گوینده۴,,,,,,,,,0,1,1,61,56.3382282499806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.313667249982245,56.3382282499806,56.3382282499806,56.3382282499806,56.3382282499806,56.346727750330075,56.3382282499806,56.3382282499806,60.613331207976444,Correct! صحیح است,4,4.273692333023064,None,0,2,60.6135426669789,60.62621587497415,62.61685654197936,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-14-En.wav,Speaker2,گوینده۲,,,,,,,,,0,2,2,33,62.646021041990025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.61748562499997,62.646021041990025,62.646021041990025,62.646021041990025,62.646021041990025,62.65002695832712,62.646021041990025,62.646021041990025,66.17710449997685,Correct! صحیح است,2,3.526444041985087,None,0,3,66.18083554197801,66.1924851249787,68.18290866698953,,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-19-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,3,3,18,68.20570716698421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.18307545798598,68.20570716698421,68.20570716698421,68.20570716698421,68.20570716698421,68.19953454164012,68.20570716698421,68.20570716698421,70.01285195798846,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,1.8038034590135794,None,0,4,70.017715999973,70.03245020797476,72.01651291697635,72.03863837500103,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-12-En.wav,Speaker2,گوینده۲,,,,,,,,,0,4,4,31,72.03863837500103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01669529199717,72.03863837500103,72.03863837500103,72.03863837500103,72.03863837500103,72.03297108365611,72.03863837500103,72.03863837500103,72.55720845799078,Correct! صحیح است,2,0.5166754160018172,None,0,5,72.56106487498619,72.57244887499837,74.55915612497483,74.58290995800053,038458,001,2024-06-25_14h10.36.139,5-17,2024.1.4,None,2024-06-25 14h10.42.183336 +0900,
