thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01198191600269638,0.017553333018440753,,,,654883,001,2024-06-27_10h03.50.398,5-20,2024.1.4,None,2024-06-27 10h03.56.240567 +0900,
,,,,0.017576083017047495,0.022982875001616776,0.022982875001616776,,,,,,,,
