SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses,total_trials,FeedbackRoutine3.started,FeedbackText3.started,FeedbackRoutine3.stopped,FeedbackText3.stopped,TransitionRoutine.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-19-En.wav,Speaker4,گوینده۴,,,,,,,,,0,52,52,78,264.57944895798573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.55630699999165,264.57944895798573,264.57944895798573,264.57944895798573,264.57944895798573,264.5881990413259,264.57944895798573,264.57944895798573,267.37857383297523,Correct! صحیح است,4,2.798136165976757,None,0,53,267.38275412499206,267.393846166,269.3796025829797,269.4020564999955,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-16-En.wav,Speaker3,گوینده۳,,,,,,,,,0,53,53,55,269.4020564999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.37977270799456,269.4020564999955,269.4020564999955,269.4020564999955,269.4020564999955,269.39607929165163,269.4020564999955,269.4020564999955,272.07933558299555,Correct! صحیح است,3,2.67276012498769,None,0,54,272.0834066249954,272.0944267079758,274.080139165977,274.101955540973,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-10-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,54,54,9,274.101955540973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0803011249809,274.101955540973,274.101955540973,274.101955540973,274.101955540973,274.0965589996524,274.101955540973,274.101955540973,275.2205979579885,Correct! صحیح است,1,1.1108837090141606,None,0,55,275.22469445798197,275.2335525829985,277.2227181659837,277.2458493329759,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-8-En.wav,Speaker4,گوینده۴,,,,,,,,,0,55,55,67,277.2458493329759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.22321941598784,277.2458493329759,277.2458493329759,277.2458493329759,277.2458493329759,277.25507391632027,277.2458493329759,277.2458493329759,279.6842697909742,Correct! صحیح است,4,2.432968458015239,None,0,56,279.6893757079961,279.701394624979,281.68940212499,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-15-En.wav,Speaker4,گوینده۴,,,,,,,,,0,56,56,74,281.71255649998784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6895734999853,281.71255649998784,281.71255649998784,281.71255649998784,281.71255649998784,281.72268024931736,281.71255649998784,281.71255649998784,283.2092905829777,Correct! صحیح است,4,1.4956987499899697,None,0,57,283.2134779999906,283.22439645798295,285.21050062499125,285.23326099998667,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-6-En.wav,Speaker2,گوینده۲,,,,,,,,,0,57,57,25,285.23326099998667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.21065741599887,285.23326099998667,285.23326099998667,285.23326099998667,285.23326099998667,285.2269426666646,285.23326099998667,285.23326099998667,286.7136473749997,Correct! صحیح است,2,1.474328875017818,None,0,58,286.71788804099197,286.729000790976,288.714652249997,288.74060045799706,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-7-En.wav,Speaker4,گوینده۴,,,,,,,,,0,58,58,66,288.74060045799706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.71516191598494,288.74060045799706,288.74060045799706,288.74060045799706,288.74060045799706,288.74709354132256,288.74060045799706,288.74060045799706,291.88401045798673,Correct! صحیح است,4,3.1305662079830654,None,0,59,291.8879163749807,291.8990476659965,293.88294658297673,293.91022437499487,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-14-En.wav,Speaker4,گوینده۴,,,,,,,,,0,59,59,73,293.91022437499487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.883799290983,293.91022437499487,293.91022437499487,293.91022437499487,293.91022437499487,293.9153364163144,293.91022437499487,293.91022437499487,295.41844854099327,Correct! صحیح است,4,1.504857166990405,None,0,60,295.4225894580013,295.43435087497346,297.4212627079978,297.44388187499135,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-2-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,60,60,1,297.44388187499135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.42143358298927,297.44388187499135,297.44388187499135,297.44388187499135,297.44388187499135,297.43755354165137,297.44388187499135,297.44388187499135,298.9649267499917,Correct! صحیح است,1,1.5130160830158275,None,0,61,298.96888237498933,298.9778192079975,300.9623742909753,300.9858060829865,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-4-En.wav,Speaker3,گوینده۳,,,,,,,,,0,61,61,43,300.9858060829865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.96255362499505,300.9858060829865,300.9858060829865,300.9858060829865,300.9858060829865,300.9954820413336,300.9858060829865,300.9858060829865,303.8718122499995,Correct! صحیح است,3,2.875515749998158,None,0,62,303.8757837500016,303.88687224997557,305.8814567499794,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-7-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,62,62,6,305.90722549997736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.88204291599686,305.90722549997736,305.90722549997736,305.90722549997736,305.90722549997736,305.91458533332525,305.90722549997736,305.90722549997736,307.2598405829922,Correct! صحیح است,1,1.3509248750051484,None,0,63,307.2636197079846,307.27456562497537,309.25962695799535,309.28133091598283,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-8-En.wav,Speaker2,گوینده۲,,,,,,,,,0,63,63,27,309.28133091598283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.2597759999917,309.28133091598283,309.28133091598283,309.28133091598283,309.28133091598283,309.27610099965045,309.28133091598283,309.28133091598283,311.132255332981,Correct! صحیح است,2,1.8486360420065466,None,0,64,311.1364209999738,311.14751887499006,313.13112266597454,313.1538911659736,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-1-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,64,64,0,313.1538911659736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1313119159895,313.1538911659736,313.1538911659736,313.1538911659736,313.1538911659736,313.1475574576509,313.1538911659736,313.1538911659736,314.5699174159963,Correct! صحیح است,1,1.4114097909769043,None,0,65,314.5736796249985,314.58523362499545,316.5740687499929,316.5972867909877,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-17-En.wav,Speaker4,گوینده۴,,,,,,,,,0,65,65,76,316.5972867909877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.5745794159884,316.5972867909877,316.5972867909877,316.5972867909877,316.5972867909877,316.6065307913309,316.5972867909877,316.5972867909877,318.2066504159884,Correct! صحیح است,4,1.6024354999826755,None,0,66,318.21058699997957,318.2215426659968,320.2066197079839,320.22948029098916,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-10-En.wav,Speaker4,گوینده۴,,,,,,,,,0,66,66,69,320.22948029098916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.20716995798284,320.22948029098916,320.22948029098916,320.22948029098916,320.22948029098916,320.23896662431844,320.22948029098916,320.22948029098916,321.3508396659745,Correct! صحیح است,4,1.1165336249978282,None,0,67,321.35458787498646,321.3656844579964,323.358132415975,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-20-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,67,67,19,323.38509712499217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3588285000005,323.38509712499217,323.38509712499217,323.38509712499217,323.38509712499217,323.3912715833071,323.38509712499217,323.38509712499217,324.80102683298173,Correct! صحیح است,1,1.4082692920055706,None,0,68,324.80495558297844,324.81341479098774,326.7985674579977,326.8215594579815,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-12-En.wav,Speaker3,گوینده۳,,,,,,,,,0,68,68,51,326.8215594579815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.7991336659761,326.8215594579815,326.8215594579815,326.8215594579815,326.8215594579815,326.831037833334,326.8215594579815,326.8215594579815,328.52291037497343,Correct! صحیح است,3,1.6963289580016863,None,0,69,328.52713183299056,328.53773933299817,330.52131354098674,330.54392516598455,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-3-En.wav,Speaker3,گوینده۳,,,,,,,,,0,69,69,42,330.54392516598455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.52146829100093,330.54392516598455,330.54392516598455,330.54392516598455,330.54392516598455,330.5377557496579,330.54392516598455,330.54392516598455,332.16280820799875,Correct! صحیح است,3,1.613431458012201,None,0,70,332.1665343749919,332.1782079580007,334.1646115409967,334.18621020799037,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-12-En.wav,Speaker2,گوینده۲,,,,,,,,,0,70,70,31,334.18621020799037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.164786874986,334.18621020799037,334.18621020799037,334.18621020799037,334.18621020799037,334.18099208266744,334.18621020799037,334.18621020799037,336.2013027909852,Correct! صحیح است,2,2.01112650000141,None,0,71,336.20524849998765,336.21614908298943,338.1992732079816,338.22162174998084,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-19-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,71,71,18,338.22162174998084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.19942379099666,338.22162174998084,338.22162174998084,338.22162174998084,338.22162174998084,338.21573212466706,338.22162174998084,338.22162174998084,339.41294245797326,Correct! صحیح است,1,1.1894867499941029,None,0,72,339.4169085829926,339.4279428749869,341.41060424997704,341.4338067499921,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-3-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,72,72,2,341.4338067499921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.4107846659899,341.4338067499921,341.4338067499921,341.4338067499921,341.4338067499921,341.44365491631515,341.4338067499921,341.4338067499921,342.7422799579799,Correct! صحیح است,1,1.3013982499833219,None,0,73,342.74724916598643,342.76024337499985,344.7475358749798,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-6-En.wav,Speaker3,گوینده۳,,,,,,,,,0,73,73,45,344.7702437079861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.7477049579902,344.7702437079861,344.7702437079861,344.7702437079861,344.7702437079861,344.7641378326555,344.7702437079861,344.7702437079861,346.8232479579747,Correct! صحیح است,3,2.046882833004929,None,0,74,346.8275472909736,346.8394085409818,348.8288843749906,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-4-En.wav,Speaker4,گوینده۴,,,,,,,,,0,74,74,63,348.8523277079803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.8290421659767,348.8523277079803,348.8523277079803,348.8523277079803,348.8523277079803,348.8621822493228,348.8523277079803,348.8523277079803,352.81194345798576,Correct! صحیح است,4,3.9550702910055406,None,0,75,352.8159909999813,352.8290499159775,354.82586804099265,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-11-En.wav,Speaker4,گوینده۴,,,,,,,,,0,75,75,70,354.85212999998475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.82653983298223,354.85212999998475,354.85212999998475,354.85212999998475,354.85212999998475,354.85903449930674,354.85212999998475,354.85212999998475,358.1515474159969,Correct! صحیح است,4,3.2975272499897983,None,0,76,358.15543195797363,358.1664320829732,360.15527166597894,360.17966874997364,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-15-En.wav,Speaker3,گوینده۳,,,,,,,,,0,76,76,54,360.17966874997364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.15624991597724,360.17966874997364,360.17966874997364,360.17966874997364,360.17966874997364,360.18766224932233,360.17966874997364,360.17966874997364,362.10391237499425,Correct! صحیح است,3,1.9132520830025896,None,0,77,362.1089215409884,362.1208315829863,364.11290779098636,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-17-En.wav,Speaker3,گوینده۳,,,,,,,,,0,77,77,56,364.13612466599443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1130706659751,364.13612466599443,364.13612466599443,364.13612466599443,364.13612466599443,364.1462020413096,364.13612466599443,364.13612466599443,366.13072966597974,Correct! صحیح است,3,1.989971249975497,None,0,78,366.1353680409957,366.1472447499982,368.1311326249852,368.15408300000126,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-1-En.wav,Speaker4,گوینده۴,,,,,,,,,0,78,78,60,368.15408300000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.1312869999965,368.15408300000126,368.15408300000126,368.15408300000126,368.15408300000126,368.1642096243236,368.15408300000126,368.15408300000126,371.1699674159754,Correct! صحیح است,4,3.0084374160214793,None,0,79,371.17390395799885,371.18509433299187,373.1731372909853,373.19762362499023,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-2-En.wav,Speaker4,گوینده۴,,,,,,,,,0,79,79,61,373.19762362499023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.17371649999404,373.19762362499023,373.19762362499023,373.19762362499023,373.19762362499023,373.20547566630603,373.19762362499023,373.19762362499023,374.46961058297893,Correct! صحیح است,4,1.269915500015486,None,0,80,374.47446854098234,374.48762674999307,376.47261762499693,,,868230,001,2024-06-26_09h50.14.867,5-17,2024.1.4,None,2024-06-26 09h50.20.681380 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.47266879098606,,,,,,,,
