thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012142207999204402,0.01254483299999265,,,,,,,,,,863729,001,2024-07-03_12h47.09.657,5-all in one,2024.1.4,None,2024-07-03 12h47.15.803463 +0900,
,,,,0.012562040999910096,0.017674875000011525,0.017674875000011525,1.5825132909994863,3,1.5242139160000079,None,,,863729,001,2024-07-03_12h47.09.657,5-all in one,2024.1.4,None,2024-07-03 12h47.15.803463 +0900,
,,,,,,,,,,,1.5825462079992576,1.6489116249995277,,,,,,,,
