SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,text_component.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.00889962499786634,0.009258250007405877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
,,,,,,,,,,,,,,,,,,,0.009275584001443349,0.0135014170082286,0.0135014170082286,1.9344189999974333,1,1.8865666249912465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.9344524589978391,1.94455533400469,0.00016237499949056655,1.94455533400469,2.4201088340050774,[-0.11914460285132383],[0.2637474541751528],[1],[0],[0],[0.4849055000086082],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.420304084007512,2.460840959000052,7.423622667003656,7.431751833664991,7.423622667003656,7.457455709009082,15.409742125004414,15.409742125004414,15.409742125004414,15.422979458675643,15.409742125004414,23.405175916996086,23.405175916996086,23.41007083399745,23.42184258366275,23.41007083399745,31.40850099999807,31.40850099999807,31.41582287500205,31.425167666664734,31.41582287500205,39.40132391700172,39.40132391700172,39.39942608399724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.399458500003675,39.423757249998744,40.489848042008816,40.4083996249974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.40841350000119,40.40855583400116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-4-Per.wav,Speaker4,گوینده۴,0,0,0,63,0,0,0,63,40.489848042008816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.45983604200592,40.489848042008816,40.489848042008816,40.489848042008816,40.489848042008816,40.4914688753391,40.489848042008816,40.489848042008816,40.489848042008816,41.978370625001844,نادرست! پاسخ صحیح گوینده۴ است,0,1,1,1.4866152920003515,None,41.98287758399965,42.000319459009916,43.98413937501027,43.98415129201021,43.984261709003476,[],[],[],[],[],[],[],False,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-5-Per.wav,Speaker1,گوینده ۱,0,0,0,63,0,1,1,4,44.01059329199779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98498170899984,44.01059329199779,44.01059329199779,44.01059329199779,44.01059329199779,44.017440375341295,44.01059329199779,44.01059329199779,44.01059329199779,46.12980445900757,صحیح است,1,2,1,2.1166858749929816,None,46.133960125007434,46.14504400000442,48.13335033399926,48.13337283399596,48.13375041700783,[],[],[],[],[],[],[],False,48.16296337499807,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,0,0,63,0,2,2,13,48.16296337499807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.13537283400365,48.16296337499807,48.16296337499807,48.16296337499807,48.16296337499807,48.165651708339766,48.16296337499807,48.16296337499807,48.16296337499807,50.478597042005276,صحیح است,2,3,1,2.3100628749962198,None,50.48237858399807,50.49334687500959,52.48385354199854,52.483901625004364,52.48425379200489,[],[],[],[],[],[],[],False,,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-9-Per.wav,Speaker4,گوینده۴,0,0,0,63,0,3,3,68,52.51132079200761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.485652500006836,52.51132079200761,52.51132079200761,52.51132079200761,52.51132079200761,52.51703433333799,52.51132079200761,52.51132079200761,52.51132079200761,54.405502084002364,نادرست! پاسخ صحیح گوینده۴ است,2,4,1,1.891240500001004,None,54.409456292007235,54.42117933400732,56.40658245900704,56.40659208400757,56.40670350000437,[],[],[],[],[],[],[],False,56.431456250007614,,,,,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,0,0,63,0,4,4,38,56.431456250007614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.40713529200002,56.431456250007614,56.431456250007614,56.431456250007614,56.431456250007614,56.43971120833206,56.431456250007614,56.431456250007614,56.431456250007614,59.96648520900635,نادرست! پاسخ صحیح گوینده۲ است,2,5,1,3.5330268749967217,None,59.96671029200661,59.9786232500046,61.96559700000216,61.96560520899948,67.35088008400635,[-0.010183299389002037],[-0.22606924643584522],[1],[0],[0],[5.381545374999405],['checkbox'],True,61.97929633400054,61.97929633400054,-0.0009988749952754006,61.97929633400054,61.97929633400054,394490,001,2024-08-02_22h12.50.111,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h12.54.575740 +0900,
