SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,testPhase1Loop.thisRepN,testPhase1Loop.thisTrialN,testPhase1Loop.thisN,testPhase1Loop.thisIndex,testPhase2Loop.thisRepN,testPhase2Loop.thisTrialN,testPhase2Loop.thisN,testPhase2Loop.thisIndex,testPhase3Loop.thisRepN,testPhase3Loop.thisTrialN,testPhase3Loop.thisN,testPhase3Loop.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses_group3,total_trials_group3,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,CheckAccuracy.started,accuracy_group1,accuracy_group2,accuracy_group3,proceed_to_test,CheckAccuracy.stopped,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase1.started,TestPhase1.stopped,test1_response_keyboard.keys,test1_response,test1_image_file1,test1_image_file2,test1_image_file3,test1_image_file4,test1_sound_file,english_correct_answer,persian_correct_answer,TestPhase2.started,TestPhase2.stopped,test2_response_keyboard.keys,test2_response,test2_image_file1,test2_image_file2,test2_image_file3,test2_image_file4,test2_sound_file,TestPhase3.started,test3_image1.started,test3_image2.started,test3_image3.started,test3_image4.started,test3_sound.started,text_10.started,test3_response_keyboard.started,TestPhase3.stopped,test3_response_keyboard.keys,test3_response_keyboard.rt,test3_response_keyboard.duration,test3_response,test3_image_file1,test3_image_file2,test3_image_file3,test3_image_file4,test3_sound_file,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01127512500170269,0.0116517090027628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01166870900124195,0.017417167000530753,0.017417167000530753,1.0725309170011315,3,1.0149026250001043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07256100000086,1.1337949170010688,6.067863042000681,6.077104333668346,6.067863042000681,6.128022042001248,11.07197550066873,16.067296334000275,16.067296334000275,16.067296334000275,16.076487083668567,16.067296334000275,21.081972958669454,26.065857917001267,26.065857917001267,26.065857917001267,26.075940958668312,26.065857917001267,31.074715958668335,36.06081233400255,36.06081233400255,36.065857084002346,36.077479000669214,36.065857084002346,41.07463375066824,46.05279050000172,46.05279050000172,46.048458167002536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.048477084001206,46.07325895900067,47.137549792001664,47.05609120900044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05610366700057,47.05628429200078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-20-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,19,,,,,,,,,,,,,47.137549792001664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.11162795900236,47.137549792001664,47.137549792001664,47.137549792001664,47.137549792001664,47.13917570833413,47.137549792001664,47.137549792001664,49.31820783400326,Correct! صحیح است,1,2.1724596670028404,None,0,1,49.322654250001506,49.33540229200298,51.34594441700028,51.320620000002236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-15-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,1,1,14,,,,,,,,,,,,,51.34594441700028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.32079716700173,51.34594441700028,51.34594441700028,51.34594441700028,51.34594441700028,51.35375158333457,51.34594441700028,51.34594441700028,51.7836097090003,Correct! صحیح است,1,0.4322160830015491,None,0,2,51.78736329200183,51.79857941700175,,53.793575250001595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-17-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,2,2,16,,,,,,,,,,,,,53.8154316250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7937422089999,53.8154316250002,53.8154316250002,53.8154316250002,53.8154316250002,53.81019895866872,53.8154316250002,53.8154316250002,54.007053042001644,Correct! صحیح است,1,0.1905227500028559,None,0,3,54.01071850000153,54.021548250002525,56.03253412500271,56.00932029199976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-16-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,3,3,75,,,,,,,,,,,,,56.03253412500271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.00949275000312,56.03253412500271,56.03253412500271,56.03253412500271,56.03253412500271,56.04244383333619,56.03253412500271,56.03253412500271,56.20901962500284,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,1,0.1686957909987541,None,0,4,56.21302729200033,56.22444991700104,58.233655667001585,58.21049270900039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-15-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,4,4,34,,,,,,,,,,,,,58.233655667001585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.210648375003075,58.233655667001585,58.233655667001585,58.233655667001585,58.233655667001585,58.24349820833643,58.233655667001585,58.233655667001585,58.2342601670025,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,1,2.1629249159996107,None,0,5,58.23451904200192,58.24387404200024,60.250987542000075,60.22764229200038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564665,001,2024-06-30_19h06.46.067,5-24,2024.1.4,None,2024-06-30 19h06.51.545495 +0900,
