SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingloopGroup1.thisRepN,repeated_TrainingloopGroup1.thisTrialN,repeated_TrainingloopGroup1.thisN,repeated_TrainingloopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,CheckAccuracy1.started,accuracy_group1,proceed_to_test,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.012460959000236471,0.01278512499993667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
,,,,,,,,,,,,,,,,,,,0.012803958999938914,0.017475041999205132,0.017475041999205132,4.976459041999988,2,4.915370790999077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.976482916999885,5.032741291999628,9.975625584000227,9.985675416666952,9.975625584000227,10.029323458998988,14.985391041666178,19.97106362500017,19.97106362500017,19.978763249999247,19.987730291666836,19.978763249999247,24.987111625665662,29.97389229199871,29.97389229199871,29.97389229199871,29.980048625666555,29.97389229199871,34.98196241666689,39.978994916999,39.978994916999,39.978994916999,39.986904000665405,39.978994916999,44.97967879166596,49.96617754199906,49.96617754199906,49.96197249999932,,,,,,,,,,,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.961989666999216,49.96617754199906,140.61433208400013,50.95042008400014,,,,,,,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9504320420001,50.95059741699879,,,,,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-14-Per.wav,Speaker3,گوینده۳,0,0,0,53,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00217754199912,0.0,False,51.00248933399962,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-4-Per.wav,Speaker2,گوینده۲,0,1,1,23,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.02068079200035,0.0,False,51.02089066699955,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,0,2,2,21,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.03868716699981,0.0,False,51.03890141699958,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-6-Per.wav,Speaker4,گوینده۴,0,3,3,65,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.05624433399862,0.0,False,51.05645212499985,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-18-Per.wav,Speaker1,گوینده ۱,0,4,4,17,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07238004200008,0.0,False,51.07257533399934,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-12-Per.wav,Speaker1,گوینده ۱,0,5,5,11,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.08842391699909,0.0,False,51.088617708999664,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-17-Per.wav,Speaker3,گوینده۳,0,6,6,56,,,,,140.61433208400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.10442654199869,0.0,False,51.10466237499895,714310,001,2024-07-03_12h49.26.059,5-all in one,2024.1.4,None,2024-07-03 12h49.30.744351 +0900,
