SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrialNumber,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,SessionNumberText.stopped,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.008999124998808838,0.009278207999159349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,,,,,0.009294916999351699,0.014434458000323502,0.014434458000323502,0.4004065829976753,1,0.35009029199864017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400440957997489,0.41042833299798076,0.0001712080011202488,0.41042833299798076,1.9282621669990476,[-0.018329938900203666],[-0.1670061099796334],[1],[0],[0],[1.5270152500015683],['checkbox'],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9284014999975625,1.9699962079976103,6.929235791998508,6.940020041664199,6.929235791998508,6.960510417000478,14.919537666999531,14.919537666999531,14.919537666999531,14.92995966666446,14.919537666999531,22.91942854199806,22.91942854199806,22.91942854199806,22.93172754166541,22.91942854199806,30.911788124998566,30.911788124998566,30.92202449999968,30.92845479166523,30.92202449999968,38.91107874999943,38.91107874999943,38.90738762500041,,,,,,,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.90745341699949,38.92410570799984,39.99130137499742,39.90698041699943,,,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.90699695799776,39.90714204200049,,,,,,,,,,,,,,,,,,,,,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-11-Per.wav,Speaker3,گوینده۳,51,0,0,0,53,0,0,0,50,39.99130137499742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.960519832999125,39.99130137499742,39.99130137499742,39.99130137499742,39.99130137499742,39.990067416333964,39.99130137499742,39.99130137499742,39.99130137499742,41.9866889579971,46.752261999998154,نادرست! پاسخ صحیح گوینده۳ است,0,1,1,6.757458082996891,None,46.7528094579975,46.771311999997124,48.75676312499854,,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-8-Per.wav,Speaker4,گوینده۴,68,0,0,0,53,0,1,1,67,48.7806355419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75695066700064,48.7806355419998,48.7806355419998,48.7806355419998,48.7806355419998,48.7900622913335,48.7806355419998,48.7806355419998,48.7806355419998,50.77783108299991,51.13678504199925,نادرست! پاسخ صحیح گوینده۴ است,0,2,1,2.351890583002387,None,51.14081845799956,51.15220854200015,53.1355344170006,53.16040966699802,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,22,0,0,0,53,0,2,2,21,53.16040966699802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.135734332998254,53.16040966699802,53.16040966699802,53.16040966699802,53.16040966699802,53.16866395833179,53.16040966699802,53.16040966699802,53.16040966699802,55.15558329199848,64.24335220799912,نادرست! پاسخ صحیح گوینده۲ است,0,3,1,11.07406416700178,None,64.24364620800043,64.25524658299764,66.24140429199906,66.2650952499971,837231,001,2024-07-31_15h00.32.619,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h00.37.265622 +0900,
,,,,,,,,,,,,,,,,66.2650952499971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.24162033299945,66.2650952499971,66.2650952499971,66.2650952499971,66.2650952499971,66.25784937466621,66.2650952499971,66.2650952499971,66.2650952499971,,,,,,,,,,,,,,,,,,,,
