SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008267457997135352,0.008573957995395176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
,,,,,,,,,,,,,,,,,,,0.008587790995079558,0.012959665997186676,0.012959665997186676,1.1227842909938772,1,1.0717819170022267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.122818665993691,1.1324139579955954,0.00018754199845716357,1.1324139579955954,1.5328357909966144,[-0.13441955193482688],[0.2708757637474542],[1],[0],[0],[0.4093161670025438],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5330242909985827,1.5715529579974827,6.521659874997567,6.5321241666645316,6.521659874997567,6.5603014579974115,14.521131333000085,14.521131333000085,14.521131333000085,14.532868249665869,14.521131333000085,22.509900749995722,22.509900749995722,22.529513499997847,22.541497791662792,22.529513499997847,30.521693749993574,30.521693749993574,30.521693749993574,30.53268320766462,30.521693749993574,38.5200205000001,38.5200205000001,38.51589658299781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.515933874994516,38.5200205000001,39.58540729099332,39.50356866599759,,,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.503583790996345,39.50375279099535,,,,,,,,,,,,,,,,,,,,,,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,0,0,61,0,0,0,32,39.58540729099332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.55517995799892,39.58540729099332,39.58540729099332,39.58540729099332,39.58540729099332,39.58664887433164,39.58540729099332,39.58540729099332,39.58540729099332,41.6420374159934,نادرست! پاسخ صحیح گوینده۲ است,0,1,1,2.054434042001958,None,41.64634145799937,41.66471279099642,43.659717915994406,43.65973195799597,43.65991420799401,,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-8-Per.wav,Speaker1,گوینده ۱,0,0,0,61,0,1,1,7,43.686589332995936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.660137790997396,43.686589332995936,43.686589332995936,43.686589332995936,43.686589332995936,43.69301849933302,43.686589332995936,43.686589332995936,43.686589332995936,43.944292624997615,صحیح است,1,2,1,0.25409112500346964,None,43.9483628329981,43.95937749999575,45.94338979099848,45.94340249999368,45.94355154099321,45.96962208299374,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-6-Per.wav,Speaker1,گوینده ۱,0,0,0,61,0,2,2,5,45.96962208299374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9437484999944,45.96962208299374,45.96962208299374,45.96962208299374,45.96962208299374,45.97653591632891,45.96962208299374,45.96962208299374,45.96962208299374,45.97604333299387,صحیح است,2,3,1,0.00543945800018264,None,45.980165624998335,45.98990887499531,47.975584583000455,47.9755989579935,47.975788249998004,48.00041433299339,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-1-Per.wav,Speaker1,گوینده ۱,0,0,0,61,0,3,3,0,48.00041433299339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.976003832998686,48.00041433299339,48.00041433299339,48.00041433299339,48.00041433299339,48.008635958329734,48.00041433299339,48.00041433299339,48.00041433299339,48.264906290998624,صحیح است,3,4,1,0.2566745410003932,None,48.268668957993214,48.27955629099597,50.26743387500028,50.26744470799895,50.26796104099776,50.29458212499594,537170,001,2024-08-02_14h54.53.565,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h54.57.621361 +0900,
