thisRow.t,notes,Initialize.started,Initialize.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,RoutingRoutine.started,RoutingRoutine.stopped,Introduction.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01245612499769777,0.012846875004470348,,,,,,,,,,,,836058,001,2024-06-22_17h37.01.341,5-10,2024.1.4,None,2024-06-22 17h37.06.780832 +0900,
,,,,0.01286400000390131,0.019353042007423937,0.019353042007423937,0.5351053750055144,1,0.4789437080034986,None,,,,,836058,001,2024-06-22_17h37.01.341,5-10,2024.1.4,None,2024-06-22 17h37.06.780832 +0900,
,,,,,,,,,,,0.5351420840015635,0.5354035420023138,,,836058,001,2024-06-22_17h37.01.341,5-10,2024.1.4,None,2024-06-22 17h37.06.780832 +0900,
,,,,,,,,,,,,,0.5354125419980846,0.6021260420093313,,,,,,,,
