SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,FeedbackText.stopped,break_message.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-9-Per.wav,Speaker1,گوینده ۱,0,0,0,74,0,4,4,8,51.78201887499745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7550796659998,51.78201887499745,51.78201887499745,51.78201887499745,51.78201887499745,51.78796716633272,51.78201887499745,51.78201887499745,51.78201887499745,51.87728975000209,صحیح است,2,5,1,0.08754879199841525,None,51.881518832997244,51.891993541001284,53.87648425000225,53.876515582996944,53.8765716659982,53.90395787500165,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,5,5,29,53.90395787500165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.87710954099748,53.90395787500165,53.90395787500165,53.90395787500165,53.90395787500165,53.908934458334016,53.90395787500165,53.90395787500165,53.90395787500165,54.247105166003166,نادرست! پاسخ صحیح گوینده۲ است,2,6,1,0.3383655829966301,None,54.25092270800087,54.26142295799946,56.24589970800298,56.245908791002876,56.24592866600142,56.27145133299928,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-18-Per.wav,Speaker1,گوینده ۱,0,0,0,74,0,6,6,17,56.27145133299928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2461233330032,56.27145133299928,56.27145133299928,56.27145133299928,56.27145133299928,56.279034749336034,56.27145133299928,56.27145133299928,56.27145133299928,56.50398566600052,صحیح است,3,7,1,0.22399316600058228,None,56.50810462499794,56.518085124997015,58.50933433300088,58.509369958002935,58.50943245799863,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-15-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,7,7,54,58.538358290999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.51008704100241,58.538358290999895,58.538358290999895,58.538358290999895,58.538358290999895,58.54248508333015,58.538358290999895,58.538358290999895,58.538358290999895,58.649926165999204,نادرست! پاسخ صحیح گوینده۳ است,3,8,1,0.10709804199723294,None,58.65389820800192,58.66521766599908,60.6539058749986,60.65391508299945,60.65393425000366,60.67945129099826,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,0,0,74,0,8,8,71,60.67945129099826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.65410129100201,60.67945129099826,60.67945129099826,60.67945129099826,60.67945129099826,60.68701679133713,60.67945129099826,60.67945129099826,60.67945129099826,60.73495879099937,نادرست! پاسخ صحیح گوینده۴ است,3,9,1,0.05331862499588169,None,60.73875362500257,60.74998575000063,62.73946420800348,62.7394767079968,62.739496125002916,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-14-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,9,9,33,62.76500020799722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.73965862500336,62.76500020799722,62.76500020799722,62.76500020799722,62.76500020799722,62.7727572083318,62.76500020799722,62.76500020799722,62.76500020799722,63.15547499999957,نادرست! پاسخ صحیح گوینده۲ است,3,10,1,0.38961495900002774,None,63.15941937499883,63.17061920800188,65.15976462500112,65.15979408300336,65.15985208300117,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-3-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,10,10,22,65.18636700000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.16057549999823,65.18636700000206,65.18636700000206,65.18636700000206,65.18636700000206,65.19290399933428,65.18636700000206,65.18636700000206,65.18636700000206,65.46853533299873,نادرست! پاسخ صحیح گوینده۲ است,3,11,1,0.2769791669998085,None,65.47255720799876,65.48335487500299,67.47069624999858,67.4707183749997,67.47078299999703,67.4964239999972,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-16-Per.wav,Speaker4,گوینده۴,0,0,0,74,0,11,11,75,67.4964239999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47163691600144,67.4964239999972,67.4964239999972,67.4964239999972,67.4964239999972,67.50325895833569,67.4964239999972,67.4964239999972,67.4964239999972,67.6891695000013,نادرست! پاسخ صحیح گوینده۴ است,3,12,1,0.19184662500629202,None,67.69348462500056,67.70454733299994,69.68729083299695,69.6873000830019,69.68732041600015,69.71340249999776,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-19-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,12,12,58,69.71340249999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.68749687499803,69.71340249999776,69.71340249999776,69.71340249999776,69.71340249999776,69.72042104133337,69.71340249999776,69.71340249999776,69.71340249999776,70.15964354100288,نادرست! پاسخ صحیح گوینده۳ است,3,13,1,0.4442758750010398,None,70.16382020799938,70.17508749999979,72.15886937500181,72.15887741599727,72.15889454100397,72.18307225000171,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-3-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,13,13,42,72.18307225000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15908137500082,72.18307225000171,72.18307225000171,72.18307225000171,72.18307225000171,72.19200179133671,72.18307225000171,72.18307225000171,72.18307225000171,72.34312845800014,نادرست! پاسخ صحیح گوینده۳ است,3,14,1,0.15255637500376906,None,72.34694754100201,72.35599774999719,74.34301275000325,74.34305745799793,74.34312050000153,74.37074725000275,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-2-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,14,14,41,74.37074725000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.34417920799751,74.37074725000275,74.37074725000275,74.37074725000275,74.37074725000275,74.37540758333537,74.37074725000275,74.37074725000275,74.37074725000275,74.73907783300092,نادرست! پاسخ صحیح گوینده۳ است,3,15,1,0.36667854199913563,None,74.7429235410018,74.75402162499813,76.74321404100192,76.74324466600228,76.74329970800318,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,0,0,74,0,15,15,1,76.77080512500106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.74398983299761,76.77080512500106,76.77080512500106,76.77080512500106,76.77080512500106,76.77634716633523,76.77080512500106,76.77080512500106,76.77080512500106,76.97235141599958,صحیح است,4,16,1,0.19909845800430048,None,76.97635679099767,76.9870006659985,78.97098558300058,78.97099529099796,78.97101416600344,78.996107166,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-5-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,16,16,24,78.996107166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97121087500273,78.996107166,78.996107166,78.996107166,78.996107166,79.00411062433025,78.996107166,78.996107166,78.996107166,79.05725991600048,نادرست! پاسخ صحیح گوینده۲ است,4,17,1,0.06017729100130964,None,79.0610211250023,79.07208874999924,81.05562254100369,81.05563175000134,81.05565104100242,81.07956829100294,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-9-Per.wav,Speaker4,گوینده۴,0,0,0,74,0,17,17,68,81.07956829100294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05582237499766,81.07956829100294,81.07956829100294,81.07956829100294,81.07956829100294,81.088722916335,81.07956829100294,81.07956829100294,81.07956829100294,81.20888820799883,نادرست! پاسخ صحیح گوینده۴ است,4,18,1,0.12847304200113285,None,81.21258841599774,81.22359929099912,83.21715016599774,83.21717808300309,83.217247665998,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,0,0,0,74,0,18,18,61,83.24567291600397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.21781779100274,83.24567291600397,83.24567291600397,83.24567291600397,83.24567291600397,83.25035199933384,83.24567291600397,83.24567291600397,83.24567291600397,83.49390575000143,نادرست! پاسخ صحیح گوینده۴ است,4,19,1,0.2446341660033795,None,83.49792204100231,83.50894162499753,85.5009280000013,85.50093612499768,85.50095520800096,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-11-Per.wav,Speaker4,گوینده۴,0,0,0,74,0,19,19,70,85.5255163749971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.50110433300142,85.5255163749971,85.5255163749971,85.5255163749971,85.5255163749971,85.53422533333699,85.5255163749971,85.5255163749971,85.5255163749971,85.61120908299927,نادرست! پاسخ صحیح گوینده۴ است,4,20,1,0.0760752499991213,None,85.61545108300197,85.62611104099778,87.61601858300128,87.61605237500044,87.6161260000008,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-11-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,20,20,30,87.64430137500312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61672558300052,87.64430137500312,87.64430137500312,87.64430137500312,87.64430137500312,87.64918329133118,87.64430137500312,87.64430137500312,87.64430137500312,87.84239537500252,نادرست! پاسخ صحیح گوینده۲ است,4,21,1,0.19670333300018683,None,87.84640883300017,87.85777049999888,89.84482783300336,89.84485229100392,89.84491437500401,89.87366299999849,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-17-Per.wav,Speaker2,گوینده۲,0,0,0,74,0,21,21,36,89.87366299999849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.84575554099865,89.87366299999849,89.87366299999849,89.87366299999849,89.87366299999849,89.87726079133475,89.87366299999849,89.87366299999849,89.87366299999849,90.10905191599886,نادرست! پاسخ صحیح گوینده۲ است,4,22,1,0.23011583300103666,None,90.11294158300007,90.12383062500157,92.10891608300153,92.10892491599952,92.10894312500022,92.132638957999,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-17-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,22,22,56,92.132638957999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.10913545799849,92.132638957999,92.132638957999,92.132638957999,92.132638957999,92.14202004133452,92.132638957999,92.132638957999,92.132638957999,92.38081120800052,نادرست! پاسخ صحیح گوینده۳ است,4,23,1,0.2455329169970355,None,92.38455258300382,92.39620395800011,94.38515387500229,94.38520137500018,94.38527162500395,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-5-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,23,23,44,94.41365191600198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.38590600000316,94.41365191600198,94.41365191600198,94.41365191600198,94.41365191600198,94.4183167913366,94.41365191600198,94.41365191600198,94.41365191600198,94.54857525000261,نادرست! پاسخ صحیح گوینده۳ است,4,24,1,0.13373529199452605,None,94.55266445800225,94.56362245800119,96.55265900000086,96.55268629099737,96.55274449999706,96.58066345800034,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-8-Per.wav,Speaker3,گوینده۳,0,0,0,74,0,24,24,47,96.58066345800034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55333391600288,96.58066345800034,96.58066345800034,96.58066345800034,96.58066345800034,96.58508883333027,96.58066345800034,96.58066345800034,96.58066345800034,97.05551295800251,نادرست! پاسخ صحیح گوینده۳ است,4,25,1,0.466013125005702,None,97.05956245800189,97.06802220799727,99.05325283300044,99.05326216600224,99.05328445800114,99.07789062499796,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,0,0,74,0,25,25,13,99.07789062499796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05345133299852,99.07789062499796,99.07789062499796,99.07789062499796,99.07789062499796,99.08635574933626,99.07789062499796,99.07789062499796,99.07789062499796,99.1719200410007,صحیح است,5,26,1,0.0930936250006198,None,99.1757851250004,99.1856897079997,101.1711544159989,101.17116366600385,101.17118262500298,101.1963915410015,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-15-Per.wav,Speaker1,گوینده ۱,0,0,0,74,0,26,26,14,101.1963915410015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.17137874999753,101.1963915410015,101.1963915410015,101.1963915410015,101.1963915410015,101.20424624933415,101.1963915410015,101.1963915410015,101.1963915410015,101.47268695799721,صحیح است,6,27,1,0.2713446659981855,None,101.47678508300305,101.48716566600342,103.47810612500325,103.47811770800035,103.47813745799795,,,739407,001,2024-08-02_15h21.28.142,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 15h21.32.579466 +0900,
