TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image_7.started,sound_9.started,text_5.started,image.stopped,text_4.stopped,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.010370290999844656,0.01387070800001311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807596,001,2024-07-01_15h27.18.792,5-26,2024.1.4,None,2024-07-01 15h27.24.233467 +0900,
,,,,,,,,,,,,0.013894124999978885,0.02683654099996602,0.02683654099996602,1.2144322499998452,3,1.1497148329999618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807596,001,2024-07-01_15h27.18.792,5-26,2024.1.4,None,2024-07-01 15h27.24.233467 +0900,
,,,,,,,,,,,,,,,,,,,1.2144625409998753,1.2809983749998537,6.221256249999897,6.217491457666498,6.221256249999897,6.277869499999952,11.225270124666638,16.203489915999853,16.21411870766657,16.203489915999853,16.220741040999883,16.220741040999883,21.217552499666468,26.204896499999904,26.204896499999904,26.204896499999904,26.216604916666498,26.204896499999904,31.22467949966655,36.196022874999926,36.196022874999926,36.217139207999935,36.22548329166649,36.217139207999935,41.21427283266668,46.213548374999846,46.213548374999846,46.20831162499985,,,,,,,807596,001,2024-07-01_15h27.18.792,5-26,2024.1.4,None,2024-07-01 15h27.24.233467 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2083869999999,46.213548374999846,,47.209506749999946,,,807596,001,2024-07-01_15h27.18.792,5-26,2024.1.4,None,2024-07-01 15h27.24.233467 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.209545374999834,47.20988066599989,807596,001,2024-07-01_15h27.18.792,5-26,2024.1.4,None,2024-07-01 15h27.24.233467 +0900,
