SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,checkbox1.started,text_component.started,mouse1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.00945125000725966,0.00983141700271517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,,,,,0.009848707995843142,0.015598792000673711,0.015598792000673711,0.9565186249965336,1,0.9023258329980308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.9565504579950357,0.9691569169954164,0.00019874999998137355,0.9691569169954164,1.3975025830004597,[-0.11710794297352342],[0.26171079429735233],[1],[0],[0],[0.4403184160037199],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3976787080027862,1.4446987920091487,6.386161500005983,6.397009208671322,6.386161500005983,6.437875208008336,14.38436520799587,14.38436520799587,14.38436520799587,14.397626916663528,14.38436520799587,22.382303917009267,22.382303917009267,22.389527207997162,22.398970583675933,22.389527207997162,30.384940125004505,30.384940125004505,30.396728624997195,30.40160679167117,30.396728624997195,38.39355775000877,38.39355775000877,38.37985662500432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37988870800473,38.39952366700163,39.46877750000567,39.3840018750052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.38403491700592,39.38429337499838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,0,0,0,38,0,0,0,15,39.46877750000567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.43910466700618,39.46877750000567,39.46877750000567,39.46877750000567,39.46877750000567,39.46648525033864,39.46877750000567,39.46877750000567,39.46877750000567,41.15871662499558,صحیح است,1,1,1,1.6862137499992969,None,41.1630749580072,41.17910049999773,43.16385820800497,43.163867583003594,43.16398370800016,[],[],[],[],[],[],[],False,,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,0,0,0,38,0,1,1,49,43.19131045800168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.16475266699854,43.19131045800168,43.19131045800168,43.19131045800168,43.19131045800168,43.197145458333154,43.19131045800168,43.19131045800168,43.19131045800168,43.915995125003974,نادرست! پاسخ صحیح گوینده۳ است,1,2,1,0.7173975409968989,None,43.91993825000827,43.92947516699496,45.91421050000645,45.91421950000222,45.91431316699891,[],[],[],[],[],[],[],False,45.939321333004045,,,,,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,0,0,0,38,0,2,2,20,45.939321333004045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.914732833000016,45.939321333004045,45.939321333004045,45.939321333004045,45.939321333004045,45.94732412533679,45.939321333004045,45.939321333004045,45.939321333004045,46.232900957998936,نادرست! پاسخ صحیح گوینده۲ است,1,3,1,0.2867052910005441,None,46.23710766699514,46.24832145799883,48.23308312500012,48.23310754200793,54.677819125005044,[0.020366598778004074],[-0.21283095723014256],[1],[0],[0],[6.432753083005082],['checkbox'],True,48.24447795799642,48.24447795799642,48.24447795799642,48.24447795799642,0.007409958008793183,037958,001,2024-08-02_21h03.57.090,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h04.02.031128 +0900,
,,,,,,,,,,,,,,,54.7026487080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.67833820800297,54.7026487080002,54.7026487080002,54.7026487080002,54.7026487080002,54.70967037534186,54.7026487080002,54.7026487080002,54.7026487080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
