SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,correct_responses,total_trials,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.01198437498533167,0.01897287499741651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
,,,,,,,,,,,,,,,0.01899158299784176,0.024585832987213507,0.024585832987213507,3.3015017499856185,1,3.23779529199237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
,,,,,,,,,,,,,,,,,,,,,,3.3015299169928767,3.373824957991019,8.295922374993097,8.30310062467858,8.295922374993097,8.372120124986395,13.303137791667057,18.289517291996162,18.289517291996162,18.289517291996162,18.3011417496639,18.289517291996162,23.311837999677905,28.28658941699541,28.28658941699541,28.29146354200202,28.303256083662077,28.29146354200202,33.31231870866419,38.289438500010874,38.289438500010874,38.289438500010874,38.301702041677586,38.289438500010874,43.30220616667454,48.28027416698751,48.28027416698751,48.278165374998935,,,,,,,,,,,,,,,,,,,,,,,,,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27818662498612,48.30224799999269,49.32173083300586,49.2877972080023,,,,,,,,,,,,,,,,,,,,,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.287828750006156,49.28808287499123,,,,,,,,,,,,,,,,,,,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
None,None,None,None,None,None,None,0,0,0,19,49.32173083300586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.30761337498552,49.32173083300586,49.32173083300586,49.32173083300586,49.32173083300586,49.3203014163378,49.32173083300586,49.32173083300586,53.600806292000925,Incorrect! The correct answer is None. نادرست! پاسخ صحیح None است,1,4.2763177909946535,None,0,0,53.60488912501023,53.62459837499773,55.61819504198502,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-3-Per.wav,Speaker1,گوینده ۱,0,1,1,2,55.64376320800511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.61836679201224,55.64376320800511,55.64376320800511,55.64376320800511,55.64376320800511,55.651498083324014,55.64376320800511,55.64376320800511,61.02767025001231,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,5.382609958003741,None,0,0,61.02793341700453,61.04114195800503,63.023793917003786,63.035601499985205,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
None,None,None,None,None,None,None,0,2,2,74,63.035601499985205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.02395233299467,63.035601499985205,63.035601499985205,63.035601499985205,63.035601499985205,63.04019820865166,63.035601499985205,63.035601499985205,63.81862433301285,Incorrect! The correct answer is None. نادرست! پاسخ صحیح None است,3,0.7810772079974413,None,0,0,63.822739625000395,63.83640699999523,65.82323412501137,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
None,None,None,None,None,None,None,0,3,3,68,65.83518608298618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.82340070800274,65.83518608298618,65.83518608298618,65.83518608298618,65.83518608298618,65.83984287467707,65.83518608298618,65.83518608298618,67.31016562500736,Incorrect! The correct answer is None. نادرست! پاسخ صحیح None است,3,1.4736034169909544,None,0,0,67.31433620798634,67.32734916699701,69.32248404200072,,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
None,None,None,None,None,None,None,0,4,4,22,69.33386691700434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.32267695799237,69.33386691700434,69.33386691700434,69.33386691700434,69.33386691700434,69.33911129166178,69.33386691700434,69.33386691700434,69.75103341700742,Incorrect! The correct answer is None. نادرست! پاسخ صحیح None است,3,0.4083738750196062,None,0,0,69.75501341698691,69.76541758299572,71.74869087498519,71.76055804200587,555449,001,2024-06-28_11h57.08.810,5-20,2024.1.4,None,2024-06-28 11h57.14.624146 +0900,
