TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,correct_responses,total_trials,FeedbackRoutine1.started,FeedbackText.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.01125466701341793,0.011611875001108274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257925,001,2024-06-27_10h25.39.467,5-20,2024.1.4,None,2024-06-27 10h25.44.635029 +0900,
,,,,,,,,,,,,,,,0.011628334003034979,0.016947166994214058,0.016947166994214058,1.3620060840039514,1,1.3100057500123512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257925,001,2024-06-27_10h25.39.467,5-20,2024.1.4,None,2024-06-27 10h25.44.635029 +0900,
,,,,,,,,,,,,,,,,,,,,,,1.3620351669960655,1.417078833997948,6.360770250001224,6.367231125685309,6.360770250001224,6.416244584019296,11.365867875665815,16.360265666997293,16.360265666997293,16.360265666997293,16.362614625661323,16.360265666997293,21.369415791680026,26.359672542021144,26.359672542021144,26.359672542021144,26.36104483367332,26.359672542021144,31.36619629167059,36.358471000014106,36.358471000014106,36.363380875001894,36.37513766668077,36.363380875001894,41.362264125669995,46.35758762501064,46.35758762501064,46.35238225001376,,,,,,,,,,,,,,,,,,,,,,,,257925,001,2024-06-27_10h25.39.467,5-20,2024.1.4,None,2024-06-27 10h25.44.635029 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35244666700601,46.35758762501064,51.406518167001195,51.350964167009806,,,,,,,,,,,,,,,,,,,,257925,001,2024-06-27_10h25.39.467,5-20,2024.1.4,None,2024-06-27 10h25.44.635029 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.351011584018124,51.35133425000822,,,,,,,,,,,,,,,,,,257925,001,2024-06-27_10h25.39.467,5-20,2024.1.4,None,2024-06-27 10h25.44.635029 +0900,
,,,,,,,,,,,51.406518167001195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.37618508399464,51.406518167001195,51.406518167001195,51.406518167001195,51.406518167001195,51.40007512499578,51.406518167001195,51.406518167001195,60.0082683750079,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,1,8.589453624997986,None,0,0,60.00868037500186,60.03090766700916,,,,,,,,
