thisRow.t,notes,routine_1.started,routine_1.stopped,GroupSelection.started,GroupInstructions.started,groupSelection.started,GroupInstructions.stopped,groupSelection.stopped,GroupSelection.stopped,groupSelection.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009977082998375408,0.010301791000529192,,,,,,,,,,,,,,293670,001,2024-06-23_11h11.33.756,5-10,2024.1.4,None,2024-06-23 11h11.39.768572 +0900,
,,,,0.01032449999183882,0.014591375002055429,0.014591375002055429,5.053946874992107,5.053946874992107,4.997868416001438,None,,,,,,,293670,001,2024-06-23_11h11.33.756,5-10,2024.1.4,None,2024-06-23 11h11.39.768572 +0900,
,,,,,,,,,,,4.997889457998099,5.053946874992107,10.008194875001209,10.017590791660284,10.008194875001209,10.051294666001922,,,,,,,,
