thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,Introduction.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009961666000890546,0.010301040994818322,,,,,,,,231722,001,2024-06-23_17h41.04.182,5-11,2024.1.4,None,2024-06-23 17h41.08.673684 +0900,
,,,,0.010311499994713813,0.014886665987432934,0.014886665987432934,5.010663957989891,None,,,231722,001,2024-06-23_17h41.04.182,5-11,2024.1.4,None,2024-06-23 17h41.08.673684 +0900,
,,,,,,,,,5.010725749991252,5.06635149999056,,,,,,,,
