SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackText.stopped,FeedbackRoutine1.stopped,Break.started,Break.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008763166995777283,0.009126624994678423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
,,,,,,,,,,,,,,,,,,,0.009142332994088065,0.014747832996363286,0.014747832996363286,0.7291484169982141,1,0.6796048330070334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.7291736249972018,0.740418374996807,0.00019433299894444644,0.740418374996807,1.4280599999983679,[-0.06415478615071284],[0.1670061099796334],[1],[0],[0],[0.6981907919980586],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4282104999947478,1.474027207994368,6.419350041993312,6.429715916663796,6.419350041993312,6.472875707993808,14.408708791997924,14.408708791997924,14.427562332995876,14.439677541664667,14.427562332995876,22.422470624995185,22.422470624995185,22.422470624995185,22.43593049966536,22.422470624995185,30.418579166995187,30.418579166995187,30.4231405419996,30.435245833661853,30.4231405419996,38.42111699999805,38.42111699999805,38.40706262499589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.40709999999672,38.4251812079965,39.49418783299916,39.41162508299749,,,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41163766699901,39.4117813749981,,,,,,,,,,,,,,,,,,,,,,,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,0,0,0,29,0,0,0,15,39.49418783299916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4641358749941,39.49418783299916,39.49418783299916,39.49418783299916,39.49418783299916,39.494674166327364,39.49418783299916,39.49418783299916,39.49418783299916,40.36865779199434,صحیح است,1,1,1,0.8724978750033188,None,40.37270437499683,40.38370874999964,42.39508624999871,42.36799066699314,42.36800320799375,42.36816704199737,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,0,0,29,0,1,1,12,42.39508624999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.36833949999709,42.39508624999871,42.39508624999871,42.39508624999871,42.39508624999871,42.401123625328665,42.39508624999871,42.39508624999871,42.39508624999871,42.82428224999603,صحیح است,2,2,1,0.4241680830018595,None,42.82841366699722,42.83974145799584,,44.83537212499505,44.835382457997184,44.83601924999675,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,0,0,29,0,2,2,6,44.864709832996596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.83620670799428,44.864709832996596,44.864709832996596,44.864709832996596,44.864709832996596,44.868668666328205,44.864709832996596,44.864709832996596,44.864709832996596,45.13698633299646,صحیح است,3,3,1,0.2701443330006441,None,45.140877541998634,45.15071887499653,,47.14736970800004,47.147379124995496,47.148005207993265,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,0,0,29,0,3,3,32,47.17625154199777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.14880304199323,47.17625154199777,47.17625154199777,47.17625154199777,47.17625154199777,47.18066508333189,47.17625154199777,47.17625154199777,47.17625154199777,47.444957499996235,نادرست! پاسخ صحیح گوینده۲ است,3,4,1,0.26767466599994805,None,47.4487424169929,47.46134799999709,49.47571412499383,49.44658158299717,49.446607957994274,49.44694174999313,350772,001,2024-08-02_14h47.46.374,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 14h47.52.821321 +0900,
