SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,CorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup2.started,image_11.started,SpeakerPicture2.started,image_5.started,image_6.started,Sound2.started,Instruction2.started,Response2.started,TrainingGroup2.stopped,feedbackText,Response2.keys,Response2.rt,Response2.duration,FeedbackRoutine2.started,FeedbackText2.started,FeedbackRoutine2.stopped,FeedbackText2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.010435999996843748,0.010763583006337285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
,,,,,,,,,,,,,,,,,,,0.010798500006785616,0.015202333001070656,0.015202333001070656,0.4936553330044262,2,0.43564395800058264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4936875410057837,0.5647339160059346,5.484620500006713,5.4948433326683395,5.484620500006713,5.559472458000528,10.495878082674851,15.479100166005082,15.479100166005082,15.486743665998802,15.49576683267175,15.486743665998802,20.49437708266875,25.4876087080047,25.4876087080047,25.4876087080047,25.497040332662678,25.4876087080047,30.49566487466315,35.47998020799423,35.47998020799423,35.48504516600224,35.4966468746609,35.48504516600224,40.49559720766071,45.484496416000184,45.484496416000184,45.47957004100317,,,,,,,,,,,,,,,,,,,,,,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.479641416008235,45.484496416000184,50.535598250004114,50.470172750006896,,,,,,,,,,,,,,,,,,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-3-Per.wav,Speaker1,گوینده ۱,,,,,0,0,0,2,50.535598250004114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.506985333006014,50.535598250004114,50.535598250004114,50.535598250004114,50.535598250004114,50.53660437466266,50.535598250004114,50.535598250004114,56.93331041600322,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,6.3846690409991425,None,56.93370016600238,56.9563752499962,58.93602562500746,,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,,,,,0,1,1,71,58.96368245800841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.93673587500234,58.96368245800841,58.96368245800841,58.96368245800841,58.96368245800841,58.96916724932865,58.96368245800841,58.96368245800841,63.510706290995586,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده۴ است,4,4.5351896670035785,None,63.51138837500184,63.52291408300516,65.50773724999453,65.53329887500149,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-11-Per.wav,Speaker3,گوینده۳,,,,,0,2,2,50,65.53329887500149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.50852120800118,65.53329887500149,65.53329887500149,65.53329887500149,65.53329887500149,65.54035291633821,65.53329887500149,65.53329887500149,72.71536400000332,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده۳ است,2,7.172030457993969,None,72.71557745800237,72.72638041600294,74.71037129100296,74.73358112499409,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-18-Per.wav,Speaker4,گوینده۴,,,,,0,3,3,77,74.73358112499409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.71080858299683,74.73358112499409,74.73358112499409,74.73358112499409,74.73358112499409,74.74351474933113,74.73358112499409,74.73358112499409,76.18188729100802,Correct! صحیح است,1,1.4372652500023833,None,76.1857986660034,76.19638066600601,78.18252429099812,78.20605533300841,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-6-Per.wav,Speaker1,گوینده ۱,,,,,0,4,4,5,78.20605533300841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.182669582995,78.20605533300841,78.20605533300841,78.20605533300841,78.20605533300841,78.2156203333366,78.20605533300841,78.20605533300841,79.64538549999997,Correct! صحیح است,1,1.4372905000054743,None,79.64920487500785,79.65546037499735,81.63855595799396,81.66330541600473,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-8-Per.wav,Speaker1,گوینده ۱,,,,,0,5,5,7,81.66330541600473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.63876316600363,81.66330541600473,81.66330541600473,81.66330541600473,81.66330541600473,81.67167674932764,81.66330541600473,81.66330541600473,84.54503879099502,Correct! صحیح است,1,2.8774612920096843,None,84.54893295800139,84.55512295800145,86.54265816599946,86.56968866600073,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,,,,,0,6,6,61,86.56968866600073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.54327358299633,86.56968866600073,86.56968866600073,86.56968866600073,86.56968866600073,86.5750824163338,86.56968866600073,86.56968866600073,90.26308225000685,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده۴ است,2,3.677507084008539,None,90.26711583300494,90.27822504099458,92.26572208300058,92.28905908300658,384197,001,2024-06-23_17h11.43.114,5-11,2024.1.4,None,2024-06-23 17h11.47.595814 +0900,
,,,,,,,,,,,,,,,92.28905908300658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.26588325000193,92.28905908300658,92.28905908300658,92.28905908300658,92.28905908300658,92.29876299933724,92.28905908300658,92.28905908300658,,,,,,,,,,,,,,,,,
