thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008812457999738399,0.009143041002971586,,,,582377,001,2024-07-18_17h16.37.155,5-32 ready-Group3 English Trained,2024.1.5,None,2024-07-18 17h16.49.341064 +0900,
,,,,0.009158916000160389,0.015572958000120707,0.015572958000120707,,,,,,,,
