SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,InitializeExperiment.started,InitializeExperiment.stopped,CheckAccuracy1.started,accuracy_group1,proceed_to_test_group1,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.010075707999931183,0.010386375000962289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
,,,,,,,,,,,,,,,,,,,0.010402457999589387,0.014750667000043904,0.014750667000043904,1.2844397500011837,2,1.2269415839982685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.284462874999008,1.3387849579994509,6.2796455419993435,6.289530416667064,6.2796455419993435,6.330925166999805,11.293841458668128,16.280592375002016,16.280592375002016,16.280592375002016,16.292293416667476,16.280592375002016,21.292899124666533,26.275999042001786,26.275999042001786,26.275999042001786,26.285404583668665,26.275999042001786,31.286326333666025,36.2610301249988,36.2610301249988,36.2840584580008,36.29352437466538,36.2840584580008,41.28626216666841,76.92256729200017,76.92256729200017,46.2686717079996,,,,,,,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26870812500056,46.268856292001146,,,,,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-3-Per.wav,Speaker4,گوینده۴,0,0,0,62,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.320277999999234,0.0,False,46.32059300000037,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-3-Per.wav,Speaker3,گوینده۳,0,1,1,42,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.33899224999914,0.0,False,46.3392144999998,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,0,2,2,21,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35701195799993,0.0,False,46.3572470830004,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-9-Per.wav,Speaker3,گوینده۳,0,3,3,48,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3743333329985,0.0,False,46.374557292001555,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-5-Per.wav,Speaker3,گوینده۳,0,4,4,44,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39068704199963,0.0,False,46.390845875001105,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,0,5,5,59,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.40682050000032,0.0,False,46.40701091699884,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-12-Per.wav,Speaker1,گوینده ۱,0,6,6,11,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.423070291999466,0.0,False,46.423247582999466,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-18-Per.wav,Speaker1,گوینده ۱,0,7,7,17,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43973358299991,0.0,False,46.439899583001534,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-13-Per.wav,Speaker4,گوینده۴,0,8,8,72,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45589191700128,0.0,False,46.45611899999858,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-1-Per.wav,Speaker1,گوینده ۱,0,9,9,0,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47206862500025,0.0,False,46.47224512500179,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,10,10,38,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.48818920800113,0.0,False,46.488350292001996,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,0,11,11,61,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.50488020800185,0.0,False,46.50506395800039,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-7-Per.wav,Speaker2,گوینده۲,0,12,12,26,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.52100312499897,0.0,False,46.5211491250011,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,13,13,6,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.53705637500025,0.0,False,46.537242958002025,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-16-Per.wav,Speaker3,گوینده۳,0,14,14,55,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.55314341700068,0.0,False,46.55331020800077,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-11-Per.wav,Speaker2,گوینده۲,0,15,15,30,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56983791699895,0.0,False,46.57004524999866,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-5-Per.wav,Speaker1,گوینده ۱,0,16,16,4,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.58594516700032,0.0,False,46.586174083000515,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,17,17,32,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.60232087500117,0.0,False,46.60249141700115,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-14-Per.wav,Speaker2,گوینده۲,0,18,18,33,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.618429166999704,0.0,False,46.61859991700112,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-5-Per.wav,Speaker2,گوینده۲,0,19,19,24,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63499708300151,0.0,False,46.6351669579999,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-8-Per.wav,Speaker4,گوینده۴,0,20,20,67,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6510899169989,0.0,False,46.651276208001946,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-4-Per.wav,Speaker3,گوینده۳,0,21,21,43,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66714916699857,0.0,False,46.66731350000191,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,0,22,22,29,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68322400000034,0.0,False,46.6833840420004,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,0,23,23,15,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.69984483300141,0.0,False,46.70002837499851,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-12-Per.wav,Speaker3,گوینده۳,0,24,24,51,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.71588508300192,0.0,False,46.71606608300135,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-11-Per.wav,Speaker4,گوینده۴,0,25,25,70,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.731960624998464,0.0,False,46.73213525000028,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-10-Per.wav,Speaker1,گوینده ۱,0,26,26,9,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7479602079984,0.0,False,46.7481827920019,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-14-Per.wav,Speaker3,گوینده۳,0,27,27,53,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.764696833000926,0.0,False,46.76484137499938,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-4-Per.wav,Speaker4,گوینده۴,0,28,28,63,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78040954199969,0.0,False,46.780589417001465,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-9-Per.wav,Speaker2,گوینده۲,0,29,29,28,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79651599999852,0.0,False,46.79666645800171,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,30,30,1,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.81240633299967,0.0,False,46.81255370800136,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-6-Per.wav,Speaker2,گوینده۲,0,31,31,25,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82899841700055,0.0,False,46.829141624999465,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,0,32,32,34,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.844893958001194,0.0,False,46.845051874999626,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,33,33,52,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86102462499912,0.0,False,46.86120783300066,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-7-Per.wav,Speaker4,گوینده۴,0,34,34,66,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87712016699879,0.0,False,46.87730350000129,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-11-Per.wav,Speaker1,گوینده ۱,0,35,35,10,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.893713583001954,0.0,False,46.893878167000366,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,0,36,36,49,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.909756500001095,0.0,False,46.909920082998724,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-9-Per.wav,Speaker4,گوینده۴,0,37,37,68,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.925762541999575,0.0,False,46.925936667001224,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-16-Per.wav,Speaker4,گوینده۴,0,38,38,75,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.94185633300003,0.0,False,46.94201712499853,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-15-Per.wav,Speaker4,گوینده۴,0,39,39,74,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95862074999968,0.0,False,46.95883466699888,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,0,40,40,20,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.97468916700018,0.0,False,46.97489987500012,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-20-Per.wav,Speaker4,گوینده۴,0,41,41,79,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99076695799886,0.0,False,46.990947333000804,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,42,42,3,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00688345800154,0.0,False,47.007052583001496,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-17-Per.wav,Speaker4,گوینده۴,0,43,43,76,,,,,76.92256729200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02351591700062,0.0,False,47.02367404200049,293960,001,2024-07-02_08h56.26.691,5-29,2024.1.4,None,2024-07-02 08h56.31.879488 +0900,
