SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,text_component.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.00935083300282713,0.009705916003440507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,,,,,0.009731208003358915,0.013998166003148071,0.013998166003148071,1.0529912500060163,1,1.0063108750036918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.05301750000217,1.0617495830083499,0.00014099999680183828,1.0617495830083499,1.519503125004121,[-0.12016293279022404],[0.2515274949083503],[1],[0],[0],[0.46575750000192784],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5196535830036737,1.5604600829974515,6.510347750008805,6.518713957663082,6.510347750008805,6.561050874995999,14.498133875007625,14.498133875007625,14.519351208000444,14.528439791673252,14.519351208000444,22.507513332995586,22.507513332995586,22.507513332995586,22.518697207666506,22.507513332995586,30.500432790999184,30.500432790999184,30.5205820830015,30.529616082673115,30.5205820830015,38.50934404099826,38.50934404099826,38.50402195799688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.504127499996684,38.50934404099826,39.58020004100399,39.4970981660008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.497115791004035,39.49728437500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-8-Per.wav,Speaker3,گوینده۳,0,0,0,73,0,0,0,47,39.58020004100399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.54918825000641,39.58020004100399,39.58020004100399,39.58020004100399,39.58020004100399,39.58018449933055,39.58020004100399,39.58020004100399,39.58020004100399,40.90044716600096,نادرست! پاسخ صحیح گوینده۳ است,0,1,1,1.3163970000023255,None,40.904488957996364,40.92269012500765,42.9066168749996,42.90662654100743,42.9067360409972,[],[],[],[],[],[],[],False,,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-5-Per.wav,Speaker4,گوینده۴,0,0,0,73,0,1,1,64,42.93510195800627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.90752112500195,42.93510195800627,42.93510195800627,42.93510195800627,42.93510195800627,42.939911958332715,42.93510195800627,42.93510195800627,42.93510195800627,43.156549874998746,نادرست! پاسخ صحیح گوینده۴ است,0,2,1,0.21871116699185222,None,43.16047591599636,43.170812500000466,45.15726170799462,45.157271874995786,45.15738083299948,[],[],[],[],[],[],[],False,45.18562070799817,,,,,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-11-Per.wav,Speaker2,گوینده۲,0,0,0,73,0,2,2,30,45.18562070799817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15782725000463,45.18562070799817,45.18562070799817,45.18562070799817,45.18562070799817,45.1903445833382,45.18562070799817,45.18562070799817,45.18562070799817,45.361280708006234,نادرست! پاسخ صحیح گوینده۲ است,0,3,1,0.17364916700171307,None,45.365307375002885,45.37576641600754,47.36546924999857,47.36547766599688,57.373374125003465,[],[],[],[],[],[],[],False,47.37575116600783,47.37575116600783,0.0002854589984053746,47.37575116600783,47.37575116600783,153951,001,2024-08-02_21h05.48.162,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 21h05.52.949882 +0900,
,,,,,,,,,,,,,,,57.39888341599726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3738457080035,57.39888341599726,57.39888341599726,57.39888341599726,57.39888341599726,57.40379970832922,57.39888341599726,57.39888341599726,57.39888341599726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
