thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupInstructions.stopped,key_resp.stopped,GroupSelection.stopped,key_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009713625000586035,0.01007700000081968,,,,,,,,,,,,,,592681,001,2024-07-03_14h29.08.768,5-32 ready-Group3 English Trained,2024.1.4,None,2024-07-03 14h29.13.617074 +0900,
,,,,0.010098124999785796,0.014775083000131417,0.014775083000131417,5.055936708000445,5.055936708000445,4.998624333000407,None,,,,,,,592681,001,2024-07-03_14h29.08.768,5-32 ready-Group3 English Trained,2024.1.4,None,2024-07-03 14h29.13.617074 +0900,
,,,,,,,,,,,4.998645207999289,5.055936708000445,10.002599833000204,10.012608957666332,10.002599833000204,10.053663165999751,,,,,,,,
