thisRow.t,notes,InitializeCounters.started,InitializeCounters.stopped,GroupSelection.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012363000001641922,0.012800958007574081,,008664,001,2024-06-23_11h51.30.141,5-10,2024.1.4,None,2024-06-23 11h51.34.974214 +0900,
,,,,0.012832583000999875,,,,,,,,
