repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,text1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.009240208004484884,0.009547125002427492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,,,,,0.009566458000335842,0.014199916004145052,0.014199916004145052,1.1449966250002035,1,1.0917605409995303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.1450293750021956,1.1553477500056033,0.00017358300101477653,1.1553477500056033,1.614754083006119,[-0.11608961303462322],[0.26476578411405294],[1],[0],[0],[0.46902795899950434],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.614909333002288,1.6547942500037607,6.615949333005119,6.622897707671897,6.615949333005119,6.6549866660061525,14.611976874999527,14.611976874999527,14.611976874999527,14.615661416672326,14.611976874999527,22.612190874999214,22.612190874999214,22.612190874999214,22.622461582668862,22.612190874999214,30.600577249999333,30.600577249999333,30.613139916000364,30.617243916666,30.613139916000364,38.61017595800513,38.61017595800513,38.6061527080019,,,,,,,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.60618141600571,38.61017595800513,39.677558000003046,39.59641270800057,,,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.59645341600117,39.596772625001904,,,,,,,,,,,,,,,,,,,,,,897353,001,2024-08-01_16h03.20.152,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 16h03.24.830072 +0900,
,,,,,,,,,,,,,,,39.677558000003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64972708300047,39.677558000003046,39.677558000003046,39.677558000003046,39.677558000003046,39.678820249338365,39.677558000003046,39.677558000003046,39.677558000003046,39.9880164999995,صحیح است,1,1,1,0.30744691700238036,None,39.99215145800554,40.00860412500333,42.00342370800354,42.00343279100343,42.00721862500359,,,,,,,,
