thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00986787500733044,0.010204374993918464,,,,,,,,665456,001,2024-06-23_14h01.16.126,5-11,2024.1.4,None,2024-06-23 14h01.20.953011 +0900,
,,,,0.010224750003544614,0.014407915994524956,0.014407915994524956,0.642531332996441,3,0.593410750007024,None,,,,,,,,
