SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,repeated_TrainingLoopGroup2.thisRepN,repeated_TrainingLoopGroup2.thisTrialN,repeated_TrainingLoopGroup2.thisN,repeated_TrainingLoopGroup2.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,testPhase2Loop.thisRepN,testPhase2Loop.thisTrialN,testPhase2Loop.thisN,testPhase2Loop.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup2.started,image_11.started,SpeakerPicture2.started,image_5.started,image_6.started,Sound2.started,Instruction2.started,Response2.started,TrainingGroup2.stopped,feedbackText,correct_responses_group2,total_trials_group2,Response2.keys,Response2.rt,Response2.duration,FeedbackRoutine2.started,FeedbackText2.started,FeedbackRoutine2.stopped,FeedbackText2.stopped,CheckAccuracy2.started,accuracy_group2,proceed_to_test,CheckAccuracy2.stopped,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase2.started,test2_image1.started,test2_image2.started,test2_image3.started,test2_image4.started,test2_sound.started,text_8.started,test2_response_keyboard.started,TestPhase2.stopped,test2_response_keyboard.keys,test2_response_keyboard.rt,test2_response_keyboard.duration,test2_response,test2_image_file1,test2_image_file2,test2_image_file3,test2_image_file4,test2_sound_file,english_correct_answer,persian_correct_answer,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010107041998708155,0.010438375000376254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010455625000759028,0.0147685419942718,0.0147685419942718,0.4616657500009751,2,0.4127630829971167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4616993339950568,0.5134245000008377,5.458990791994438,5.461922333666977,5.458990791994438,5.5049080419994425,10.469784708661125,15.454331583998282,15.454331583998282,15.454331583998282,15.467346833666186,15.454331583998282,20.462386250667137,25.445755291999376,25.445755291999376,25.46079870899848,25.46242195866604,25.46079870899848,30.463223000664826,35.459910124998714,35.459910124998714,35.459910124998714,35.462432500662786,35.459910124998714,40.46801208366766,45.451895250000234,45.451895250000234,45.445710125000915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.44577904199832,45.451895250000234,46.521448874998896,46.44262691699987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.44264129200019,46.44281720899744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-10-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,4,0,0,0,69,,,,,46.521448874998896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.49532383399492,46.521448874998896,46.521448874998896,46.521448874998896,46.521448874998896,46.52572445833115,46.521448874998896,46.521448874998896,49.217468666996865,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,0,1,1,2.693913041999622,None,49.222004333998484,49.23550258400064,51.225854999996955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,4,0,1,1,32,,,,,51.24752012499812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.22603320900089,51.24752012499812,51.24752012499812,51.24752012499812,51.24752012499812,51.24249075066133,51.24752012499812,51.24752012499812,51.24810545899527,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,1,1,4.640729083002952,None,51.252294499994605,51.2618574589942,53.25186741699872,53.27502754199668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-10-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,4,0,2,2,9,,,,,53.27502754199668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.252477041998645,53.27502754199668,53.27502754199668,53.27502754199668,53.27502754199668,53.28424420832792,53.27502754199668,53.27502754199668,53.27562512499571,Correct! صحیح است,1,1,1,1.925554542001919,None,53.276088833998074,53.28551824999886,55.26959108399751,55.29141537499527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-12-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,4,0,3,3,31,,,,,55.29141537499527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.27014587499434,55.29141537499527,55.29141537499527,55.29141537499527,55.29141537499527,55.30199533332828,55.29141537499527,55.29141537499527,55.29209437499958,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,1,1,1.8775116670003626,None,55.29261854200013,55.302600958995754,57.29325145899929,57.31764129200019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,4,0,4,4,29,,,,,57.31764129200019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.294195083995874,57.31764129200019,57.31764129200019,57.31764129200019,57.31764129200019,57.325660917333636,57.31764129200019,57.31764129200019,57.31819041699782,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,1,1,1.9364093339972897,None,57.318567041998904,57.32851520899567,59.31766287500068,59.339853124998626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260207,001,2024-07-02_19h58.54.525,5-35,2024.1.4,None,2024-07-02 19h58.58.985649 +0900,
