SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008852291997754946,0.009185207993141375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
,,,,,,,,,,,,,,,,,,,0.009199249994708225,0.014749875001143664,0.014749875001143664,1.5688116249948507,1,1.520546125000692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.56884395799716,1.5807779169990681,0.00018341600662097335,1.5807779169990681,2.8380764169996837,[0.0050916496945010185],[-0.18839103869653767],[1],[0],[0],[1.2683905830053845],['checkbox'],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.838251458000741,2.8851144579966785,7.832007832999807,7.839823958671574,7.832007832999807,7.874511499991058,15.828349250004976,15.828349250004976,15.828349250004976,15.84024212466126,15.828349250004976,23.82847274999949,23.82847274999949,23.82847274999949,23.840403708662294,23.82847274999949,31.826652042000205,31.826652042000205,31.834108374998323,31.84331870866687,31.834108374998323,39.82803658299963,39.82803658299963,39.823723541994696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.823762500003795,39.82803658299963,40.913185249999515,40.825269332999596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.82532054200419,40.825690957994084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,0,0,38,40.913185249999515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.882438500004355,40.913185249999515,40.913185249999515,40.913185249999515,40.913185249999515,40.9077644583352,40.913185249999515,40.913185249999515,40.913185249999515,42.739289457997074,نادرست! پاسخ صحیح گوینده۲ است,0,1,1,1.823630291997688,None,42.74352841699147,42.760538207992795,44.75205112500407,44.75206533299934,44.75217141699977,[],[],[],[],[],[],[],False,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,1,1,21,44.7800158750033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.75292520799849,44.7800158750033,44.7800158750033,44.7800158750033,44.7800158750033,44.7853509583297,44.7800158750033,44.7800158750033,44.7800158750033,46.26620299999195,نادرست! پاسخ صحیح گوینده۲ است,0,2,1,1.4849720839993097,None,46.270283249992644,46.281949374999385,48.27232708300289,48.272350667000865,48.27251104199968,[],[],[],[],[],[],[],False,48.301263542001834,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-18-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,2,2,37,48.301263542001834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27303604199551,48.301263542001834,48.301263542001834,48.301263542001834,48.301263542001834,48.302950541336514,48.301263542001834,48.301263542001834,48.301263542001834,48.5444733750046,نادرست! پاسخ صحیح گوینده۲ است,0,3,1,0.2424164170079166,None,48.54857774999982,48.55950054200366,50.547252624994144,50.5472623329988,50.54734887499944,[],[],[],[],[],[],[],False,50.57267329200113,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-7-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,3,3,66,50.57267329200113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.54780154199398,50.57267329200113,50.57267329200113,50.57267329200113,50.57267329200113,50.58030616632507,50.57267329200113,50.57267329200113,50.57267329200113,50.68113754199294,نادرست! پاسخ صحیح گوینده۴ است,0,4,1,0.10382191700045951,None,50.68484849999368,50.696073208004236,52.69070504199772,52.69073841700447,52.691087291997974,[],[],[],[],[],[],[],False,,,,,184780,001,2024-08-02_18h37.49.334,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h37.54.318220 +0900,
