thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,textbox.started,image.started,sound_7.started,text_4.started,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010325333001674153,0.010662125001545064,,,,,,,,,,,,,,,,882128,001,2024-06-21_11h16.20.011,5-7,2024.1.4,None,2024-06-21 11h16.24.942409 +0900,
,,,,0.010677416001271922,0.01085333300579805,,,,,,,,,,,,,,882128,001,2024-06-21_11h16.20.011,5-7,2024.1.4,None,2024-06-21 11h16.24.942409 +0900,
,,,,,,0.010860833004699089,0.015761416005261708,0.015761416005261708,0.7986113330043736,1,0.7446782499973779,None,,,,,,,882128,001,2024-06-21_11h16.20.011,5-7,2024.1.4,None,2024-06-21 11h16.24.942409 +0900,
,,,,,,,,,,,,,0.7986426660063444,0.9405010830014362,5.791523457999574,5.80014941667129,5.791523457999574,5.937322375000804,,,,,,,,
