thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010548666999966372,0.010839500002475688,,,,,,,,,,,,976973,001,2024-06-20_20h03.07.976,5-7,2024.1.4,None,2024-06-20 20h03.13.199262 +0900,
,,,,0.010851625000213971,0.010992499999701977,,,,,,,,,,976973,001,2024-06-20_20h03.07.976,5-7,2024.1.4,None,2024-06-20 20h03.13.199262 +0900,
,,,,,,0.011001417002262315,0.0160626670003694,0.0160626670003694,3.141253666999546,1,3.0920018750002782,None,,,976973,001,2024-06-20_20h03.07.976,5-7,2024.1.4,None,2024-06-20 20h03.13.199262 +0900,
,,,,,,,,,,,,,3.1412931670020043,3.1929882090007595,,,,,,,,
