SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses_group3,total_trials_group3,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,CheckAccuracy3.started,CheckAccuracy3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.009388166999997338,0.00972704200012231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
,,,,,,,,,,,,,,,,,,,,,,,0.009744083000441606,0.01443558299979486,0.01443558299979486,1.1784650830004466,3,1.1209605829999418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1784890420003649,1.2359485420001874,6.171723999999813,6.182310083666622,6.171723999999813,6.234565875000044,11.17812962466657,16.16159024999979,16.16159024999979,16.177743291999832,16.178256916666456,16.177743291999832,21.179168166666628,26.173284833000253,26.173284833000253,26.173284833000253,26.183379874666812,26.173284833000253,31.177741333666987,36.16467945800014,36.16467945800014,36.17000604199984,36.1813461246668,36.17000604199984,41.18343766666682,46.16910800000005,46.16910800000005,46.154085832999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15410574999987,46.17709433300024,47.25277033299972,47.16990475000057,,,,,,,,,,,,,,,,,,,,,,,,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16994912500013,47.17030849999992,,,,,,,,,,,,,,,,,,,,,,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-10-En.wav,Speaker2,گوینده۲,,,,,,,,,0,0,0,29,47.25277033299972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22610404199986,47.25277033299972,47.25277033299972,47.25277033299972,47.25277033299972,47.252387333333296,47.25277033299972,47.25277033299972,49.2433527080002,Correct! صحیح است,2,1.9873400830001628,None,68,81,49.25251404200026,49.26527770800021,51.272084166999775,51.24927962499987,51.249293458000466,51.249457417000485,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-4-En.wav,Speaker2,گوینده۲,,,,,,,,,0,1,1,23,51.272084166999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.24991320800018,51.272084166999775,51.272084166999775,51.272084166999775,51.272084166999775,51.26572874966702,51.272084166999775,51.272084166999775,52.333125082999686,Correct! صحیح است,2,1.051933791999545,None,68,82,52.33899233300053,52.35639575000005,,54.35065333300008,54.350663833,54.35090575000049,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-5-En.wav,Speaker4,گوینده۴,,,,,,,,,0,2,2,64,54.37710145799974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35207137500038,54.37710145799974,54.37710145799974,54.37710145799974,54.37710145799974,54.38395225033358,54.37710145799974,54.37710145799974,55.858116667000104,Correct! صحیح است,4,1.4720198750001146,None,68,83,55.8625358750005,55.87345712499973,57.88512054200055,57.861600250000265,57.86163329200008,57.861991249999846,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-8-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,3,3,7,57.88512054200055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.862819832999776,57.88512054200055,57.88512054200055,57.88512054200055,57.88512054200055,57.89401845833302,57.88512054200055,57.88512054200055,58.98475329200028,Correct! صحیح است,1,1.0891885000000912,None,68,84,58.98943104200043,59.00122270800057,61.011048750000555,60.98571741700016,60.98572816700016,60.98588033299984,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-14-En.wav,Speaker4,گوینده۴,,,,,,,,,0,4,4,73,61.011048750000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.986325916999704,61.011048750000555,61.011048750000555,61.011048750000555,61.011048750000555,61.01881283333344,61.011048750000555,61.011048750000555,62.3547418750004,Correct! صحیح است,4,1.3383552499999496,None,68,85,62.359143499999846,62.37067783299972,64.38068800000019,64.35743087500032,64.35743999999977,64.35761512499994,030935,001,2024-07-01_17h25.11.885,5-26,2024.1.4,None,2024-07-01 17h25.17.450356 +0900,
