thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009847084002103657,0.010185292005189694,,,,181314,001,2024-06-23_19h39.39.367,5-11,2024.1.4,None,2024-06-23 19h39.44.263615 +0900,
,,,,0.01021500000206288,0.014700833999086171,0.014700833999086171,,,,,,,,
