SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,testPhase1Loop.thisRepN,testPhase1Loop.thisTrialN,testPhase1Loop.thisN,testPhase1Loop.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,text_2.stopped,image.started,sound_8.started,text_4.started,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,Countdown.started,number1.started,number1.stopped,number2.started,number2.stopped,number3.started,number3.stopped,start.started,start.stopped,silence.started,silence.stopped,Countdown.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,checkbox1.started,text_component.started,mouse1.started,CheckAccuracy1.started,accuracy_group1,proceed_to_test,CheckAccuracy1.stopped,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase1.started,test1_image1.started,test1_image2.started,test1_image3.started,test1_image4.started,test1_sound.started,text_3.started,test1_response_keyboard.started,TestPhase1.stopped,test1_response_keyboard.keys,test1_response_keyboard.rt,test1_response_keyboard.duration,test1_response,test1_image_file1,test1_image_file2,test1_image_file3,test1_image_file4,test1_sound_file,english_correct_answer,persian_correct_answer,Finish.started,text_11.started,text_11.stopped,Finish.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,54,0,13,13,34,,,,,115.09176220799782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06560370800071,115.09176220799782,115.09176220799782,115.09176220799782,115.09176220799782,115.09688262533066,115.09176220799782,115.09176220799782,115.09176220799782,116.24896779199844,صحیح است,12,14,2,1.1548410830000648,None,116.25298587499856,116.26361229199756,118.24949929200011,118.24950899999749,118.24961704199814,[],[],[],[],[],[],[],False,118.27478499999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-16-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,14,14,75,,,,,118.27478499999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.25006145799853,118.27478499999779,118.27478499999779,118.27478499999779,118.27478499999779,118.2826127913327,118.27478499999779,118.27478499999779,118.27478499999779,119.78426704199956,صحیح است,13,15,4,1.504895124999166,None,119.78806133299804,119.79918016699958,121.79454229199837,121.79457991699746,121.79492087499966,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,54,0,15,15,20,,,,,121.82463216699762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.79622649999874,121.82463216699762,121.82463216699762,121.82463216699762,121.82463216699762,121.8277120003336,121.82463216699762,121.82463216699762,121.82463216699762,124.09979229199962,صحیح است,14,16,2,2.265430917002959,None,124.10371049999958,124.11231158299779,126.09722512499866,126.09723495800063,126.09734095800013,[],[],[],[],[],[],[],False,126.12199608299852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,16,16,59,,,,,126.12199608299852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.09776158299792,126.12199608299852,126.12199608299852,126.12199608299852,126.12199608299852,126.13037020833193,126.12199608299852,126.12199608299852,126.12199608299852,128.2774920419979,صحیح است,15,17,3,2.1505635409994284,None,128.28188941699773,128.2927055,130.28877420799836,130.2888055000003,130.2891480420003,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-6-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,17,17,45,,,,,130.31864587499877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.29070383299768,130.31864587499877,130.31864587499877,130.31864587499877,130.31864587499877,130.32192854133297,130.31864587499877,130.31864587499877,130.31864587499877,135.33313158300007,صحیح است,16,18,3,5.004119708999497,None,135.33337112499794,135.34192316699773,137.33390004199828,137.33392800000001,137.33428162500059,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-1-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,18,18,40,,,,,137.3615001670005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3356657919976,137.3615001670005,137.3615001670005,137.3615001670005,137.3615001670005,137.3670767913323,137.3615001670005,137.3615001670005,137.3615001670005,138.96234704199742,صحیح است,17,19,3,1.598063124998589,None,138.96625816699816,138.97714629199982,140.96150124999986,140.96151120799914,140.96161570799813,[],[],[],[],[],[],[],False,140.98734412499834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-3-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,19,19,62,,,,,140.98734412499834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.96204379199844,140.98734412499834,140.98734412499834,140.98734412499834,140.98734412499834,140.99465779133294,140.98734412499834,140.98734412499834,140.98734412499834,142.48522500000036,صحیح است,18,20,4,1.4877867909999622,None,142.48909866699978,142.49758287499935,144.48354149999795,144.4835512919999,144.48365616699812,[],[],[],[],[],[],[],False,144.50695170799736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-17-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,20,20,76,,,,,144.50695170799736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.4840702500005,144.50695170799736,144.50695170799736,144.50695170799736,144.50695170799736,144.51664158333057,144.50695170799736,144.50695170799736,144.50695170799736,145.86318670800028,صحیح است,19,21,4,1.3540284580012667,None,145.86741400000028,145.87841883299916,147.86678954200033,147.86681383299947,147.8671172079994,[],[],[],[],[],[],[],False,147.89341183299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,21,21,15,,,,,147.89341183299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.86823529200046,147.89341183299985,147.89341183299985,147.89341183299985,147.89341183299985,147.89919566633085,147.89341183299985,147.89341183299985,147.89341183299985,149.3279885419979,صحیح است,20,22,1,1.4259055830007128,None,149.3319442079992,149.34004849999837,151.33292354199875,151.3329392079977,151.33307916699778,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-1-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,22,22,0,,,,,151.35783154199817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.33351358299842,151.35783154199817,151.35783154199817,151.35783154199817,151.35783154199817,151.36621962533223,151.35783154199817,151.35783154199817,151.35783154199817,152.78956308299894,صحیح است,21,23,1,1.4299208750016987,None,152.79387479199795,152.804793583,154.78792554199754,154.78793424999822,154.78803379199962,[],[],[],[],[],[],[],False,154.81341474999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,54,0,23,23,38,,,,,154.81341474999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7884305419975,154.81341474999863,154.81341474999863,154.81341474999863,154.81341474999863,154.82099991633055,154.81341474999863,154.81341474999863,154.81341474999863,156.29019145799975,صحیح است,22,24,2,1.4687444580013107,None,156.29416062499877,156.30523291699865,158.2881443749975,158.28815312499864,158.2882639999989,[],[],[],[],[],[],[],False,158.31343908299823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,24,24,49,,,,,158.31343908299823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.28867354199974,158.31343908299823,158.31343908299823,158.31343908299823,158.31343908299823,158.32125779133327,158.31343908299823,158.31343908299823,158.31343908299823,160.09896624999965,صحیح است,23,25,3,1.783100207998359,None,160.10326408299807,160.11406095799975,162.10651512500044,162.1065259169991,162.1066308749978,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-5-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,54,0,25,25,24,,,,,162.1319849169995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.10709270799998,162.1319849169995,162.1319849169995,162.1319849169995,162.1319849169995,162.13981320833096,162.1319849169995,162.1319849169995,162.1319849169995,163.66298099999767,صحیح است,24,26,2,1.526837459001399,None,163.66708624999956,163.67915470799926,165.6661466250007,165.66615883299892,165.6662816249991,[],[],[],[],[],[],[],False,165.69069370799843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-18-Per.wav,Speaker2,گوینده۲,,,,,,,,0,0,0,54,0,26,26,37,,,,,165.69069370799843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.6667065420006,165.69069370799843,165.69069370799843,165.69069370799843,165.69069370799843,165.69927241633246,165.69069370799843,165.69069370799843,165.69069370799843,167.07166395799868,صحیح است,25,27,2,1.379202083000564,None,167.07543370799976,167.08610916699763,169.08401666699865,169.08404608300043,169.08438008300072,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-10-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,27,27,9,,,,,169.1120602919982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.08569533300033,169.1120602919982,169.1120602919982,169.1120602919982,169.1120602919982,169.1171975833318,169.1120602919982,169.1120602919982,169.1120602919982,170.49520179200044,صحیح است,26,28,1,1.3810892080000485,None,170.49921920799898,170.5098751250007,172.5026472919999,172.50265645800027,172.50276995799868,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,28,28,13,,,,,172.5252894999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.50317937499858,172.5252894999976,172.5252894999976,172.5252894999976,172.5252894999976,172.51927574966638,172.5252894999976,172.5252894999976,172.5252894999976,174.0160184999986,صحیح است,27,29,1,1.4824890839990985,None,174.0211854579975,174.03286858299907,176.01954275000026,176.01958620799996,176.02010820799842,[],[],[],[],[],[],[],False,176.04989149999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-19-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,29,29,18,,,,,176.04989149999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.02123641700018,176.04989149999892,176.04989149999892,176.04989149999892,176.04989149999892,176.05127450033302,176.04989149999892,176.04989149999892,176.04989149999892,177.25214904200038,صحیح است,28,30,1,1.2004580419998092,None,177.25601362499947,177.2669637919971,179.25010504199963,179.25011445799828,179.25022104199888,[],[],[],[],[],[],[],False,179.27515516699714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-7-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,30,30,46,,,,,179.27515516699714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.25066020799932,179.27515516699714,179.27515516699714,179.27515516699714,179.27515516699714,179.28318645833184,179.27515516699714,179.27515516699714,179.27515516699714,180.61554554199756,صحیح است,29,31,3,1.3385687920017517,None,180.61955929199758,180.63045050000073,182.61552012500033,182.61553012500008,182.61562904200036,[],[],[],[],[],[],[],False,182.64186191699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-14-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,31,31,73,,,,,182.64186191699991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.61610012500023,182.64186191699991,182.64186191699991,182.64186191699991,182.64186191699991,182.64861991633057,182.64186191699991,182.64186191699991,182.64186191699991,185.0449325419977,صحیح است,30,32,4,2.390564582998195,None,185.0489917499981,185.0577455829989,187.04793574999712,187.04794554199907,187.0480578329989,[],[],[],[],[],[],[],False,187.07260654199854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,32,32,71,,,,,187.07260654199854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.04850366699975,187.07260654199854,187.07260654199854,187.07260654199854,187.07260654199854,187.08106958333207,187.07260654199854,187.07260654199854,187.07260654199854,188.3323648330006,صحیح است,31,33,4,1.2542243330026395,None,188.33649129200057,188.34733508299905,190.3310752920006,190.33108529200035,190.33119816699764,[],[],[],[],[],[],[],False,190.35802908299956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-11-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,33,33,50,,,,,190.35802908299956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.33164449999822,190.35802908299956,190.35802908299956,190.35802908299956,190.35802908299956,190.36414645833116,190.35802908299956,190.35802908299956,190.35802908299956,192.02856462499767,صحیح است,32,34,3,1.6587024159998691,None,192.03244804199858,192.04394262499773,194.03109525000036,194.03112108300047,194.03159925,[],[],[],[],[],[],[],False,194.05965612499858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-17-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,34,34,16,,,,,194.05965612499858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0332266669975,194.05965612499858,194.05965612499858,194.05965612499858,194.05965612499858,194.06364641633314,194.05965612499858,194.05965612499858,194.05965612499858,195.30730104199756,صحیح است,33,35,1,1.239680041999236,None,195.31120374999955,195.31937887499953,197.3041897080002,197.30419908299882,197.30430391700065,[],[],[],[],[],[],[],False,197.32982487499976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-4-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,35,35,63,,,,,197.32982487499976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.30476658299813,197.32982487499976,197.32982487499976,197.32982487499976,197.32982487499976,197.33727491633232,197.32982487499976,197.32982487499976,197.32982487499976,198.868712083,صحیح است,34,36,4,1.527811166997708,None,198.87281016699853,198.88355541700003,200.8787916250003,200.8788265000003,200.87922462499773,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-15-Per.wav,Speaker1,گوینده ۱,,,,,,,,0,0,0,54,0,36,36,14,,,,,200.90635666699745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8804257499978,200.90635666699745,200.90635666699745,200.90635666699745,200.90635666699745,200.91192566633305,200.90635666699745,200.90635666699745,200.90635666699745,202.21847791699838,صحیح است,35,37,1,1.3108845000024303,None,202.2224407499998,202.23298341699774,204.22109779200036,204.22113249999893,204.2214385419975,[],[],[],[],[],[],[],False,204.24777149999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-18-Per.wav,Speaker4,گوینده۴,,,,,,,,0,0,0,54,0,37,37,77,,,,,204.24777149999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.22274608299995,204.24777149999863,204.24777149999863,204.24777149999863,204.24777149999863,204.25358220833056,204.24777149999863,204.24777149999863,204.24777149999863,205.82849562499905,صحیح است,36,38,4,1.577458417003072,None,205.83252858299966,205.84341933299947,207.8277113749973,207.82773237499714,207.82811970799958,[],[],[],[],[],[],[],False,207.85475137499816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-19-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,38,38,58,,,,,207.85475137499816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.82934012499754,207.85475137499816,207.85475137499816,207.85475137499816,207.85475137499816,207.86031958333166,207.85475137499816,207.85475137499816,207.85475137499816,209.36035887499747,صحیح است,37,39,3,1.5043078340022475,None,209.36474658299994,209.37556887499886,211.36938366699906,211.36939304199768,211.36950674999753,[],[],[],[],[],[],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-5-Per.wav,Speaker3,گوینده۳,,,,,,,,0,0,0,54,0,39,39,44,,,,,211.3948301249984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.36993829199855,211.3948301249984,211.3948301249984,211.3948301249984,211.3948301249984,211.40267975033254,211.3948301249984,211.3948301249984,211.3948301249984,213.73726483299833,نادرست! پاسخ صحیح گوینده۳ است,37,40,4,2.3369370000000345,None,213.74230083300063,213.75451812499887,215.73914058299852,215.73914966699886,290.91797329199835,[0.0010183299389002036],[-0.17006109979633402],[1],[0],[0],[75.16084595799839],['checkbox'],True,215.75320570799886,215.75320570799886,215.75320570799886,215.75320570799886,0.010969167000439484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820119,001,2024-08-04_13h57.26.879,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-04 13h57.31.993011 +0900,
