thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_8.started,sound_11.started,text_6.started,image_7.stopped,text_5.stopped,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010166416999709327,0.010557624998909887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071468,001,2024-06-21_10h39.35.220,5-7,2024.1.4,None,2024-06-21 10h39.39.896125 +0900,
,,,,0.010578374996839557,0.010718208002799656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071468,001,2024-06-21_10h39.35.220,5-7,2024.1.4,None,2024-06-21 10h39.39.896125 +0900,
,,,,,,0.010725457999797072,0.015091374996700324,0.015091374996700324,3.602958666997438,1,3.550241165998159,None,,,,,,,,,,,,,,,,,,,,,,,,,071468,001,2024-06-21_10h39.35.220,5-7,2024.1.4,None,2024-06-21 10h39.39.896125 +0900,
,,,,,,,,,,,,,3.6029897920016083,3.6559661669962225,8.591851666998991,8.602004958662535,8.591851666998991,8.645347625002614,13.610479333667415,18.582265083001403,18.582265083001403,18.608441042000777,18.615190458662497,18.608441042000777,23.603543958666947,28.594501624997065,28.604066624666544,28.594501624997065,28.59922091699991,28.59922091699991,33.60855762466623,38.58374354199623,38.58374354199623,38.60326087499561,38.612049999665274,38.60326087499561,,,,,,,,
