SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,text_component.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008760332988458686,0.009149249992333353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,,,,,0.009163208000245504,0.0133802909986116,0.0133802909986116,1.1476099159917794,1,1.095805165998172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.1476401659892872,1.1584349159966223,0.00017037498764693737,1.1584349159966223,2.2996879580023233,[0.0010183299389002036],[0.0855397148676171],[1],[0],[0],[1.1513179169996874],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.299874374992214,2.3394854579964885,7.299423249991378,7.3013485826561615,7.299423249991378,7.337611957991612,15.28911495799548,15.28911495799548,15.28911495799548,15.300856624661053,15.28911495799548,23.28906862498843,23.28906862498843,23.28906862498843,23.300580957660955,23.28906862498843,31.275776041002246,31.275776041002246,31.293948790989816,31.305712166668187,31.293948790989816,39.29308350000065,39.29308350000065,39.29013574999408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29016387498996,39.29308350000065,40.36328787499224,40.2830310829886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2830664159992,40.28335258299194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,0,0,40,0,0,0,1,40.36328787499224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.33343808299105,40.36328787499224,40.36328787499224,40.36328787499224,40.36328787499224,40.365459291327475,40.36328787499224,40.36328787499224,40.36328787499224,50.33122199999343,صحیح است,1,1,1,9.962259249994531,None,50.331682957999874,50.34681270799774,52.343838457993115,52.34386737499153,52.34424799999397,[],[],[],[],[],[],[],False,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-20-Per.wav,Speaker4,گوینده۴,0,0,0,40,0,1,1,79,52.371184457995696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3462092080008,52.371184457995696,52.371184457995696,52.371184457995696,52.371184457995696,52.37699479133201,52.371184457995696,52.371184457995696,52.371184457995696,52.572494708001614,نادرست! پاسخ صحیح گوینده۴ است,1,2,1,0.20011287499801256,None,52.576689166002325,52.589165999990655,54.58301666600164,54.58305183298944,54.58343299999251,[],[],[],[],[],[],[],False,,,,,,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,0,0,40,0,2,2,71,54.61121799999091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.584739957994316,54.61121799999091,54.61121799999091,54.61121799999091,54.61121799999091,54.61611287433382,54.61121799999091,54.61121799999091,54.61121799999091,54.85497600000235,نادرست! پاسخ صحیح گوینده۴ است,1,3,1,0.23590583399345633,None,54.85896145799779,54.87066449999111,56.85886558299535,56.85887791599089,66.8670204999944,[],[],[],[],[],[],[],False,56.87271395800053,56.87271395800053,1.812499249354005e-05,56.87271395800053,56.87271395800053,321131,001,2024-08-02_22h01.57.852,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h02.02.770690 +0900,
,,,,,,,,,,,,,,,66.89336212498893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.86749041599978,66.89336212498893,66.89336212498893,66.89336212498893,66.89336212498893,66.89749491633168,66.89336212498893,66.89336212498893,66.89336212498893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
