thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012239375006174669,0.012563958996906877,,,,,,,,,,334562,001,2024-06-23_14h00.13.869,5-11,2024.1.4,None,2024-06-23 14h00.19.441934 +0900,
,,,,0.012581125003634952,0.012718291996861808,,,,,,,,334562,001,2024-06-23_14h00.13.869,5-11,2024.1.4,None,2024-06-23 14h00.19.441934 +0900,
,,,,,,0.012726542001473717,0.01724333400488831,0.01724333400488831,0.6895557920070132,3,0.6421413330099313,None,,,,,,,,
