SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup2.thisRepN,repeated_TrainingLoopGroup2.thisTrialN,repeated_TrainingLoopGroup2.thisN,repeated_TrainingLoopGroup2.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,Introduction.stopped,Instructions.started,InstructionText.started,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup2.started,image_11.started,SpeakerPicture2.started,image_5.started,image_6.started,Sound2.started,Instruction2.started,Response2.started,SessionNumberTest.started,TrainingGroup2.stopped,feedbackText,correct_responses_group2,total_trials_group2,Response2.keys,Response2.rt,Response2.duration,FeedbackRoutine2.started,FeedbackText2.started,FeedbackRoutine2.stopped,Break.started,Break.stopped,mouse2.x,mouse2.y,mouse2.leftButton,mouse2.midButton,mouse2.rightButton,mouse2.time,mouse2.clicked_name,Proceed_Break,FeedbackText2.stopped,break_message.started,checkbox2.started,text_component.started,mouse2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.007747582999400038,0.008096499999737716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
,,,,,,,,,,,,,,,,,,,0.008113707999655162,0.012310582999816688,0.012310582999816688,1.465425999999752,2,1.4171061669994742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.465455290999671,1.4762866250002844,0.0001854170004662592,1.4762866250002844,3.1239525000000867,[-0.006109979633401222],[-0.23116089613034624],[1],[0],[0],[1.6575973339995471],['checkbox'],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1240984159994696,3.1635093750001033,8.12493266599995,8.13363449966643,8.12493266599995,8.158605540999815,13.111147124999661,13.111147124999661,15.116053415999886,15.12512370766605,15.116053415999886,20.11121833299967,20.11121833299967,22.11266570799944,22.123951707666734,22.11266570799944,27.107607291000022,27.107607291000022,29.129608915999597,29.135220332666236,29.129608915999597,34.12714608299939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.12726129099974,34.1332802500001,44.12659249999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.12663520800015,44.127263124999445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-8-Per.wav,Speaker1,گوینده ۱,0,0,0,31,0,0,0,7,44.21038108299945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.18006037499981,44.21038108299945,44.21038108299945,44.21038108299945,44.21038108299945,44.20971695833335,44.21038108299945,44.21038108299945,44.21038108299945,48.51127662499948,صحیح است,1,1,1,4.292456750000383,None,48.51175841599979,48.52316779099965,50.51830179099943,50.5183551250002,50.518803040999956,[],[],[],[],[],[],[],False,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-3-Per.wav,Speaker4,گوینده۴,0,0,0,31,0,1,1,62,50.549513332999595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52126916599991,50.549513332999595,50.549513332999595,50.549513332999595,50.549513332999595,50.551459791332974,50.549513332999595,50.549513332999595,50.549513332999595,53.101563790999535,نادرست! پاسخ صحیح گوینده۴ است,0,1,2,2.5478669579997586,None,53.10567391599943,53.11746524999944,55.10423766599979,55.10424829099975,55.10434420799993,[],[],[],[],[],[],[],False,55.13316479100013,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,0,0,31,0,2,2,32,55.13316479100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.104748499999914,55.13316479100013,55.13316479100013,55.13316479100013,55.13316479100013,55.13732699933328,55.13316479100013,55.13316479100013,55.13316479100013,55.829305833000035,نادرست! پاسخ صحیح گوینده۲ است,0,1,1,0.6905184580000423,None,55.83319299999948,55.84447791599996,57.82793175000006,57.82794108300004,57.82804745799967,[],[],[],[],[],[],[],False,57.85340762499982,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-17-Per.wav,Speaker1,گوینده ۱,0,0,0,31,0,3,3,16,57.85340762499982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.828452124999785,57.85340762499982,57.85340762499982,57.85340762499982,57.85340762499982,57.860983208333465,57.85340762499982,57.85340762499982,57.85340762499982,58.076713208,صحیح است,1,1,1,0.22056829099983588,None,58.08062866599994,58.096198915999594,60.08157449999999,60.081622374999824,60.08196562499961,[],[],[],[],[],[],[],False,,,,,,046152,001,2024-08-04_09h58.08.558,5-36 ready-Persian trained,2024.1.5,None,2024-08-04 09h58.13.427249 +0900,
