SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,text_component.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008514458007994108,0.008854292012983933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,,,,,0.008868042001267895,0.01312891700945329,0.01312891700945329,1.0946839170064777,1,1.0414468340022722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0947122920042602,1.10577879199991,0.00021316600032150745,1.10577879199991,1.9866329170035897,[-0.062118126272912425],[0.1629327902240326],[1],[0],[0],[0.8911143750010524],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.986779792001471,2.0261282499996014,6.986808000001474,6.997448208672965,6.986808000001474,7.0236983750073705,14.976330500008771,14.976330500008771,14.976330500008771,14.988527291676535,14.976330500008771,22.973941125004785,22.973941125004785,22.973941125004785,22.98746058367057,22.973941125004785,30.971271750007872,30.971271750007872,30.978479958008393,30.987938416674538,30.978479958008393,38.97074783300923,38.97074783300923,38.966082042010385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.966181374998996,38.97381162500824,40.040047125003184,39.958083542005625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.95809862500755,39.95823362500232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-16-Per.wav,Speaker3,گوینده۳,0,0,0,1,0,0,0,55,40.040047125003184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.009562999999616,40.040047125003184,40.040047125003184,40.040047125003184,40.040047125003184,40.04122862534617,40.040047125003184,40.040047125003184,40.040047125003184,40.9344405830052,نادرست! پاسخ صحیح گوینده۳ است,0,1,1,0.8874257910065353,None,40.93853116700484,40.951346542002284,42.94425508299901,42.944281000003684,42.944642166999984,[],[],[],[],[],[],[],False,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,0,0,1,0,1,1,6,42.97257162501046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94688779200078,42.97257162501046,42.97257162501046,42.97257162501046,42.97257162501046,42.97740200034653,42.97257162501046,42.97257162501046,42.97257162501046,43.18178908301343,صحیح است,1,2,1,0.20448262499121483,None,43.18617925001308,43.201460042007966,45.19295691700245,45.19299837500148,45.19337641700986,[],[],[],[],[],[],[],False,,,,,,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,0,0,1,0,2,2,71,45.22028708300786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194642125003156,45.22028708300786,45.22028708300786,45.22028708300786,45.22028708300786,45.2261065413409,45.22028708300786,45.22028708300786,45.22028708300786,45.4744275000121,نادرست! پاسخ صحیح گوینده۴ است,1,3,1,0.24935941699368414,None,45.478277542002616,45.48904120801308,47.47803870800999,47.47806575000868,57.48235170800763,[],[],[],[],[],[],[],False,47.49570662500628,47.49570662500628,0.000235083993175067,47.49570662500628,47.49570662500628,533876,001,2024-08-02_22h09.28.628,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 22h09.33.301926 +0900,
,,,,,,,,,,,,,,,57.50605741700565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.482899333001114,57.50605741700565,57.50605741700565,57.50605741700565,57.50605741700565,57.512556041336694,57.50605741700565,57.50605741700565,57.50605741700565,58.34716124999977,نادرست! پاسخ صحیح گوینده۲ است,1,4,1,0.8324801249982556,None,58.35140670801047,58.36072666700056,,,,,,,,,,,,,,,,,,,,,,,,
