SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.010726417000114452,0.011069916996348184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
,,,,,,,,,,,,,,,0.011096458001702558,0.011261332998401485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
,,,,,,,,,,,,,,,,,0.011268166999798268,0.01591345800261479,0.01591345800261479,1.0296998749981867,1,0.9787380420020781,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,1.0297306249995017,1.0839154580025934,6.028484082999057,6.032418749662853,6.028484082999057,6.07433979200141,11.041204583667666,16.020454625002458,16.020454625002458,16.020454625002458,16.032164458669527,16.020454625002458,21.037504374664664,26.022313333000056,26.022313333000056,26.022313333000056,26.031202166665267,26.022313333000056,31.028762124664595,36.00756691699644,36.00756691699644,36.02762829200219,36.03929079166507,36.02762829200219,41.029200416666086,46.02396612500161,46.02396612500161,46.019396208001126,,,,,,,,,,,,,,,,,,,,,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0194182080013,46.02396612500161,51.08029583300231,51.016910250000365,,,,,,,,,,,,,,,,,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-16-Per.wav,Speaker3,گوینده۳,0,0,0,55,51.08029583300231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.05207320799673,51.08029583300231,51.08029583300231,51.08029583300231,51.08029583300231,51.08337041666624,51.08029583300231,51.08029583300231,55.80804762499611,Incorrect! The correct answer is Speaker3.    نادرست! پاسخ صحیح گوینده۳,2,4.723857416996907,None,55.86194770799921,55.88005204199726,57.862783416996535,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,1,1,38,57.88936945799651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86584816699906,57.88936945799651,57.88936945799651,57.88936945799651,57.88936945799651,57.896058208331425,57.88936945799651,57.88936945799651,59.77363112499734,Correct! صحیح است,2,1.8794390839975676,None,59.7817226249972,59.799736708002456,61.79399487499904,,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-5-Per.wav,Speaker3,گوینده۳,0,2,2,44,61.819690333002654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.79668487500021,61.819690333002654,61.819690333002654,61.819690333002654,61.819690333002654,61.82728870832992,61.819690333002654,61.819690333002654,64.52782224999828,Incorrect! The correct answer is Speaker3.    نادرست! پاسخ صحیح گوینده۳,2,2.7004912499978673,None,64.53536404199986,64.54589000000124,66.52941033300158,66.55423979199986,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,3,3,71,66.55423979199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.53204083300079,66.55423979199986,66.55423979199986,66.55423979199986,66.55423979199986,66.56254200033484,66.55423979199986,66.55423979199986,68.49948079200112,Incorrect! The correct answer is Speaker4.    نادرست! پاسخ صحیح گوینده۴,3,1.9436367920061457,None,68.50701558299625,68.521004000002,70.50564883300103,70.53330212499714,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-8-Per.wav,Speaker4,گوینده۴,0,4,4,67,70.53330212499714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51065175000258,70.53330212499714,70.53330212499714,70.53330212499714,70.53330212499714,70.53791929133197,70.53330212499714,70.53330212499714,71.70431508299953,Incorrect! The correct answer is Speaker4.    نادرست! پاسخ صحیح گوینده۴,3,1.1670528749964433,None,71.71435720800218,71.72729016700032,73.71309916699829,73.73884250000265,334110,001,2024-06-21_22h36.52.641,5-8,2024.1.4,None,2024-06-21 22h36.56.925525 +0900,
