SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,Repeat_TrainingLoopGroup3.thisRepN,Repeat_TrainingLoopGroup3.thisTrialN,Repeat_TrainingLoopGroup3.thisN,Repeat_TrainingLoopGroup3.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,correct_responses_group3,total_trials_group3,Response3.keys,Response3.rt,Response3.duration,FeedbackRoutine3.started,FeedbackText3.started,FeedbackRoutine3.stopped,FeedbackText3.stopped,CheckAccuracy3.started,CheckAccuracy3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.00926370799788856,0.01330745800078148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01333258299928275,0.018415082999126753,0.018415082999126753,1.3317542910008342,3,1.278631541001232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3317814580004779,1.397862375000841,6.323712000001251,6.3335136666649,6.323712000001251,6.3901897499999905,11.33579470766587,16.31690145799803,16.31690145799803,16.329734208000446,16.333568124664694,16.329734208000446,21.33303466666645,26.323513332998118,26.323513332998118,26.323513332998118,26.334817041665033,26.323513332998118,31.343613416666145,36.321565665999515,36.321565665999515,36.326672625000356,36.33823233266618,36.326672625000356,41.33100824966483,46.31473895800082,46.31473895800082,46.312319124997885,,,,,,,,,,,,,,,,,,,,,,,,,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.31233458299903,46.3295188330012,47.41859633299828,47.318872915999236,,,,,,,,,,,,,,,,,,,,,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.31891041600102,47.31930516599823,,,,,,,,,,,,,,,,,,,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-5-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,0,0,4,0,0,0,4,47.41859633299828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39304720799919,47.41859633299828,47.41859633299828,47.41859633299828,47.41859633299828,47.41829958299932,47.41859633299828,47.41859633299828,48.89478487499946,Correct! صحیح است,0,2,1,1.4695570420008153,None,48.898986083000636,48.91180095799791,50.899264540999866,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-17-En.wav,Speaker4,گوینده۴,,,,,,,,,0,0,0,4,0,1,1,76,50.92250941599923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.899445040999126,50.92250941599923,50.92250941599923,50.92250941599923,50.92250941599923,50.91589512466477,50.92250941599923,50.92250941599923,51.2500826659998,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,0,4,1,0.32606179199865437,None,51.254337207999924,51.27343962499799,53.2550310000006,,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-3-En.wav,Speaker2,گوینده۲,,,,,,,,,0,0,0,4,0,2,2,22,53.27768845799801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.25520095799948,53.27768845799801,53.27768845799801,53.27768845799801,53.27768845799801,53.27165883266595,53.27768845799801,53.27768845799801,53.569522582998616,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,6,1,0.2861918750022596,None,53.573691875000804,53.58644604100118,55.57207179100078,55.59741670799849,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-15-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,0,0,4,0,3,3,14,55.59741670799849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.57306270800109,55.59741670799849,55.59741670799849,55.59741670799849,55.59741670799849,55.60456816633135,55.59741670799849,55.59741670799849,55.759593915998266,Correct! صحیح است,0,8,1,0.15960999999879277,None,55.763666165999894,55.77598079100062,57.76279770800102,57.79037912499916,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-8-En.wav,Speaker3,گوینده۳,,,,,,,,,0,0,0,4,0,4,4,47,57.79037912499916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.76347241599797,57.79037912499916,57.79037912499916,57.79037912499916,57.79037912499916,57.79526524933365,57.79037912499916,57.79037912499916,57.79094695800086,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,0,10,1,2.16773749999993,None,57.79117366599894,57.80081816600068,59.785997124999994,59.81244483299815,,,825309,001,2024-07-01_20h41.28.338,5-26,2024.1.4,None,2024-07-01 20h41.33.325602 +0900,
