SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,testPhase1Loop.thisRepN,testPhase1Loop.thisTrialN,testPhase1Loop.thisN,testPhase1Loop.thisIndex,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses,total_trials,FeedbackRoutine3.started,FeedbackText3.started,FeedbackRoutine3.stopped,FeedbackText3.stopped,TransitionRoutine.started,TransitionRoutine.stopped,nextRoutine,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-16-En.wav,Speaker3,گوینده۳,,,,,,,,,0,15,15,55,,,,,,,,,,,,99.39393858400035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37045575000047,99.39393858400035,99.39393858400035,99.39393858400035,99.39393858400035,99.40359654233319,99.39393858400035,99.39393858400035,101.18863712500024,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,1.792727542000648,None,0,16,101.19277737500033,101.20650741700047,103.19708449999962,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-14-En.wav,Speaker2,گوینده۲,,,,,,,,,0,16,16,33,,,,,,,,,,,,103.22509658400031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1977352089998,103.22509658400031,103.22509658400031,103.22509658400031,103.22509658400031,103.23022579233341,103.22509658400031,103.22509658400031,104.3428824169996,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.1152339580003172,None,0,17,104.34759179200046,104.36248725000041,106.3575433750002,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-9-En.wav,Speaker2,گوینده۲,,,,,,,,,0,17,17,28,,,,,,,,,,,,106.38336062500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.35814595900047,106.38336062500002,106.38336062500002,106.38336062500002,106.38336062500002,106.39072579233337,106.38336062500002,106.38336062500002,107.4487348749999,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,3,1.0600783330000922,None,0,18,107.45383879200017,107.46765095899991,109.4556085840004,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-19-En.wav,Speaker3,گوینده۳,,,,,,,,,0,18,18,58,,,,,,,,,,,,109.47932079200018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.45580554200023,109.47932079200018,109.47932079200018,109.47932079200018,109.47932079200018,109.48889020833352,109.47932079200018,109.47932079200018,110.7119484169998,Correct! صحیح است,3,1.2245522910006912,None,0,19,110.71596500000032,110.72854258400002,112.71775683400028,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-7-En.wav,Speaker2,گوینده۲,,,,,,,,,0,19,19,26,,,,,,,,,,,,112.74054816700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.717919875,112.74054816700027,112.74054816700027,112.74054816700027,112.74054816700027,112.73438533366631,112.74054816700027,112.74054816700027,114.40552966700034,Correct! صحیح است,2,1.6629611660000592,None,0,20,114.40933841700007,114.42103091700028,116.41512841700023,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-18-En.wav,Speaker4,گوینده۴,,,,,,,,,0,20,20,77,,,,,,,,,,,,116.43797408400042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.41529941699991,116.43797408400042,116.43797408400042,116.43797408400042,116.43797408400042,116.43175066666687,116.43797408400042,116.43797408400042,118.24521870900026,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,1.795994250000149,None,0,21,118.24911354200049,118.25990633400033,120.24662145900038,120.27197241700014,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-15-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,21,21,14,,,,,,,,,,,,120.27197241700014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.24715570900025,120.27197241700014,120.27197241700014,120.27197241700014,120.27197241700014,120.27956858333303,120.27197241700014,120.27197241700014,121.45463154200024,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,1.17477716600024,None,0,22,121.45970520900028,121.47366483400037,123.46362470900021,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-7-En.wav,Speaker4,گوینده۴,,,,,,,,,0,22,22,66,,,,,,,,,,,,123.48832670899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.46416554200005,123.48832670899992,123.48832670899992,123.48832670899992,123.48832670899992,123.49680670833325,123.48832670899992,123.48832670899992,124.67113912500008,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,1.1802721250005561,None,0,23,124.67539120899983,124.68927625000015,126.67386295899996,126.69974458399975,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-20-En.wav,Speaker4,گوینده۴,,,,,,,,,0,23,23,79,,,,,,,,,,,,126.69974458399975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.67470683400006,126.69974458399975,126.69974458399975,126.69974458399975,126.69974458399975,126.70625387533303,126.69974458399975,126.69974458399975,128.13661304200014,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,1.4262819169998693,None,0,24,128.14036374999978,128.15361500000017,130.13988258399968,130.16744683399975,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-4-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,24,24,3,,,,,,,,,,,,130.16744683399975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.14047312500043,130.16744683399975,130.16744683399975,130.16744683399975,130.16744683399975,130.17240441733298,130.16744683399975,130.16744683399975,131.1471970419998,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,2,0.9701866250006788,None,0,25,131.15224775000024,131.16570079200028,133.15292808400045,,,,,,,,,,903066,001,2024-06-30_12h04.44.493,5-21,2024.1.4,None,2024-06-30 12h04.49.561103 +0900,
