SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008549124999262858,0.00886233300116146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
,,,,,,,,,,,,,,,,,,,0.008875541003362741,0.01312129099824233,0.01312129099824233,0.4548041660018498,1,0.40492445799463894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4548346660012612,0.4643972500052769,0.00017970899352803826,0.4643972500052769,1.223519416002091,[-0.13034623217922606],[0.26272912423625255],[1],[0],[0],[0.767993249995925],[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2237048329989193,1.2647847910047858,6.227901040998404,6.236386499669849,6.227901040998404,6.253426625000429,14.222899208005401,14.222899208005401,14.222899208005401,14.234989249667949,14.222899208005401,22.218858166001155,22.218858166001155,22.218858166001155,22.228375916671453,22.218858166001155,30.21676979100448,30.21676979100448,30.21676979100448,30.227782249665566,30.21676979100448,38.21404404100031,38.21404404100031,38.20381037500192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.20384133300104,38.2210941250014,39.29998600000545,39.21637079100037,,,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.21638450000319,39.21652175000054,,,,,,,,,,,,,,,,,,,,,,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-15-Per.wav,Speaker3,گوینده۳,0,0,0,14,0,0,0,54,39.29998600000545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.267969874999835,39.29998600000545,39.29998600000545,39.29998600000545,39.29998600000545,39.299464874338206,39.29998600000545,39.29998600000545,39.29998600000545,41.12714062500163,نادرست! پاسخ صحیح گوینده۳ است,0,1,1,1.8134274999974878,None,41.13124775000324,41.14954500000022,43.142043749998265,43.142052082999726,43.14224337500491,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,0,0,14,0,1,1,12,43.16848245800065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1424227910029,43.16848245800065,43.16848245800065,43.16848245800065,43.16848245800065,43.17534333333654,43.16848245800065,43.16848245800065,43.16848245800065,46.40480883300188,صحیح است,1,2,1,3.234845334001875,None,46.40502470800129,46.41514725000161,48.403438541005016,48.40346816600504,48.40375533300539,48.43731570800446,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,0,0,0,14,0,2,2,34,48.43731570800446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.404750333000266,48.43731570800446,48.43731570800446,48.43731570800446,48.43731570800446,48.435990833335865,48.43731570800446,48.43731570800446,48.43731570800446,48.94704529100272,نادرست! پاسخ صحیح گوینده۲ است,1,3,1,0.5006799170005252,None,48.95132191599987,48.9626518330042,50.957337833002384,50.957368125003995,50.95818166599929,,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-6-Per.wav,Speaker2,گوینده۲,0,0,0,14,0,3,3,25,50.98849166600121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.959188125001674,50.98849166600121,50.98849166600121,50.98849166600121,50.98849166600121,50.99051154133534,50.98849166600121,50.98849166600121,50.98849166600121,51.133507833001204,نادرست! پاسخ صحیح گوینده۲ است,1,4,1,0.1429992499979562,None,51.13727720799943,51.14800166599889,53.138087416002236,53.1381330410004,53.13850975000241,53.168183250003494,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-19-Per.wav,Speaker1,گوینده ۱,0,0,0,14,0,4,4,18,53.168183250003494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.139440124999965,53.168183250003494,53.168183250003494,53.168183250003494,53.168183250003494,53.17026574933746,53.168183250003494,53.168183250003494,53.168183250003494,53.27835466599936,صحیح است,2,5,1,0.10049995799636235,None,53.28257383299933,53.29069724999863,55.27636316600547,55.27637495800445,55.276535375000094,55.30324883299909,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,0,0,14,0,5,5,52,55.30324883299909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2767323750013,55.30324883299909,55.30324883299909,55.30324883299909,55.30324883299909,55.30945866633604,55.30324883299909,55.30324883299909,55.30324883299909,55.517106250001234,نادرست! پاسخ صحیح گوینده۳ است,2,6,1,0.21166908300074283,None,55.52128950000042,55.53261337499862,57.52060879100463,57.52061841600516,57.52076195800328,57.54665195800044,393183,001,2024-08-01_15h48.48.661,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-01 15h48.52.895279 +0900,
