SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_8.started,sound_11.started,text_6.started,image_7.stopped,text_5.stopped,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,CheckAccuracy1.started,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.00950708299933467,0.009892958001728402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
,,,,,,,,,,,,,,,,,,,0.009906708000926301,0.015219666001939913,0.015219666001939913,0.6837259579988313,2,0.633692625000549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6837541249988135,0.7393527080021158,5.678315375000238,5.6882467496655105,5.678315375000238,5.731998291001219,10.688013416667916,15.665467499999068,15.665467499999068,15.688475208000455,15.697716124668903,15.688475208000455,20.689535082667376,25.682018874998903,25.683302332665576,25.682018874998903,25.68629108300229,25.68629108300229,30.68275049966566,35.676003166001465,35.676003166001465,35.676003166001465,35.687680166666055,35.676003166001465,40.68765145766544,45.66848912500063,45.66848912500063,45.66532916600045,,,,,,,,,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66535295799986,45.68286091600021,90.99843133299873,46.66906695800208,,,,,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66907983300189,46.66926195799897,,,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-18-Per.wav,Speaker2,گوینده۲,0,0,0,37,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72011720800219,46.72046754099938,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,0,1,1,49,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73868420800136,46.738949124999635,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,2,2,6,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.756851500002085,46.757077582999045,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-16-Per.wav,Speaker2,گوینده۲,0,3,3,35,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.77354008299881,46.773723541002255,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-19-Per.wav,Speaker1,گوینده ۱,0,4,4,18,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78970570800084,46.78986437500134,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,0,5,5,59,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8061021249996,46.8063325410003,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-17-Per.wav,Speaker1,گوینده ۱,0,6,6,16,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.822669458000746,46.822856499999034,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-6-Per.wav,Speaker4,گوینده۴,0,7,7,65,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.83859070800099,46.83882645799895,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-5-Per.wav,Speaker3,گوینده۳,0,8,8,44,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.85455066600116,46.854727249999996,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-1-Per.wav,Speaker1,گوینده ۱,0,9,9,0,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.870564583001396,46.870792583002185,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-3-Per.wav,Speaker2,گوینده۲,0,10,10,22,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.887300458001846,46.88746850000098,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-20-Per.wav,Speaker4,گوینده۴,0,11,11,79,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.90324966600019,46.903415916000085,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,0,12,12,61,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.919184041002154,46.9193540410015,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,13,13,13,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.93498258299951,46.935144499999296,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,14,14,71,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95174987499922,46.95192454100106,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-5-Per.wav,Speaker4,گوینده۴,0,15,15,64,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9678051660012,46.96798325000054,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-18-Per.wav,Speaker4,گوینده۴,0,16,16,77,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.98376574999929,46.98393904100158,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-3-Per.wav,Speaker3,گوینده۳,0,17,17,42,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99969549999878,46.99991745800071,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-11-Per.wav,Speaker4,گوینده۴,0,18,18,70,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0163172499997,47.016484832998685,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-8-Per.wav,Speaker1,گوینده ۱,0,19,19,7,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.03230979100044,47.03247375000137,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-7-Per.wav,Speaker2,گوینده۲,0,20,20,26,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.048189625002124,47.048355457998696,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-9-Per.wav,Speaker4,گوینده۴,0,21,21,68,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06400270800077,47.06418158300221,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,22,22,38,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08067091599878,47.08084795800096,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-13-Per.wav,Speaker4,گوینده۴,0,23,23,72,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.09661870800119,47.09677958300017,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-14-Per.wav,Speaker3,گوینده۳,0,24,24,53,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.112550875001034,47.112720583001646,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-17-Per.wav,Speaker3,گوینده۳,0,25,25,56,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.128507125002216,47.12866770799883,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-5-Per.wav,Speaker1,گوینده ۱,0,26,26,4,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.14521783300006,47.14538008300224,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,27,27,1,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16109645799952,47.16127383300045,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-16-Per.wav,Speaker1,گوینده ۱,0,28,28,15,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.17702237499907,47.17717879100019,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-13-Per.wav,Speaker2,گوینده۲,0,29,29,32,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.19282258300154,47.192970291001984,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-12-Per.wav,Speaker3,گوینده۳,0,30,30,51,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.209314125000674,47.20947508300014,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-16-Per.wav,Speaker4,گوینده۴,0,31,31,75,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.225167166001484,47.22533800000019,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-10-Per.wav,Speaker4,گوینده۴,0,32,32,69,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.24109362500167,47.241253750002215,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,33,33,3,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.25697874999969,47.257146291001845,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,34,34,12,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27347975000157,47.273634749999474,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-12-Per.wav,Speaker1,گوینده ۱,0,35,35,11,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28938583299896,47.28956924999875,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-8-Per.wav,Speaker3,گوینده۳,0,36,36,47,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.30538833299943,47.30559966600049,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-4-Per.wav,Speaker2,گوینده۲,0,37,37,23,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.32145049999963,47.32163833300001,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-3-Per.wav,Speaker4,گوینده۴,0,38,38,62,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3381132909999,47.33829350000087,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-4-Per.wav,Speaker3,گوینده۳,0,39,39,43,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.353941707999184,47.35412879100113,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-6-Per.wav,Speaker2,گوینده۲,0,40,40,25,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.36987025000053,47.37005133300045,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-11-Per.wav,Speaker3,گوینده۳,0,41,41,50,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38582312500148,47.38598816599915,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-11-Per.wav,Speaker2,گوینده۲,0,42,42,30,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.40233074999924,47.402518540999154,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-17-Per.wav,Speaker4,گوینده۴,0,43,43,76,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.418242208001175,47.41845279100016,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-19-Per.wav,Speaker3,گوینده۳,0,44,44,58,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.43421345800016,47.43439149999904,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-9-Per.wav,Speaker1,گوینده ۱,0,45,45,8,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.45020295799986,47.450379207999504,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-4-Per.wav,Speaker4,گوینده۴,0,46,46,63,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.466675708001276,47.466848166001,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,0,47,47,29,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.48260279100214,47.482775458000106,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-6-Per.wav,Speaker3,گوینده۳,0,48,48,45,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49847824999961,47.49862487499922,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-14-Per.wav,Speaker4,گوینده۴,0,49,49,73,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.51440370799901,47.514575249999325,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,0,50,50,20,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.53094654099914,47.5311195409995,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-20-Per.wav,Speaker1,گوینده ۱,0,51,51,19,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.546882665999874,47.54705816600108,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-1-Per.wav,Speaker4,گوینده۴,0,52,52,60,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.56282608300171,47.56299108299936,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-6-Per.wav,Speaker1,گوینده ۱,0,53,53,5,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.578852665999875,47.57902066600218,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,0,54,54,34,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.595460083000944,47.59563975000128,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-8-Per.wav,Speaker4,گوینده۴,0,55,55,67,,,,,90.99843133299873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.611406708001596,47.61157233300037,059469,001,2024-07-01_23h23.38.799,5-28,2024.1.4,None,2024-07-01 23h23.43.903317 +0900,
