thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupInstructions.stopped,ker_resp.stopped,GroupSelection.stopped,ker_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010955541001749225,0.011263874999713153,,,,,,,,,,,,,,,,870719,001,2024-06-20_19h50.16.555,5-7,2024.1.4,None,2024-06-20 19h50.22.169823 +0900,
,,,,0.011275958000624087,0.011414874999900348,,,,,,,,,,,,,,870719,001,2024-06-20_19h50.16.555,5-7,2024.1.4,None,2024-06-20 19h50.22.169823 +0900,
,,,,,,0.011421750001318287,0.01685133300270536,0.01685133300270536,5.0530449580001005,5.0530449580001005,5.000653416002024,None,,,,,,,870719,001,2024-06-20_19h50.16.555,5-7,2024.1.4,None,2024-06-20 19h50.22.169823 +0900,
,,,,,,,,,,,,,5.00067354100247,5.0530449580001005,10.011475125000288,10.018595166668335,10.011475125000288,10.050703000000794,,,,,,,,
