SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.01029779099917505,0.010640208012773655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
,,,,,,,,,,,,,,,0.01065799999923911,0.010791625012643635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
,,,,,,,,,,,,,,,,,0.010798125003930181,0.01656816600007005,0.01656816600007005,1.6792495410045376,3,1.619934957998339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,1.6792804580036318,1.74152550000872,6.671382875007112,6.678271666667812,6.671382875007112,6.73768658300105,11.682791166666236,16.6669684160006,16.6669684160006,16.671059875006904,16.683635082667266,16.671059875006904,21.68304695767098,26.669592541002203,26.669592541002203,26.67437345800863,26.68625920766887,26.67437345800863,31.686613207672295,36.67087262500718,36.67087262500718,36.67087262500718,36.68165487467583,36.67087262500718,41.68379629168,46.661850708012935,46.661850708012935,46.65950850000081,,,,,,,,,,,,,,,,,,,,,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.65952341600496,46.67585374999908,51.72313766600564,51.65919683300308,,,,,,,,,,,,,,,,,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,0,0,0,59,51.72313766600564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.695118000003276,51.72313766600564,51.72313766600564,51.72313766600564,51.72313766600564,51.725591832671,51.72313766600564,51.72313766600564,56.796018166001886,Correct! صحیح است,3,5.070126250007888,None,56.84872562500823,56.86989645801077,58.852431333012646,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-10-Per.wav,Speaker4,گوینده۴,0,1,1,69,58.87923708300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.855194000003394,58.87923708300514,58.87923708300514,58.87923708300514,58.87923708300514,58.88569970834263,58.87923708300514,58.87923708300514,61.53422229101125,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,2.645613416985725,None,61.54422920801153,61.56026870800997,63.54922162501316,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,2,2,52,63.575983250004356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55193508299999,63.575983250004356,63.575983250004356,63.575983250004356,63.575983250004356,63.58251495833295,63.575983250004356,63.575983250004356,68.12453679100145,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,4,4.543192708006245,None,68.12851587501063,68.14171675000398,70.13042391600902,,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-20-Per.wav,Speaker1,گوینده ۱,0,3,3,19,70.15827112500847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.13530641600664,70.15827112500847,70.15827112500847,70.15827112500847,70.15827112500847,70.16362099933806,70.15827112500847,70.15827112500847,71.89506837500085,Correct! صحیح است,1,1.727967708997312,None,71.90284004100249,71.91402654100966,73.89697375000105,73.92430566600524,841771,001,2024-06-22_14h14.15.590,5-9,2024.1.4,None,2024-06-22 14h14.22.286407 +0900,
,,,,,,,,,,,73.92430566600524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.89964075000898,73.92430566600524,73.92430566600524,73.92430566600524,73.92430566600524,73.93008866633366,73.92430566600524,73.92430566600524,75.28837229100463,Correct! صحیح است,1,1.3580888339929515,None,75.29798100001062,75.30895254100324,,,,,,,,,,
