SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,Repeat_TrainingLoopGroup3.thisRepN,Repeat_TrainingLoopGroup3.thisTrialN,Repeat_TrainingLoopGroup3.thisN,Repeat_TrainingLoopGroup3.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,correct_responses_group3,total_trials_group3,Response3.keys,Response3.rt,Response3.duration,FeedbackRoutine3.started,FeedbackText3.started,FeedbackRoutine3.stopped,FeedbackText3.stopped,CheckAccuracy3.started,CheckAccuracy3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,0.009998249999625841,0.014360040999235935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014378500000020722,0.019678665999890654,0.019678665999890654,0.8067224999995233,3,0.7515357499996753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8067477500007953,0.8770630830003938,5.796582208000473,5.806693957665872,5.796582208000473,5.8707241249994695,10.806337207666973,15.79481179100003,15.79481179100003,15.802255665999837,15.811478457666697,15.802255665999837,20.814143166666568,25.798268541000652,25.798268541000652,25.798268541000652,25.80972541666621,25.798268541000652,30.807103499666724,35.79679358300018,35.79679358300018,35.79679358300018,35.806882999666655,35.79679358300018,40.81382016666636,45.78814945799968,45.78814945799968,45.783871999999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.78392691599947,45.806825749999916,46.89587429099993,46.795901540999694,,,,,,,,,,,,,,,,,,,,,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79593620800006,46.79624895800043,,,,,,,,,,,,,,,,,,,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-20-En.wav,Speaker2,گوینده۲,,,,,,,,,0,0,0,73,0,0,0,39,46.89587429099993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.871177290999185,46.89587429099993,46.89587429099993,46.89587429099993,46.89587429099993,46.89514629100049,46.89587429099993,46.89587429099993,53.01445295799931,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,2,1,6.116182124998886,None,53.014899499999956,53.02857041599964,55.025116082999375,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-4-En.wav,Speaker2,گوینده۲,,,,,,,,,0,0,0,73,0,1,1,23,55.05404104099944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.02579508300005,55.05404104099944,55.05404104099944,55.05404104099944,55.05404104099944,55.05827829133389,55.05404104099944,55.05404104099944,55.486160124999515,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,4,1,0.42963208299988764,None,55.4903589580008,55.50964966600077,57.49857595799949,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-7-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,0,0,73,0,2,2,6,57.52458412499982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.49926879099985,57.52458412499982,57.52458412499982,57.52458412499982,57.52458412499982,57.53175074933327,57.52458412499982,57.52458412499982,57.77593637499922,Correct! صحیح است,0,6,1,0.24860283300040464,None,57.77976350000063,57.79311075000078,59.78145412500089,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-11-En.wav,Speaker2,گوینده۲,,,,,,,,,0,0,0,73,0,3,3,30,59.80427583299934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.78164504100096,59.80427583299934,59.80427583299934,59.80427583299934,59.80427583299934,59.79809024966586,59.80427583299934,59.80427583299934,60.032916000000114,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,8,1,0.22692437499972584,None,60.036611583000195,60.04887887500081,62.03326358300001,62.060683790999974,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-19-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,0,0,73,0,4,4,18,62.060683790999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.03380454100079,62.060683790999974,62.060683790999974,62.060683790999974,62.060683790999974,62.06585099933412,62.060683790999974,62.060683790999974,62.23418599999968,Correct! صحیح است,0,10,1,0.165483040998879,None,62.23849416600024,62.24913183299941,64.24090491599964,,,,607600,001,2024-07-01_18h49.53.709,5-26,2024.1.4,None,2024-07-01 18h49.59.374366 +0900,
