SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_9.started,sound_13.started,text_7.started,image_8.stopped,text_6.stopped,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,CheckAccuracy1.started,accuracy_group1,proceed_to_test,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-2-Per.wav,Speaker3,گوینده۳,0,1,1,53,0,64,64,41,456.00218795800174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.9807660420047,456.00218795800174,456.00218795800174,456.00218795800174,456.00218795800174,455.99697670866976,456.00218795800174,456.00218795800174,457.9921745419997,Correct! صحیح است,85,145,3,1.9777352499950211,None,457.9963007920014,458.00895675000356,459.99682562500675,460.0201524580043,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-12-Per.wav,Speaker4,گوینده۴,0,1,1,53,0,65,65,71,460.0201524580043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9978391670011,460.0201524580043,460.0201524580043,460.0201524580043,460.0201524580043,460.0290515413367,460.0201524580043,460.0201524580043,461.5733756670015,Correct! صحیح است,86,146,4,1.5424547079965123,None,461.578510583,461.5915592920064,463.5794813750035,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,1,1,53,0,66,66,38,463.6007180000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.5796500420038,463.6007180000015,463.6007180000015,463.6007180000015,463.6007180000015,463.59611108366903,463.6007180000015,463.6007180000015,464.8050987500028,Correct! صحیح است,87,147,2,1.2030757079992327,None,464.8101204170016,464.8231574580059,466.81532895800046,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,1,1,53,0,67,67,52,466.8388283750028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.81592554200324,466.8388283750028,466.8388283750028,466.8388283750028,466.8388283750028,466.84848304133675,466.8388283750028,466.8388283750028,469.82443654200324,Correct! صحیح است,88,148,3,2.976540000003297,None,469.8282244580041,469.83725383300043,471.8202839170044,471.84094566700514,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,0,1,1,53,0,68,68,61,471.84094566700514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.82045804200607,471.84094566700514,471.84094566700514,471.84094566700514,471.84094566700514,471.8366388336692,471.84094566700514,471.84094566700514,473.55851679199986,Correct! صحیح است,89,149,4,1.7114868749995367,None,473.5622949170065,473.57353383300506,475.56745562500146,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-9-Per.wav,Speaker1,گوینده ۱,0,1,1,53,0,69,69,8,475.5917757500065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.5676433330009,475.5917757500065,475.5917757500065,475.5917757500065,475.5917757500065,475.60074937533545,475.5917757500065,475.5917757500065,477.12687850000657,Correct! صحیح است,90,150,1,1.5331777079991298,None,477.1310580000063,477.1422817500061,479.13293983300537,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-1-Per.wav,Speaker4,گوینده۴,0,1,1,53,0,70,70,60,479.1546003330004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.13312537500315,479.1546003330004,479.1546003330004,479.1546003330004,479.1546003330004,479.14955904167095,479.1546003330004,479.1546003330004,480.8550438750026,Correct! صحیح است,91,151,4,1.694419375002326,None,480.8588596250047,480.8694444580033,482.8528153330044,482.87398383300024,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-8-Per.wav,Speaker3,گوینده۳,0,1,1,53,0,71,71,47,482.87398383300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.85301404200436,482.87398383300024,482.87398383300024,482.87398383300024,482.87398383300024,482.86919358367254,482.87398383300024,482.87398383300024,484.31498570800613,Correct! صحیح است,92,152,3,1.4382767920033075,None,484.31925391700497,484.3319225830055,486.3158978749998,486.3419208750056,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,1,1,53,0,72,72,1,486.3419208750056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.31671708300564,486.3419208750056,486.3419208750056,486.3419208750056,486.3419208750056,486.34815758333616,486.3419208750056,486.3419208750056,487.62928483300493,Correct! صحیح است,93,153,1,1.2803074170005857,None,487.63326050000614,487.644891750002,489.63460204200237,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-2-Per.wav,Speaker2,گوینده۲,0,1,1,53,0,73,73,21,489.6552317080059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6347702500061,489.6552317080059,489.6552317080059,489.6552317080059,489.6552317080059,489.65123554166735,489.6552317080059,489.6552317080059,490.87750733300345,Correct! صحیح است,94,154,2,1.2112792499974603,None,490.88175929200224,490.89023712500057,492.8791693750027,492.90032954200433,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-5-Per.wav,Speaker2,گوینده۲,0,1,1,53,0,74,74,24,492.90032954200433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.87934083300206,492.90032954200433,492.90032954200433,492.90032954200433,492.90032954200433,492.89548787467015,492.90032954200433,492.90032954200433,494.2550398750027,Correct! صحیح است,95,155,2,1.3467375000036554,None,494.258973875003,494.2699015420003,496.25763933300186,496.2806550000023,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-15-Per.wav,Speaker2,گوینده۲,0,1,1,53,0,75,75,34,496.2806550000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.2584087080031,496.2806550000023,496.2806550000023,496.2806550000023,496.2806550000023,496.2899058753396,496.2806550000023,496.2806550000023,497.594192250006,Correct! صحیح است,96,156,2,1.310646791003819,None,497.59803741700307,497.60929804199986,499.59472541700234,499.6148052080025,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-12-Per.wav,Speaker3,گوینده۳,0,1,1,53,0,76,76,51,499.6148052080025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.5948868750056,499.6148052080025,499.6148052080025,499.6148052080025,499.6148052080025,499.61115341666687,499.6148052080025,499.6148052080025,501.31951200000185,Correct! صحیح است,97,157,3,1.7032912920039962,None,501.3233608750015,501.33435708300385,503.31824783300544,503.33896200000163,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,1,1,53,0,77,77,12,503.33896200000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.3184212080014,503.33896200000163,503.33896200000163,503.33896200000163,503.33896200000163,503.33465412466853,503.33896200000163,503.33896200000163,505.17206141700444,Correct! صحیح است,98,158,1,1.8320567090049735,None,505.17591216700384,505.1878259170044,507.17120987500675,507.19334929199977,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-6-Per.wav,Speaker4,گوینده۴,0,1,1,53,0,78,78,65,507.19334929199977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.171611167003,507.19334929199977,507.19334929199977,507.19334929199977,507.19334929199977,507.1873968336697,507.19334929199977,507.19334929199977,508.51993970800686,Correct! صحیح است,99,159,4,1.3224020409979858,None,508.52402012500534,508.53538675000163,510.53178762500465,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-18-Per.wav,Speaker4,گوینده۴,0,1,1,53,0,79,79,77,510.5527068330048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.5319632500032,510.5527068330048,510.5527068330048,510.5527068330048,510.5527068330048,510.54841499966665,510.5527068330048,510.5527068330048,512.4939425000048,Correct! صحیح است,100,160,4,1.9380753750010626,None,512.4978067500051,512.5092059580056,514.493049208002,514.5365315420058,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-14-Per.wav,Speaker3,گوینده۳,0,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.493369667005,0.0,False,514.4939283750064,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-8-Per.wav,Speaker2,گوینده۲,0,2,2,41,0,0,0,27,514.5365315420058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5155874170014,514.5365315420058,514.5365315420058,514.5365315420058,514.5365315420058,514.5418972080049,514.5365315420058,514.5365315420058,518.0649011250061,Correct! صحیح است,101,161,2,3.521140083001228,None,518.0655294580065,518.0768293330038,520.0603046670003,520.0813416670062,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-12-Per.wav,Speaker2,گوینده۲,0,2,2,41,0,1,1,31,520.0813416670062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0604880419996,520.0813416670062,520.0813416670062,520.0813416670062,520.0813416670062,520.0766499996719,520.0813416670062,520.0813416670062,522.6046905420008,Correct! صحیح است,102,162,2,2.5169490830012364,None,522.6049464580065,522.6160382920061,524.5996018330043,524.6208977920032,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-16-Per.wav,Speaker3,گوینده۳,0,2,2,41,0,2,2,55,524.6208977920032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.5997930830054,524.6208977920032,524.6208977920032,524.6208977920032,524.6208977920032,524.6158600836682,524.6208977920032,524.6208977920032,530.065394833,Correct! صحیح است,103,163,3,5.430658290999418,None,530.0656259170064,530.0750749580038,532.0613930830004,532.0821850000066,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,2,2,41,0,3,3,3,532.0821850000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0615505420064,532.0821850000066,532.0821850000066,532.0821850000066,532.0821850000066,532.0778355416735,532.0821850000066,532.0821850000066,533.378043292003,Correct! صحیح است,104,164,1,1.29309325000213,None,533.383170208006,533.3960666670027,535.3812460830013,535.4026611670051,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
,,,,,,,,,,,,,,,535.4026611670051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.381446667001,535.4026611670051,535.4026611670051,535.4026611670051,535.4026611670051,535.3976762086716,535.4026611670051,535.4026611670051,,,,,,,,,,,,,,,,,,,,,,,
