SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_9.started,sound_13.started,text_7.started,image_8.stopped,text_6.stopped,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,CheckAccuracy1.started,accuracy_group1,proceed_to_test,CheckAccuracy1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008677708006871399,0.008985125001345295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
,,,,,,,,,,,,,,,,,,,0.009001792001072317,0.013198500004364178,0.013198500004364178,1.261124208002002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,1.261155875006807,1.3135010830010287,6.25139591700281,6.261460916666935,6.25139591700281,6.312698708003154,11.266075291667464,16.253667208002298,16.253667208002298,16.253667208002298,16.265198791672688,16.253667208002298,21.260837083671746,26.241374708006333,26.241374708006333,26.266800708006485,26.274021208668515,26.266800708006485,31.269955958672895,36.24989762500627,36.26066029166783,36.24989762500627,36.260418333004054,36.260418333004054,41.26396929166755,46.2426342079998,46.2426342079998,46.23841495800298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.238474375000806,46.26220891700359,47.326981875005,47.24666879200231,,,,,,,,,,,,,,,,,,,,,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.24669745800202,47.24699941700237,,,,,,,,,,,,,,,,,,,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-1-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,0,0,20,47.326981875005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29898500000127,47.326981875005,47.326981875005,47.326981875005,47.326981875005,47.32927250033875,47.326981875005,47.326981875005,50.288797667002655,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,0,1,1,2.9486840419995133,None,50.28925883299962,50.29981929200585,52.290806500001054,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-19-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,1,1,78,52.3172514580001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.29140350000671,52.3172514580001,52.3172514580001,52.3172514580001,52.3172514580001,52.32396575033684,52.3172514580001,52.3172514580001,55.21776370800217,Correct! صحیح است,1,2,4,2.8980742919957265,None,55.22183854200557,55.234475583005405,57.222188958003244,57.248141916999884,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-5-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,2,2,24,57.248141916999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.223133708001114,57.248141916999884,57.248141916999884,57.248141916999884,57.248141916999884,57.25465233333719,57.248141916999884,57.248141916999884,60.09793658300623,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,1,3,1,2.8436800419949577,None,60.09812337500625,60.11124508300418,62.1069751670002,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,3,3,59,62.133560958005546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.10767150000174,62.133560958005546,62.133560958005546,62.133560958005546,62.133560958005546,62.14016670833419,62.133560958005546,62.133560958005546,62.29747279200092,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,1,4,1,0.15906874999927823,None,62.301200208006776,62.313618958003644,64.30440358300257,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-13-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,4,4,52,64.3287516670025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.30455504200654,64.3287516670025,64.3287516670025,64.3287516670025,64.3287516670025,64.33769654133405,64.3287516670025,64.3287516670025,64.61585500000365,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,1,5,1,0.2807694170041941,None,64.61966966700129,64.6325366670062,66.62112550000165,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-8-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,5,5,27,66.6448097080065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.62129304200062,66.6448097080065,66.6448097080065,66.6448097080065,66.6448097080065,66.6544195413376,66.6448097080065,66.6448097080065,66.9295501670058,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,1,6,1,0.2747765409949352,None,66.93486366700381,66.94979025000066,68.94121166700643,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-5-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,6,6,64,68.96862570800295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94185724999988,68.96862570800295,68.96862570800295,68.96862570800295,68.96862570800295,68.97438925033978,68.96862570800295,68.96862570800295,69.2137080829998,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,1,7,1,0.24344533300609328,None,69.21767070799979,69.23213454200595,71.21661566700641,71.2403228750045,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-2-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,7,7,1,71.2403228750045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.21680183300487,71.2403228750045,71.2403228750045,71.2403228750045,71.2403228750045,71.24973904133415,71.2403228750045,71.2403228750045,71.27243954200094,Correct! صحیح است,2,8,1,0.0274028330022702,None,71.2765490830061,71.28745583300042,73.27084387500508,73.29514129200106,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-4-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,8,8,43,73.29514129200106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27103683300084,73.29514129200106,73.29514129200106,73.29514129200106,73.29514129200106,73.30388291633474,73.29514129200106,73.29514129200106,73.47376154200174,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,2,9,1,0.17091537499800324,None,73.47750975000235,73.49014237500523,75.47522500000196,75.49812045800354,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-4-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,9,9,23,75.49812045800354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.47538670799986,75.49812045800354,75.49812045800354,75.49812045800354,75.49812045800354,75.49168899967141,75.49812045800354,75.49812045800354,75.62706891700509,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,2,10,1,0.12171045900322497,None,75.63129104200198,75.64327466700342,77.62803095800336,77.65349141700426,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-10-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,10,10,29,77.65349141700426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.62881470800494,77.65349141700426,77.65349141700426,77.65349141700426,77.65349141700426,77.66055604133774,77.65349141700426,77.65349141700426,77.65408004200435,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,2,11,1,2.101272334002715,None,77.6543708330064,77.66425158300262,79.65180875000078,79.67372666700248,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-3-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,11,11,22,79.67372666700248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.65198200000304,79.67372666700248,79.67372666700248,79.67372666700248,79.67372666700248,79.66828520867081,79.67372666700248,79.67372666700248,79.7051973330017,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,2,12,1,0.025676458004454616,None,79.70939312500559,79.72155895800097,81.70604850000382,81.73084962500434,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-14-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,12,12,33,81.73084962500434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.70665437500429,81.73084962500434,81.73084962500434,81.73084962500434,81.73084962500434,81.72180545866674,81.73084962500434,81.73084962500434,81.73139366700343,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,2,13,1,2.0384027500040247,None,81.7356512500046,81.7451518750022,83.7389467920002,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-3-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,13,13,62,83.76408320799965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73969812500582,83.76408320799965,83.76408320799965,83.76408320799965,83.76408320799965,83.77212145833667,83.76408320799965,83.76408320799965,83.83414729200013,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,14,1,0.05991612499929033,None,83.83816808300617,83.85061333300109,85.84328945800371,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-20-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,14,14,79,85.86438058299973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.84349354200094,85.86438058299973,85.86438058299973,85.86438058299973,85.86438058299973,85.8598984166713,85.86438058299973,85.86438058299973,85.86499825000647,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,15,1,2.063355833000969,None,85.86911037500249,85.87925037500099,87.86646862500493,87.89078154200251,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-2-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,15,15,61,87.89078154200251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8666311670022,87.89078154200251,87.89078154200251,87.89078154200251,87.89078154200251,87.89952358333588,87.89078154200251,87.89078154200251,87.89134562500112,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,16,1,1.9011794590041973,None,87.89158837500145,87.90181191700685,89.8878269170018,89.913067417001,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-4-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,16,16,63,89.913067417001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88874291700631,89.913067417001,89.913067417001,89.913067417001,89.913067417001,89.92023108333572,89.913067417001,89.913067417001,89.9135896250009,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,17,1,1.9456431250000605,None,89.91379416700511,89.9235520420043,91.90718095800548,91.92990779200045,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-6-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,17,17,65,91.92990779200045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.90733650000038,91.92990779200045,91.92990779200045,91.92990779200045,91.92990779200045,91.92358916667241,91.92990779200045,91.92990779200045,91.93050008300634,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,2,18,1,1.8650647079994087,None,91.93474075000267,91.94488541700412,93.9283774170035,93.951038625004,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-20-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,18,18,39,93.951038625004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.92852683300589,93.951038625004,93.951038625004,93.951038625004,93.951038625004,93.9448092086716,93.951038625004,93.951038625004,94.30998858300154,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,2,19,1,0.3466997089999495,None,94.31388258300285,94.32673866700497,96.30967504200089,96.33196529200359,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-18-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,19,19,17,96.33196529200359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.30985675000557,96.33196529200359,96.33196529200359,96.33196529200359,96.33196529200359,96.3260761666718,96.33196529200359,96.33196529200359,96.38607500000217,Correct! صحیح است,3,20,1,0.05085824999696342,None,96.38978908300487,96.40043987500394,98.39516550000553,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-6-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,20,20,5,98.41820733300119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39574879200518,98.41820733300119,98.41820733300119,98.41820733300119,98.41820733300119,98.42831362533664,98.41820733300119,98.41820733300119,98.41883775000315,Correct! صحیح است,4,21,1,1.9895772079980816,None,98.4191401670032,98.42820487500285,100.41691062500468,100.44184620800661,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-8-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,21,21,47,100.44184620800661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41730820800149,100.44184620800661,100.44184620800661,100.44184620800661,100.44184620800661,100.44987241633547,100.44184620800661,100.44184620800661,100.44242370800202,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,4,22,1,1.8747668329961016,None,100.44292525000492,100.45277441700455,102.44407879200298,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-7-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,22,22,6,102.46960725000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.44473716700304,102.46960725000099,102.46960725000099,102.46960725000099,102.46960725000099,102.47724720833551,102.46960725000099,102.46960725000099,102.47015725000529,Correct! صحیح است,5,23,1,1.8834955419952166,None,102.47044370799995,102.47817945800489,104.47028633300215,104.4955410420007,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-18-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,23,23,57,104.4955410420007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.47118633300124,104.4955410420007,104.4955410420007,104.4955410420007,104.4955410420007,104.50266345833418,104.4955410420007,104.4955410420007,104.80894266700489,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,5,24,1,0.31033724999724654,None,104.81297975000052,104.82557787500264,106.81836429200484,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-10-Per.wav,Speaker3,گوینده۳,0,0,0,3,0,24,24,49,106.84413183300057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.81902325000556,106.84413183300057,106.84413183300057,106.84413183300057,106.84413183300057,106.85150070833382,106.84413183300057,106.84413183300057,107.12430070800474,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,5,25,1,0.27189570799964713,None,107.12860487500438,107.13922766700125,109.12820925000415,109.15335508300632,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-18-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,25,25,37,109.15335508300632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1283749580034,109.15335508300632,109.15335508300632,109.15335508300632,109.15335508300632,109.14467370867011,109.15335508300632,109.15335508300632,109.15398408300098,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,5,26,1,2.2887222499994095,None,109.15797541700158,109.16829204200621,111.15291975000582,111.1783732920012,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-6-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,26,26,25,111.1783732920012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.15361991700047,111.1783732920012,111.1783732920012,111.1783732920012,111.1783732920012,111.1854266253363,111.1783732920012,111.1783732920012,111.17892433300585,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,5,27,1,1.970263667004474,None,111.17919841700495,111.18892333300028,113.1754787500031,113.2004174169997,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-15-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,27,27,14,113.2004174169997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.17563825000252,113.2004174169997,113.2004174169997,113.2004174169997,113.2004174169997,113.19157016666965,113.2004174169997,113.2004174169997,113.20097820800584,Correct! صحیح است,6,28,1,1.9949275000035414,None,113.20141500000318,113.20903983300377,115.19263575000514,115.21586758299964,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,28,28,12,115.21586758299964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.19280745800643,115.21586758299964,115.21586758299964,115.21586758299964,115.21586758299964,115.22573533333392,115.21586758299964,115.21586758299964,115.21645537500444,Correct! صحیح است,7,29,1,1.9783916669985047,None,115.21672558300634,115.22448645800614,117.21502745800535,117.23883133300114,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-3-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,29,29,2,117.23883133300114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.21574779200455,117.23883133300114,117.23883133300114,117.23883133300114,117.23883133300114,117.24736150033326,117.23883133300114,117.23883133300114,117.29416454199963,Correct! صحیح است,8,30,1,0.05430674999661278,None,117.29801145800593,117.30864070800453,119.2925593750042,119.31553574999998,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-9-Per.wav,Speaker2,گوینده۲,0,0,0,3,0,30,30,28,119.31553574999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.29273716700118,119.31553574999998,119.31553574999998,119.31553574999998,119.31553574999998,119.32558358333384,119.31553574999998,119.31553574999998,119.4765532080055,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,8,31,1,0.15972441700432682,None,119.48082554200664,119.49394966700493,121.48090558300464,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-1-Per.wav,Speaker4,گوینده۴,0,0,0,3,0,31,31,60,121.5037336250025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.48110720800469,121.5037336250025,121.5037336250025,121.5037336250025,121.5037336250025,121.49753099967008,121.5037336250025,121.5037336250025,121.54591733300185,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,8,32,1,0.04110183299781056,None,121.54958450000413,121.56223808300274,123.54560162500275,123.5690039580004,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-4-Per.wav,Speaker1,گوینده ۱,0,0,0,3,0,32,32,13,123.5690039580004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.54634462499962,123.5690039580004,123.5690039580004,123.5690039580004,123.5690039580004,123.57813483333351,123.5690039580004,123.5690039580004,123.73486962500465,Correct! صحیح است,9,33,1,0.1627092500057188,None,123.73869858300168,123.74986291700043,125.74119600000267,,,,,,217941,001,2024-07-02_14h29.10.851,5-33,2024.1.4,None,2024-07-02 14h29.15.081022 +0900,
