SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,FeedbackText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.010357291001128033,0.010678665996238124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
,,,,,,,,,,,,,,,0.010706082997785416,0.010844249998626765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
,,,,,,,,,,,,,,,,,0.010853624997253064,0.015419750001456123,0.015419750001456123,1.0652070409996668,1,1.0138149999984307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,1.0652356249993318,1.120035291001841,6.062865915999282,6.067992707667387,6.062865915999282,6.110580374996061,11.076017832663881,16.05932762500015,16.05932762500015,16.05932762500015,16.067691499662274,16.05932762500015,21.06469754166416,26.059072415999253,26.059072415999253,26.064240915999108,26.07573908266592,26.064240915999108,31.06445862466741,36.05234120800014,36.05234120800014,36.05234120800014,36.064722457664416,36.05234120800014,41.07344945766478,46.04314116599562,46.04314116599562,46.04099062499881,,,,,,,,,,,,,,,,,,,,,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04100712500076,46.060532666000654,51.117314082999656,51.04995770799724,,,,,,,,,,,,,,,,,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_Per/P1-13-Per.wav,Speaker1,گوینده ۱,0,0,0,12,51.117314082999656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.088552499997604,51.117314082999656,51.117314082999656,51.117314082999656,51.117314082999656,51.115688499668124,51.117314082999656,51.117314082999656,53.98241145799693,Correct! صحیح است!,1,2.8601293329993496,None,54.04032433300017,54.06188341599773,56.041574415998184,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-16-Per.wav,Speaker2,گوینده۲,0,1,1,35,56.06915887499781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.04589979099546,56.06915887499781,56.06915887499781,56.06915887499781,56.06915887499781,56.07471566633515,56.06915887499781,56.06915887499781,58.036704665995785,Incorrect! The correct answer is Speaker2.  نادرست! پاسخ صحیح گوینده۲.,1,1.9661706669940031,None,58.04537137499574,58.060948749996896,60.0570463749973,,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-14-Per.wav,Speaker2,گوینده۲,0,2,2,33,60.083659415999136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05968508299702,60.083659415999136,60.083659415999136,60.083659415999136,60.083659415999136,60.090346333331155,60.083659415999136,60.083659415999136,63.60202329100139,Incorrect! The correct answer is Speaker2.  نادرست! پاسخ صحیح گوینده۲.,1,3.5093692079972243,None,63.60992874999647,63.62090724999871,65.60699533300067,65.63425729099981,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-15-Per.wav,Speaker3,گوینده۳,0,3,3,54,65.63425729099981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60967708299722,65.63425729099981,65.63425729099981,65.63425729099981,65.63425729099981,65.63979254133349,65.63425729099981,65.63425729099981,69.24996804099646,Correct! صحیح است!,3,3.608716082999308,None,69.25744337499782,69.26898608299962,71.25360941599502,71.28076950000104,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-18-Per.wav,Speaker4,گوینده۴,0,4,4,77,71.28076950000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2562949159983,71.28076950000104,71.28076950000104,71.28076950000104,71.28076950000104,71.28673716633105,71.28076950000104,71.28076950000104,76.1600263750006,Correct! صحیح است!,4,4.86931908299448,None,76.16404462500213,76.173291082996,78.1580862080009,78.18570104100218,910742,001,2024-06-21_22h27.26.226,5-8,2024.1.4,None,2024-06-21 22h27.31.409101 +0900,
