SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses_group3,total_trials_group3,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,CheckAccuracy3.started,CheckAccuracy3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.00926691699987714,0.009571624999807682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
,,,,,,,,,,,,,,,,,,,,,,,0.009585957999661332,0.014296416999968642,0.014296416999968642,2.0844432079998114,3,2.035547291999592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0844753749997835,2.1361358330000257,7.081571291999808,7.088275333666631,7.081571291999808,7.125751874999878,12.098348124666488,17.08168762499963,17.08168762499963,17.08168762499963,17.091127666666367,17.08168762499963,22.089393708666435,27.078627999999753,27.078627999999753,27.078627999999753,27.088558833666653,27.078627999999753,32.08395879166643,37.06646574999968,37.06646574999968,37.085434082999654,37.097318833666364,37.085434082999654,42.087239291666506,47.07500191700001,47.07500191700001,47.07198320799989,,,,,,,,,,,,,,,,,,,,,,,,,,,,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.07199720799963,47.07500191700001,48.12741204199983,48.05866408299971,,,,,,,,,,,,,,,,,,,,,,,,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.05868283299969,48.05883233299983,,,,,,,,,,,,,,,,,,,,,,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-12-En.wav,Speaker3,گوینده۳,,,,,,,,,0,0,0,51,48.12741204199983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.106427833,48.12741204199983,48.12741204199983,48.12741204199983,48.12741204199983,48.125046041666394,48.12741204199983,48.12741204199983,54.06709262499999,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,1,5.934791334000238,None,68,81,54.07214166699987,54.08561374999999,56.09555533299999,56.06989733299997,56.06992091699976,56.07016537499976,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-12-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,1,1,11,56.09555533299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.07163929199987,56.09555533299999,56.09555533299999,56.09555533299999,56.09555533299999,56.10248750033318,56.09555533299999,56.09555533299999,61.38848504199996,Correct! صحیح است,1,5.283196959000179,None,68,82,61.38960745799977,61.40704258300002,,63.39427099999966,63.394302332999814,63.395031666999785,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-5-En.wav,Speaker4,گوینده۴,,,,,,,,,0,2,2,64,63.42254637499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.39638658299964,63.42254637499991,63.42254637499991,63.42254637499991,63.42254637499991,63.42741329133335,63.42254637499991,63.42254637499991,65.3619417079999,Incorrect! The correct answer is Speaker4. نادرست! پاسخ صحیح گوینده۴ است,1,1.928722000000107,None,68,83,65.36625641699993,65.37956495799972,67.39067537499977,67.36613133299988,67.3661415419997,67.36629862499967,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-5-En.wav,Speaker3,گوینده۳,,,,,,,,,0,3,3,44,67.39067537499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.36677245800001,67.39067537499977,67.39067537499977,67.39067537499977,67.39067537499977,67.39920391633316,67.39067537499977,67.39067537499977,398.92781966699977,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,1,331.52822508400004,None,68,84,398.92841391699994,398.9416374999996,,400.928810292,400.92883462500004,400.9294186249999,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-11-En.wav,Speaker2,گوینده۲,,,,,,,,,0,4,4,30,400.95525829200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.93083258299976,400.95525829200005,400.95525829200005,400.95525829200005,400.95525829200005,400.9619704583333,400.95525829200005,400.95525829200005,404.60171383299985,Incorrect! The correct answer is Speaker2. نادرست! پاسخ صحیح گوینده۲ است,1,3.644569290999698,None,68,85,404.60228904199994,404.6151414169999,,406.6039915829997,406.60402933299974,406.6046877079998,910523,001,2024-07-01_17h05.52.248,5-26,2024.1.4,None,2024-07-01 17h05.58.806157 +0900,
