thisRow.t,notes,Initialize.started,Initialize.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,RoutingRoutine.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009938667004462332,0.010294583000359125,,,,,,,,,997143,001,2024-06-22_18h02.01.893,5-10,2024.1.4,None,2024-06-22 18h02.09.702400 +0900,
,,,,0.010313000006135553,0.016329582998878323,0.016329582998878323,0.9525503750046482,3,0.8979330419970211,None,,997143,001,2024-06-22_18h02.01.893,5-10,2024.1.4,None,2024-06-22 18h02.09.702400 +0900,
,,,,,,,,,,,0.9525804170116317,,,,,,,,
