TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,CorrectAnswer,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image_7.started,sound_9.started,text_5.started,image.stopped,text_4.stopped,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,Response.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.010774207999929786,0.01110379099554848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,099034,001,2024-06-21_10h16.10.280,5-7,2024.1.4,None,2024-06-21 10h16.15.711454 +0900,
,,,,,,,,,,,,,,0.011123290998511948,0.011272124997049104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,099034,001,2024-06-21_10h16.10.280,5-7,2024.1.4,None,2024-06-21 10h16.15.711454 +0900,
,,,,,,,,,,,,,,,,0.011278874997515231,0.0162461660002009,0.0162461660002009,0.4606115829956252,1,0.3993568750011036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,099034,001,2024-06-21_10h16.10.280,5-7,2024.1.4,None,2024-06-21 10h16.15.711454 +0900,
,,,,,,,,,,,,,,,,,,,,,,,0.4606537079962436,0.5111652499981574,5.466254749997461,5.4734207496624245,5.466254749997461,5.507616999995662,10.46573349966299,15.454962790994614,15.463166374666132,15.454962790994614,15.458126999998058,15.458126999998058,20.461050749665688,25.454648790997453,25.454648790997453,25.454648790997453,25.464556166665957,25.454648790997453,30.474031249661735,35.44509475000086,35.44509475000086,35.450490999995964,35.46176141666753,35.450490999995964,40.471155082665305,45.44458754099469,45.44458754099469,45.43999320799776,,,,,,,,,,,,,099034,001,2024-06-21_10h16.10.280,5-7,2024.1.4,None,2024-06-21 10h16.15.711454 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.44004208299884,45.45708858299622,50.5040454159971,50.45052645800024,,,,,,,,,099034,001,2024-06-21_10h16.10.280,5-7,2024.1.4,None,2024-06-21 10h16.15.711454 +0900,
,,,,,,,,,,50.5040454159971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.475014915995416,50.5040454159971,50.5040454159971,50.5040454159971,50.5040454159971,50.49966962499893,50.5040454159971,50.5040454159971,,,,,,,,
