SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,repeated_TrainingLoopGroup1.thisRepN,repeated_TrainingLoopGroup1.thisTrialN,repeated_TrainingLoopGroup1.thisN,repeated_TrainingLoopGroup1.thisIndex,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,HeadphoneCheck.started,text_13.started,mouse.started,checkbox.started,HeadphoneCheck.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Headphone_Used,Introduction.started,text_2.started,image.started,sound_8.started,text_4.started,text_2.stopped,image.stopped,text_4.stopped,image_7.started,sound_10.started,text_5.started,image_7.stopped,text_5.stopped,image_8.started,sound_12.started,text_6.started,image_8.stopped,text_6.stopped,image_9.started,sound_14.started,text_7.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,SessionNumberText.started,TrainingGroup1.stopped,feedbackText,correct_responses_group1,total_trials_group1,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,Break.started,Break.stopped,mouse1.x,mouse1.y,mouse1.leftButton,mouse1.midButton,mouse1.rightButton,mouse1.time,mouse1.clicked_name,Proceed_Break,FeedbackText.stopped,break_message.started,mouse1.started,checkbox1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.009170999997877516,0.00950520799960941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,,,,,0.009521625004708767,0.01377633299853187,0.01377633299853187,1.5372492919996148,1,1.4856521670008078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.5372837080067256,1.5488283750019036,0.00020083300478290766,1.5488283750019036,2.5560643329954473,[0.009164969450101833],[-0.1659877800407332],[1],[0],[0],[1.0179751660034526],['checkbox'],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5562393330037594,2.5971615830058,7.551300582999829,7.562328166666945,7.551300582999829,7.582519333009259,15.550106000009691,15.550106000009691,15.550106000009691,15.561870791662175,15.550106000009691,23.547416832996532,23.547416832996532,23.55196633300511,23.564083499663198,23.55196633300511,31.548758874996565,31.548758874996565,31.557757250004215,31.56542554166323,31.557757250004215,39.549622999998974,39.549622999998974,39.54524345800746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.54526979199727,39.549622999998974,40.61955545800447,40.53816108300816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.53817379199609,40.538338291997206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_Per/P4-1-Per.wav,Speaker4,گوینده۴,0,0,0,69,0,0,0,60,40.61955545800447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.589487042001565,40.61955545800447,40.61955545800447,40.61955545800447,40.61955545800447,40.6212499163424,40.61955545800447,40.61955545800447,40.61955545800447,42.48811299999943,نادرست! پاسخ صحیح گوینده۴ است,0,1,1,1.860545417002868,None,42.49218275000749,42.51031408300332,44.49619237500883,44.496201667003334,44.49630112500745,[],[],[],[],[],[],[],False,,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-20-Per.wav,Speaker3,گوینده۳,0,0,0,69,0,1,1,59,44.522136957995826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.497080166998785,44.522136957995826,44.522136957995826,44.522136957995826,44.522136957995826,44.5294912083414,44.522136957995826,44.522136957995826,44.522136957995826,45.32217450000462,نادرست! پاسخ صحیح گوینده۳ است,0,2,1,0.7975623749953229,None,45.3263147079997,45.33764287500526,47.320644082996296,47.3206552920019,47.32074958299927,[],[],[],[],[],[],[],False,47.347492917004274,,,,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_Per/P3-1-Per.wav,Speaker3,گوینده۳,0,0,0,69,0,2,2,40,47.347492917004274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.32117500000459,47.347492917004274,47.347492917004274,47.347492917004274,47.347492917004274,47.353715416342794,47.347492917004274,47.347492917004274,47.347492917004274,49.988963625000906,نادرست! پاسخ صحیح گوینده۳ است,0,3,1,2.633985541004222,None,49.99291549999907,50.004617958009476,51.992308917004266,51.99233700000332,61.99555408299784,[],[],[],[],[],[],[],False,52.001248625005246,52.001248625005246,-9.56250005401671e-05,52.001248625005246,216681,001,2024-08-02_18h50.07.073,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-08-02 18h50.12.010951 +0900,
,,,,,,,,,,,,,,,62.023207833000924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.99697633300093,62.023207833000924,62.023207833000924,62.023207833000924,62.023207833000924,62.027484291342745,62.023207833000924,62.023207833000924,62.023207833000924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
