SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image_7.started,sound_9.started,text_5.started,image.stopped,text_4.stopped,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,Response3.keys,Response3.rt,Response3.duration,correct_responses_group3,total_trials_group3,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,CheckAccuracy3.started,accuracy_group3,proceed_to_test_group3,CheckAccuracy3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.01102654199985409,0.011335457999848586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
,,,,,,,,,,,,,,,,,,,,,,,0.011351125000146567,0.023095667000234243,0.023095667000234243,1.3796258329994089,3,1.3199310829995738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.379651707999983,1.4517441669995605,6.385615791999953,6.380756833666298,6.385615791999953,6.442538958000114,11.390335874666805,16.37616783300018,16.383151291666096,16.37616783300018,16.380697667000277,16.380697667000277,21.383005708666374,26.36830458300028,26.36830458300028,26.36830458300028,26.37998412466665,26.36830458300028,31.380854166666964,36.36331504200007,36.36331504200007,36.368552666999676,36.37998170866673,36.368552666999676,41.38151287466668,46.36098870800015,46.36098870800015,46.35628241699942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35632474999966,46.37987358299961,47.45809762499994,47.373567583000295,,,,,,,,,,,,,,,,,,,,,,,,,,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.37358391699945,47.37373275000027,,,,,,,,,,,,,,,,,,,,,,,,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-15-En.wav,Speaker4,گوینده۴,,,,,,,,,0,0,0,74,47.45809762499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.43063904199971,47.45809762499994,47.45809762499994,47.45809762499994,47.45809762499994,47.45669404133363,47.45809762499994,47.45809762499994,50.719544374999714,Correct! صحیح است,4,3.2595491249994666,None,0,1,50.72427708299983,50.737137000000075,52.74695191699993,52.72371275000023,52.723723832999895,0.0,False,52.72399295800005,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-3-En.wav,Speaker2,گوینده۲,,,,,,,,,0,1,1,22,52.74695191699993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7241686669995,52.74695191699993,52.74695191699993,52.74695191699993,52.74695191699993,52.75679629133313,52.74695191699993,52.74695191699993,54.16135695799949,Correct! صحیح است,2,1.4089899589998822,None,0,2,54.16539791699961,54.176859041999705,56.18834416699974,56.162235750000036,56.162249332999636,0.0,False,56.16246287499962,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-2-En.wav,Speaker2,گوینده۲,,,,,,,,,0,2,2,21,56.18834416699974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.16268391699941,56.18834416699974,56.18834416699974,56.18834416699974,56.18834416699974,56.19537029133292,56.18834416699974,56.18834416699974,57.647417416999815,Correct! صحیح است,2,1.458006583000497,None,0,3,57.65225920800003,57.668955791999906,59.67574158299976,59.6523106249997,59.65231991699966,0.0,False,59.65248995799993,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-17-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,3,3,16,59.67574158299976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.652673791999405,59.67574158299976,59.67574158299976,59.67574158299976,59.67574158299976,59.68540691633328,59.67574158299976,59.67574158299976,61.057700291999936,Correct! صحیح است,1,1.3797900420004225,None,0,4,61.0616791249995,61.073153542,63.0839134580001,63.057440874999884,63.05748104200029,0.0,False,63.05780429199967,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-9-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,4,4,8,63.0839134580001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0585076669995,63.0839134580001,63.0839134580001,63.0839134580001,63.0839134580001,63.08987283333275,63.0839134580001,63.0839134580001,64.27179587499995,Correct! صحیح است,1,1.183799917000215,None,0,5,64.27608387500004,64.28713783300009,66.29559879199951,66.27146133299993,66.27146979200006,0.0,False,66.27178937499957,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-18-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,5,5,17,66.29559879199951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.27219029200023,66.29559879199951,66.29559879199951,66.29559879199951,66.29559879199951,66.30455366633353,66.29559879199951,66.29559879199951,67.28477787500015,Correct! صحیح است,1,0.9797732910001287,None,0,6,67.28855912499967,67.29951962499945,,69.28903145799995,69.28903962499953,0.0,False,69.2892435419999,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-8-En.wav,Speaker4,گوینده۴,,,,,,,,,0,6,6,67,69.31273062499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.28940845800025,69.31273062499986,69.31273062499986,69.31273062499986,69.31273062499986,69.32232766633345,69.31273062499986,69.31273062499986,70.59194558299987,Correct! صحیح است,4,1.276619582999956,None,0,7,70.59611633300028,70.60748945799969,72.61664145800023,72.59286425000028,72.59287333300017,0.0,False,72.5930409169996,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-10-En.wav,Speaker4,گوینده۴,,,,,,,,,0,7,7,69,72.61664145800023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.59320983299949,72.61664145800023,72.61664145800023,72.61664145800023,72.61664145800023,72.62600358333341,72.61664145800023,72.61664145800023,73.88125166699956,Correct! صحیح است,4,1.2576943750000282,None,0,8,73.88546287499958,73.8966181249998,75.90825162500005,75.88424170799954,75.88426895799967,0.0,False,75.88463291700009,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-3-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,8,8,2,75.90825162500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.88538079199952,75.90825162500005,75.90825162500005,75.90825162500005,75.90825162500005,75.91671804133287,75.90825162500005,75.90825162500005,76.97238758299954,Correct! صحیح است,1,1.061548292000225,None,0,9,76.97765487499964,76.9911187079997,,78.97817629200017,78.97818437499973,0.0,False,78.97841133299971,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-6-En.wav,Speaker2,گوینده۲,,,,,,,,,0,9,9,25,79.00230583299981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97859633299959,79.00230583299981,79.00230583299981,79.00230583299981,79.00230583299981,79.01145508333278,79.00230583299981,79.00230583299981,80.02442174999942,Correct! صحیح است,2,1.0118917499994495,None,0,10,80.02834562499993,80.03969916699953,82.05132487499941,82.02573245799977,82.02575875000002,0.0,False,82.02610354199987,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-8-En.wav,Speaker3,گوینده۳,,,,,,,,,0,10,10,47,82.05132487499941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.02703729199948,82.05132487499941,82.05132487499941,82.05132487499941,82.05132487499941,82.05823516633293,82.05132487499941,82.05132487499941,83.4255627499997,Correct! صحیح است,3,1.3624306249994333,None,0,11,83.43054254199978,83.44325529199978,85.45077883300019,85.42632058300023,85.4263294579996,0.0,False,85.42647837499953,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-4-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,11,11,3,85.45077883300019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.42667383299977,85.45077883300019,85.45077883300019,85.45077883300019,85.45077883300019,85.45943412533282,85.45077883300019,85.45077883300019,86.41454133299976,Correct! صحیح است,1,0.9609457910000856,None,0,12,86.41866816699985,86.43018916700021,88.44302591699943,88.41830779199972,88.4183571249996,0.0,False,88.41874312500022,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-20-En.wav,Speaker2,گوینده۲,,,,,,,,,0,12,12,39,88.44302591699943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.41952450000008,88.44302591699943,88.44302591699943,88.44302591699943,88.44302591699943,88.45071166633309,88.44302591699943,88.44302591699943,89.44238179199965,Correct! صحیح است,2,0.9900506660005703,None,0,13,89.44618512499983,89.45534924999993,91.46483650000027,91.44154204200004,91.44155829200008,0.0,False,91.44169608299944,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-7-En.wav,Speaker4,گوینده۴,,,,,,,,,0,13,13,66,91.46483650000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.441904583,91.46483650000027,91.46483650000027,91.46483650000027,91.46483650000027,91.47466125033364,91.46483650000027,91.46483650000027,92.53137233300004,Correct! صحیح است,4,1.0597465830005603,None,0,14,92.53526604199942,92.54700533300002,94.55526504199952,94.53060045799975,94.53060970800016,0.0,False,94.53075708300003,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-14-En.wav,Speaker2,گوینده۲,,,,,,,,,0,14,14,33,94.55526504199952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.53094891699948,94.55526504199952,94.55526504199952,94.55526504199952,94.55526504199952,94.5637274583328,94.55526504199952,94.55526504199952,95.76952891699966,Correct! صحیح است,2,1.2131906250006068,None,0,15,95.77340762499989,95.78474474999985,97.79611624999961,97.76994479199948,97.76995412499946,0.0,False,97.77011383299941,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-18-En.wav,Speaker4,گوینده۴,,,,,,,,,0,15,15,77,97.79611624999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.77027937499952,97.79611624999961,97.79611624999961,97.79611624999961,97.79611624999961,97.80309250033363,97.79611624999961,97.79611624999961,99.0306197079999,Correct! صحیح است,4,1.2283424580000428,None,0,16,99.03567699999985,99.04737004199978,,101.04036529199948,101.04037499999959,0.0,False,101.04056437500003,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-1-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,16,16,0,101.06611299999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.04078508299972,101.06611299999986,101.06611299999986,101.06611299999986,101.06611299999986,101.07365966633327,101.06611299999986,101.06611299999986,102.46689891699953,Correct! صحیح است,1,1.3916724169994268,None,0,17,102.47092650000013,102.48231549999946,104.49514754200027,104.46748212500006,104.46750754200002,0.0,False,104.46785437499966,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-13-En.wav,Speaker3,گوینده۳,,,,,,,,,0,17,17,52,104.49514754200027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.46882379199997,104.49514754200027,104.49514754200027,104.49514754200027,104.49514754200027,104.49998300033306,104.49514754200027,104.49514754200027,105.54091133299971,Correct! صحیح است,3,1.0390626660000635,None,0,18,105.5449939580003,105.5564128750002,,107.54732787499961,107.54735824999989,0.0,False,107.54804324999986,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-4-En.wav,Speaker2,گوینده۲,,,,,,,,,0,18,18,23,107.57236733299942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.54900066699975,107.57236733299942,107.57236733299942,107.57236733299942,107.57236733299942,107.5805043333335,107.57236733299942,107.57236733299942,108.65369749999991,Correct! صحیح است,2,1.078448958000081,None,0,19,108.65752379199967,108.66943654199986,110.67939374999969,110.65462608300004,110.65463529199951,0.0,False,110.65479720799976,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-11-En.wav,Speaker3,گوینده۳,,,,,,,,,0,19,19,50,110.67939374999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.65498104200014,110.67939374999969,110.67939374999969,110.67939374999969,110.67939374999969,110.68769116633351,110.67939374999969,110.67939374999969,112.12480191699979,Correct! صحیح است,3,1.4382437920003213,None,0,20,112.12909500000023,112.1400757499996,114.14570929199999,114.1233527079994,114.12336154199966,0.0,False,114.1235107499997,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-12-En.wav,Speaker2,گوینده۲,,,,,,,,,0,20,20,31,114.14570929199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.1237082079997,114.14570929199999,114.14570929199999,114.14570929199999,114.14570929199999,114.13982587466695,114.14570929199999,114.14570929199999,115.28173529200012,Correct! صحیح است,2,1.132796333999977,None,0,21,115.28566470799979,115.2971405420003,117.30446520799978,117.28130808300011,117.2813173329996,0.0,False,117.28144708299988,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-16-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,21,21,15,117.30446520799978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28162474999954,117.30446520799978,117.30446520799978,117.30446520799978,117.30446520799978,117.31441887533359,117.30446520799978,117.30446520799978,118.42544999999973,Correct! صحیح است,1,1.1121294579997993,None,0,22,118.42977295800029,118.43851483300023,120.452019458,120.42511762499998,120.42514233299971,0.0,False,120.42544358299983,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-5-En.wav,Speaker2,گوینده۲,,,,,,,,,0,22,22,24,120.452019458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.42637545799971,120.452019458,120.452019458,120.452019458,120.452019458,120.45759562533343,120.452019458,120.452019458,121.91077949999999,Correct! صحیح است,2,1.45601995800007,None,0,23,121.91550633299994,121.92856804199982,123.9379109169995,123.91417129199999,123.91418900000008,0.0,False,123.91434000000027,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-9-En.wav,Speaker3,گوینده۳,,,,,,,,,0,23,23,48,123.9379109169995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.91450837499997,123.9379109169995,123.9379109169995,123.9379109169995,123.9379109169995,123.94729866633364,123.9379109169995,123.9379109169995,125.38113366699963,Incorrect! The correct answer is Speaker3. نادرست! پاسخ صحیح گوینده۳ است,4,1.433608500000446,None,0,24,125.38607429199965,125.40133558300022,127.40744033299961,127.38405708299979,127.38406604200009,0.0,False,127.3842077499994,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-5-En.wav,Speaker4,گوینده۴,,,,,,,,,0,24,24,64,127.40744033299961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.3843810419994,127.40744033299961,127.40744033299961,127.40744033299961,127.40744033299961,127.41716908333322,127.40744033299961,127.40744033299961,128.8652457500002,Correct! صحیح است,4,1.4544628749999902,None,0,25,128.8690877500003,128.8797101250002,130.88994258299954,130.86603962499976,130.86604887500016,0.0,False,130.86618995800018,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-19-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,25,25,18,130.88994258299954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.866366708,130.88994258299954,130.88994258299954,130.88994258299954,130.88994258299954,130.89915987533328,130.88994258299954,130.88994258299954,132.20078137499968,Correct! صحیح است,1,1.296321333999913,None,0,26,132.20483483299995,132.21617625,134.22845958299968,134.20330525000008,134.20331449999958,0.0,False,134.2034749579998,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-4-En.wav,Speaker4,گوینده۴,,,,,,,,,0,26,26,63,134.22845958299968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.20366341699992,134.22845958299968,134.22845958299968,134.22845958299968,134.22845958299968,134.23641250033285,134.22845958299968,134.22845958299968,135.46048166699984,Correct! صحیح است,4,1.229856916999779,None,0,27,135.46453083300003,135.47603345799962,137.490678958,137.46525204199952,137.46528158299952,0.0,False,137.46555770800023,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-1-En.wav,Speaker3,گوینده۳,,,,,,,,,0,27,27,40,137.490678958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.46615933300018,137.490678958,137.490678958,137.490678958,137.490678958,137.49764833333353,137.490678958,137.490678958,138.88566145799996,Correct! صحیح است,3,1.3939709579999544,None,0,28,138.88953729199966,138.90030037499946,140.91450333299963,140.8883049999995,140.88831562499945,0.0,False,140.8884865,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-2-En.wav,Speaker4,گوینده۴,,,,,,,,,0,28,28,61,140.91450333299963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.88868600000023,140.91450333299963,140.91450333299963,140.91450333299963,140.91450333299963,140.9213601253328,140.91450333299963,140.91450333299963,142.5453076670001,Correct! صحیح است,4,1.626688125000328,None,0,29,142.5496414170002,142.5616862500001,144.5682986669999,144.54467225000008,144.5446799579995,0.0,False,144.5448354170003,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-3-En.wav,Speaker4,گوینده۴,,,,,,,,,0,29,29,62,144.5682986669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.54503537500023,144.5682986669999,144.5682986669999,144.5682986669999,144.5682986669999,144.57773520833285,144.5682986669999,144.5682986669999,145.78940183299983,Correct! صحیح است,4,1.2186100830003852,None,0,30,145.79333725000015,145.80461941700014,,147.79887229199994,147.79891487500026,0.0,False,147.7996103329997,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-20-En.wav,Speaker3,گوینده۳,,,,,,,,,0,30,30,59,147.82329933300025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.80022833299972,147.82329933300025,147.82329933300025,147.82329933300025,147.82329933300025,147.8320248333335,147.82329933300025,147.82329933300025,149.0654993749995,Correct! صحیح است,3,1.2389596670000174,None,0,31,149.07019358300022,149.08236058300008,151.09234262500013,151.06811545799974,151.0681238750003,0.0,False,151.0682756670003,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-19-En.wav,Speaker4,گوینده۴,,,,,,,,,0,31,31,78,151.09234262500013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0685097079995,151.09234262500013,151.09234262500013,151.09234262500013,151.09234262500013,151.10122575033307,151.09234262500013,151.09234262500013,152.38563762499962,Correct! صحیح است,4,1.2901098330003151,None,0,32,152.3909630420003,152.40287858299962,154.41098458299984,154.38777870800004,154.38779220800006,0.0,False,154.38794362499993,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-8-En.wav,Speaker1,گوینده ۱,,,,,,,,,0,32,32,7,154.41098458299984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.38811379199979,154.41098458299984,154.41098458299984,154.41098458299984,154.41098458299984,154.42086350033293,154.41098458299984,154.41098458299984,155.7576198329998,Correct! صحیح است,1,1.335928000000422,None,0,33,155.76232929199978,155.77478254200014,157.7831686669997,157.75982858299994,157.75983745800022,0.0,False,157.75998166699992,201888,001,2024-07-01_11h45.26.659,5-25,2024.1.4,None,2024-07-01 11h45.32.596912 +0900,
