thisRow.t,notes,routine_1.started,routine_1.stopped,Initialize.started,Initialize.stopped,GroupSelection.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012500374999945052,0.012858709000283852,,,,006662,001,2024-06-22_18h15.07.495,5-10,2024.1.4,None,2024-06-22 18h15.12.254841 +0900,
,,,,0.012876749999122694,0.013013333998969756,,006662,001,2024-06-22_18h15.07.495,5-10,2024.1.4,None,2024-06-22 18h15.12.254841 +0900,
,,,,,,0.013020958998822607,,,,,,,,
