thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008871709000231931,0.009261250001145527,,,,121141,001,2024-07-31_15h08.55.551,5-34 ready-monolingual persian speaker,2024.1.5,None,2024-07-31 15h08.59.911467 +0900,
,,,,0.009275459000491537,0.013627542000904214,0.013627542000904214,,,,,,,,
