TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupInstructions.stopped,ker_resp.stopped,GroupSelection.stopped,ker_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image.stopped,text_4.stopped,image_7.started,sound_9.started,text_5.started,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.010730750000220723,0.011156166001455858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345389,001,2024-06-20_19h44.27.648,5-7,2024.1.4,None,2024-06-20 19h44.33.686926 +0900,
,,,,,,,,,,,,,,,,0.011176541000168072,0.011326499999995576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345389,001,2024-06-20_19h44.27.648,5-7,2024.1.4,None,2024-06-20 19h44.33.686926 +0900,
,,,,,,,,,,,,,,,,,,0.011336208001011983,0.016162250001798384,0.016162250001798384,5.062367875001655,5.062367875001655,5.008812666001177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345389,001,2024-06-20_19h44.27.648,5-7,2024.1.4,None,2024-06-20 19h44.33.686926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,5.008872541002347,5.062367875001655,10.005074791002698,10.01542670766891,10.005074791002698,10.054295666002872,15.015313874668452,20.00324025000009,20.00324025000009,20.010407583002234,20.019906916666756,20.010407583002234,25.01060658266603,30.007209458002762,30.007209458002762,30.007209458002762,30.01245324966682,30.007209458002762,35.01371145766849,40.00942479100195,40.00942479100195,40.00942479100195,40.01841770766647,40.00942479100195,45.0109742076677,50.008505625002726,50.008505625002726,49.99403829100265,,,,,345389,001,2024-06-20_19h44.27.648,5-7,2024.1.4,None,2024-06-20 19h44.33.686926 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9940521660028,50.008505625002726,,54.993869333000475,345389,001,2024-06-20_19h44.27.648,5-7,2024.1.4,None,2024-06-20 19h44.33.686926 +0900,
