SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,ker_resp.rt,ker_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image_7.started,sound_9.started,text_5.started,image.stopped,text_4.stopped,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,TrainingGroup1.started,image_1.started,image_2.started,image_3.started,image_4.started,sound1.started,Instruction.started,ResponseKey.started,TrainingGroup1.stopped,feedbackText,ResponseKey.keys,ResponseKey.rt,ResponseKey.duration,FeedbackRoutine1.started,FeedbackText.started,FeedbackRoutine1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.010155041003599763,0.01050766599655617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
,,,,,,,,,,,,,,,0.010521624993998557,0.010661958003765903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
,,,,,,,,,,,,,,,,,0.010674624994862825,0.01767383300466463,0.01767383300466463,1.5831635409995215,3,1.5283848330000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,1.583195583007182,1.6486623749951832,6.586431000003358,6.592651541668844,6.586431000003358,6.646896291000303,11.58403258266141,16.57676366600208,16.584653624672015,16.57676366600208,16.581033750000643,16.581033750000643,21.590857291670787,26.57238724999479,26.57238724999479,26.5767316249985,26.589053916661456,26.5767316249985,31.586612291667066,36.56956133300264,36.56956133300264,36.581917791001615,36.586227999669305,36.581917791001615,41.589986124661905,46.57188849999511,46.57188849999511,46.566663125006016,,,,,,,,,,,,,,,,,,,,,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.566717249996145,46.57188849999511,51.619543332999456,51.555264041002374,,,,,,,,,,,,,,,,,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_Per/P2-19-Per.wav,Speaker2,گوینده۲,0,0,0,38,51.619543332999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.591484207994654,51.619543332999456,51.619543332999456,51.619543332999456,51.619543332999456,51.62170437467381,51.619543332999456,51.619543332999456,56.41507029099739,Correct! صحیح است,2,4.790956833996461,None,56.467733208002755,56.482879624993075,58.47079291600676,322209,001,2024-06-22_14h29.17.042,5-10,2024.1.4,None,2024-06-22 14h29.22.743704 +0900,
,,,,,,,,,,,58.49804129099357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.473508374998346,58.49804129099357,58.49804129099357,58.49804129099357,58.49804129099357,58.50407929132828,58.49804129099357,58.49804129099357,59.90969349999796,Incorrect! The correct answer is Speaker1. نادرست! پاسخ صحیح گوینده ۱ است,3,1.4048307500052033,None,59.917909416006296,59.93389554100577,,,,,,,,,
