SpeakerImage1,SpeakerImage2,SpeakerImage3,SpeakerImage4,TrainingSound,EnglishCorrectAnswer,PersianCorrectAnswer,SpeakerPhoto1,SpeakerPhoto2,SpeakerPhoto3,SpeakerPhoto4,TestingSound,EnglishCorrectResponse,PersianCorrectResponse,TrainingLoopGroup1.thisRepN,TrainingLoopGroup1.thisTrialN,TrainingLoopGroup1.thisN,TrainingLoopGroup1.thisIndex,TrainingLoopGroup2.thisRepN,TrainingLoopGroup2.thisTrialN,TrainingLoopGroup2.thisN,TrainingLoopGroup2.thisIndex,repeated_TrainingLoopGroup3.thisRepN,repeated_TrainingLoopGroup3.thisTrialN,repeated_TrainingLoopGroup3.thisN,repeated_TrainingLoopGroup3.thisIndex,TrainingLoopGroup3.thisRepN,TrainingLoopGroup3.thisTrialN,TrainingLoopGroup3.thisN,TrainingLoopGroup3.thisIndex,testPhase1Loop.thisRepN,testPhase1Loop.thisTrialN,testPhase1Loop.thisN,testPhase1Loop.thisIndex,thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupSelection.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,sound_8.started,image_7.started,sound_9.started,text_5.started,image.stopped,text_4.stopped,sound_10.started,image_7.stopped,text_5.stopped,image_8.started,sound_11.started,text_6.started,sound_12.started,image_8.stopped,text_6.stopped,image_9.started,sound_13.started,text_7.started,sound_14.started,image_9.stopped,text_7.stopped,Introduction.stopped,Instructions.started,InstructionText.started,InstructionText.stopped,Instructions.stopped,InitializeExperiment.started,InitializeExperiment.stopped,TrainingGroup3.started,SpeakerPicture3.started,image_15.started,image_16.started,image_17.started,Sound3.started,Instruction3.started,Response3.started,TrainingGroup3.stopped,feedbackText,correct_responses_group3,total_trials_group3,Response3.keys,Response3.rt,Response3.duration,FeedbackRoutine3.started,FeedbackText3.started,FeedbackText3.stopped,FeedbackRoutine3.stopped,CheckAccuracy3.started,accuracy_group3,proceed_to_test,CheckAccuracy3.stopped,WelcomeTest.started,text_12.started,text_12.stopped,WelcomeTest.stopped,TestPhase1.started,test1_image1.started,test1_image2.started,test1_image3.started,test1_image4.started,test1_sound.started,text_3.started,test1_response_keyboard.started,TestPhase1.stopped,test1_response_keyboard.keys,test1_response_keyboard.rt,test1_response_keyboard.duration,test1_response,test1_image_file1,test1_image_file2,test1_image_file3,test1_image_file4,test1_sound_file,english_correct_answer,persian_correct_answer,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-14-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,15,15,53,,,,,105.05327879200195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.03180041700034,105.05327879200195,105.05327879200195,105.05327879200195,105.05327879200195,105.04805837566552,105.05327879200195,105.05327879200195,106.76027833400076,Correct! صحیح است,1,1,3,1.6949314170014986,None,106.76449254199906,106.77358041700063,108.78206662500088,108.76001862500198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-11-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,16,16,10,,,,,108.78206662500088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.76021091700022,108.78206662500088,108.78206662500088,108.78206662500088,108.78206662500088,108.77641745866664,108.78206662500088,108.78206662500088,110.21605179200196,Correct! صحیح است,1,1,1,1.4314775420025398,None,110.2201622499997,110.23177049999867,,112.22861449999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-19-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,17,17,58,,,,,112.25299037500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.22920937500021,112.25299037500008,112.25299037500008,112.25299037500008,112.25299037500008,112.26173758333292,112.25299037500008,112.25299037500008,113.63843366700166,Correct! صحیح است,1,1,3,1.376719583000522,None,113.64232170900141,113.65125258400076,,115.64557470900036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-4-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,18,18,13,,,,,115.66723258400089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.64574474999972,115.66723258400089,115.66723258400089,115.66723258400089,115.66723258400089,115.6621896666659,115.66723258400089,115.66723258400089,116.99236037499941,Correct! صحیح است,1,1,1,1.3210772910024389,None,116.9966721669989,117.00798750000104,,118.99991412500094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-8-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,19,19,47,,,,,119.02138804200149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0000990840017,119.02138804200149,119.02138804200149,119.02138804200149,119.02138804200149,119.01654375066597,119.02138804200149,119.02138804200149,121.28167612499965,Correct! صحیح است,1,1,3,2.2518157090016757,None,121.28580650000004,121.29481141699944,123.30259520899926,123.28143858399926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-9-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,20,20,68,,,,,123.30259520899926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.28164295900206,123.30259520899926,123.30259520899926,123.30259520899926,123.30259520899926,123.29782404166714,123.30259520899926,123.30259520899926,125.05648129200199,Correct! صحیح است,1,1,4,1.7487212089981767,None,125.06053112500013,125.07185424999989,127.08136841699888,127.0553476669993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-12-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,21,21,71,,,,,127.08136841699888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0563030839985,127.08136841699888,127.08136841699888,127.08136841699888,127.08136841699888,127.08782587533327,127.08136841699888,127.08136841699888,128.4016564170015,Correct! صحیح است,1,1,4,1.3174164170013682,None,128.4055712090012,128.417147209002,130.424019459002,130.40258870899925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-13-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,22,22,72,,,,,130.424019459002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.40278712500003,130.424019459002,130.424019459002,130.424019459002,130.424019459002,130.41902983366552,130.424019459002,130.424019459002,131.84586175000004,Correct! صحیح است,1,1,4,1.4165157919997,None,131.84958658400137,131.86092845900203,133.86851350000143,133.84588629200152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-17-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,0,0,73,0,23,23,36,,,,,133.86851350000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.84662166699854,133.86851350000143,133.86851350000143,133.86851350000143,133.86851350000143,133.8784390423321,133.86851350000143,133.86851350000143,135.07088879200091,Correct! صحیح است,1,1,2,1.1907385420017818,None,135.07496750000064,135.08656566699938,137.0961027500016,137.07073641700117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-13-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,24,24,52,,,,,137.0961027500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.07145687500088,137.0961027500016,137.0961027500016,137.0961027500016,137.0961027500016,137.10327141733484,137.0961027500016,137.0961027500016,139.59865300000092,Correct! صحیح است,1,1,3,2.498082082998735,None,139.60246295899924,139.61442104199887,,141.60917687500114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-5-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,25,25,4,,,,,141.6307972499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.60935783400055,141.6307972499999,141.6307972499999,141.6307972499999,141.6307972499999,141.62580791666576,141.6307972499999,141.6307972499999,143.01108266699885,Correct! صحیح است,1,1,1,1.377841666999302,None,143.0159334170021,143.02789329200095,145.03530579200014,145.0120354999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-2-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,26,26,1,,,,,145.03530579200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.01264408399948,145.03530579200014,145.03530579200014,145.03530579200014,145.03530579200014,145.0444638333325,145.03530579200014,145.03530579200014,146.13540612499855,Correct! صحیح است,1,1,1,1.0898513330030255,None,146.1393750419993,146.1507456670006,148.16056979199857,148.13840787500158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-5-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,27,27,44,,,,,148.16056979199857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.13858245899974,148.16056979199857,148.16056979199857,148.16056979199857,148.16056979199857,148.15485716666834,148.16056979199857,148.16056979199857,150.7686649999996,Correct! صحیح است,1,1,3,2.5988849580026,None,150.77282595900033,150.78423095900143,152.78879095899902,152.76764241699857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-13-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,28,28,12,,,,,152.78879095899902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.76780070899986,152.78879095899902,152.78879095899902,152.78879095899902,152.78879095899902,152.7840481256683,152.78879095899902,152.78879095899902,154.71991883400187,Correct! صحیح است,1,1,1,1.9251527080014057,None,154.7249054999993,154.73708091699882,156.74984812500043,156.72483583400026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-1-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,29,29,40,,,,,156.74984812500043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.72570774999986,156.74984812500043,156.74984812500043,156.74984812500043,156.74984812500043,156.75726287533377,156.74984812500043,156.74984812500043,158.3480293749999,Correct! صحیح است,1,1,3,1.5948625000019092,None,158.35197679200064,158.36432166699888,160.36846666700148,160.34725524999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-7-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,0,0,73,0,30,30,26,,,,,160.36846666700148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3474414170014,160.36846666700148,160.36846666700148,160.36846666700148,160.36846666700148,160.3636848756653,160.36846666700148,160.36846666700148,161.52503679200163,Correct! صحیح است,1,1,2,1.146960540998407,None,161.5291103749987,161.53832154200063,163.55037229200025,163.52849612499995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-20-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,31,31,79,,,,,163.55037229200025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.52872387499883,163.55037229200025,163.55037229200025,163.55037229200025,163.55037229200025,163.54490787566854,163.55037229200025,163.55037229200025,166.01970900000015,Correct! صحیح است,1,1,4,2.4631687919973047,None,166.01993929200034,166.0311294589992,168.0436440420017,168.0186241670017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-17-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,32,32,76,,,,,168.0436440420017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.01961504200153,168.0436440420017,168.0436440420017,168.0436440420017,168.0436440420017,168.05100091733453,168.0436440420017,168.0436440420017,169.60684587500145,Correct! صحیح است,1,1,4,1.5589891249983339,None,169.6107093339997,169.62217500000042,,171.61283508400084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-3-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,33,33,62,,,,,171.63771424999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.61345829199854,171.63771424999868,171.63771424999868,171.63771424999868,171.63771424999868,171.6459997923344,171.63771424999868,171.63771424999868,172.93191358400145,Correct! صحیح است,1,1,4,1.291857791999064,None,172.93605087499964,172.9474688750015,174.95748200000162,174.93579454200153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-15-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,34,34,54,,,,,174.95748200000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.9359571669993,174.95748200000162,174.95748200000162,174.95748200000162,174.95748200000162,174.95224866666857,174.95748200000162,174.95748200000162,176.72193708399936,Correct! صحیح است,1,1,3,1.7496750830032397,None,176.7270523340012,176.74037250000038,178.74610141700032,178.72471891700116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-6-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,35,35,5,,,,,178.74610141700032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.72491487500156,178.74610141700032,178.74610141700032,178.74610141700032,178.74610141700032,178.74109962566607,178.74610141700032,178.74610141700032,180.20294458400167,Correct! صحیح است,1,1,1,1.4517397080016963,None,180.2070405000013,180.21830741699887,,182.21068179199938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker2_En/P2-10-En.wav,Speaker2,گوینده۲,,,,,,,,,,,,,,,,0,0,0,73,0,36,36,29,,,,,182.23333116700087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.21134004200212,182.23333116700087,182.23333116700087,182.23333116700087,182.23333116700087,182.22720029166547,182.23333116700087,182.23333116700087,183.64149050000196,Correct! صحیح است,1,1,2,1.4008772919987678,None,183.64555745899997,183.6543662920012,185.67147612500048,185.6458299170008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-7-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,37,37,66,,,,,185.67147612500048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.6467190000003,185.67147612500048,185.67147612500048,185.67147612500048,185.67147612500048,185.67814687533297,185.67147612500048,185.67147612500048,187.29462200000125,Correct! صحیح است,1,1,4,1.6151370420011517,None,187.2988947920021,187.3079236670019,189.31964275000064,189.29483079200145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-16-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,38,38,55,,,,,189.31964275000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.29540862499925,189.31964275000064,189.31964275000064,189.31964275000064,189.31964275000064,189.32724195833413,189.31964275000064,189.31964275000064,191.06147470900032,Correct! صحیح است,1,1,3,1.732241707999492,None,191.06519766700148,191.077969209,193.08433562500068,193.063190208999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-10-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,39,39,69,,,,,193.08433562500068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.06338383399998,193.08433562500068,193.08433562500068,193.08433562500068,193.08433562500068,193.0796069586652,193.08433562500068,193.08433562500068,194.66539429200202,Correct! صحیح است,1,1,4,1.5697715839996818,None,194.6696214170006,194.68172633400172,196.68879737500174,196.66774295900177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker1_En/P1-12-En.wav,Speaker1,گوینده ۱,,,,,,,,,,,,,,,,0,0,0,73,0,40,40,11,,,,,196.68879737500174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.667913917001,196.68879737500174,196.68879737500174,196.68879737500174,196.68879737500174,196.68420883366733,196.68879737500174,196.68879737500174,198.03679187500165,Correct! صحیح است,1,1,1,1.3470478749986796,None,198.0405467499986,198.05303783400086,200.06099666700175,200.0380263340012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-4-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,41,41,63,,,,,200.06099666700175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.03820600000108,200.06099666700175,200.06099666700175,200.06099666700175,200.06099666700175,200.05450670866801,200.06099666700175,200.06099666700175,204.00978833399859,Correct! صحیح است,1,1,4,3.939606416002789,None,204.01492916699863,204.02719516700017,206.03476254199995,206.01052799999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-11-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,42,42,50,,,,,206.03476254199995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.01076000000103,206.03476254199995,206.03476254199995,206.03476254199995,206.03476254199995,206.04365270833347,206.03476254199995,206.03476254199995,207.46189874999982,Correct! صحیح است,1,1,3,1.4198020000003453,None,207.46621133400185,207.47721900000033,209.48796304200005,209.46347233399865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-10-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,43,43,49,,,,,209.48796304200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.46433779200015,209.48796304200005,209.48796304200005,209.48796304200005,209.48796304200005,209.49595750033455,209.48796304200005,209.48796304200005,210.86112954200144,Correct! صحیح است,1,1,3,1.367176167001162,None,210.86498175000088,210.87645270899884,,212.8695683750011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-9-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,44,44,48,,,,,212.89326150000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8701660000006,212.89326150000124,212.89326150000124,212.89326150000124,212.89326150000124,212.90272495833466,212.89326150000124,212.89326150000124,214.43210108399944,Correct! صحیح است,1,1,3,1.5355139999992389,None,214.43621508399883,214.4476519589989,216.4554595840018,216.43361766700036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker3_En/P3-4-En.wav,Speaker3,گوینده۳,,,,,,,,,,,,,,,,0,0,0,73,0,45,45,43,,,,,216.4554595840018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.43377237499953,216.4554595840018,216.4554595840018,216.4554595840018,216.4554595840018,216.4500058756678,216.4554595840018,216.4554595840018,217.90402666700174,Correct! صحیح است,1,1,3,1.4399388330020884,None,217.9081701670002,217.9175485420019,219.92629262500122,219.90497391700046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-8-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,46,46,67,,,,,219.92629262500122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.90515454200067,219.92629262500122,219.92629262500122,219.92629262500122,219.92629262500122,219.9213641256686,219.92629262500122,219.92629262500122,221.3602788749995,Correct! صحیح است,1,1,4,1.4236073749998468,None,221.36415120899983,221.37561566699878,223.38813687500078,223.362137084001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
Images/Speaker1.jpg,Images/Speaker2.jpg,Images/Speaker3.jpg,Images/Speaker4.jpg,Audio/Speaker4_En/P4-2-En.wav,Speaker4,گوینده۴,,,,,,,,,,,,,,,,0,0,0,73,0,47,47,61,,,,,223.38813687500078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.36271733399917,223.38813687500078,223.38813687500078,223.38813687500078,223.38813687500078,223.3946076253347,223.38813687500078,223.38813687500078,224.62007554199954,Correct! صحیح است,1,1,4,1.2250527500000317,None,224.62381475000075,224.63532095900155,226.6449066669993,226.62322804200085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106290,001,2024-07-01_21h09.58.231,5-24,2024.1.4,None,2024-07-01 21h10.03.014992 +0900,
