thisRow.t,notes,Initialize.started,Initialize.stopped,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,ker_resp.started,GroupSelection.stopped,ker_resp.keys,Introduction.started,text_2.started,image.started,sound_7.started,text_4.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013833666998834815,0.014264333993196487,,,,,,,,,,,,,,624771,001,2024-06-21_11h24.47.848,5-7,2024.1.4,None,2024-06-21 11h24.52.778424 +0900,
,,,,0.014277916998253204,0.014421999992919154,,,,,,,,,,,,624771,001,2024-06-21_11h24.47.848,5-7,2024.1.4,None,2024-06-21 11h24.52.778424 +0900,
,,,,,,0.014435916993534192,0.01947091699548764,0.01947091699548764,1.0666983339979197,None,,,,,,,624771,001,2024-06-21_11h24.47.848,5-7,2024.1.4,None,2024-06-21 11h24.52.778424 +0900,
,,,,,,,,,,,1.0667258339963155,1.1405978749971837,6.070849124997039,6.07738879166233,6.070849124997039,6.13294466699881,,,,,,,,
