thisRow.t,notes,trial.started,trial.stopped,GroupSelection.started,GroupInstructions.started,key_resp.started,GroupInstructions.stopped,key_resp.stopped,GroupSelection.stopped,key_resp.keys,HeadphoneCheck.started,text_13.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00913287500043225,0.009492499999396387,,,,,,,,,,,361370,001,2024-07-17_12h53.34.163,5-34 ready-monolingual persian speaker,2024.1.4,None,2024-07-17 12h53.38.648193 +0900,
,,,,0.00950520799960941,0.01384820800012676,0.01384820800012676,,,4.9992152499999065,None,,,,361370,001,2024-07-17_12h53.34.163,5-34 ready-monolingual persian speaker,2024.1.4,None,2024-07-17 12h53.38.648193 +0900,
,,,,,,,,,,,4.999249124999551,,,,,,,,,,
